raw	permuted
11011000001000110111010101001100011100001100	11010000000110110101110010110101010011100000
00111011000100110111110101011001011110101111	10111111101111101101100110101101010011100000
11111011000100110111010011001100111100001100	11110000101110100101010010111101010011100011
11001011001010100111110101000100101011001100	01010001011010110101110110111100110001000010
11111000000100110111100111101100000100001100	11100000100010100101110111110101000011100001
11001011001100110111010111101100001100001100	11110000001010110101110011111101010001100001
11011010000100110111010111101100011100001100	11110000001110100101110011110101010011100001
11001010110010110111010100101100011100000110	11011000001100100111111011110101110000100000
11001011000000111010110100111101011100000110	11011100001101100101110101011101010000110000
11001111001010011111100111101100111010001110	11011001001110110100110111111101100101010011
11001111010100110001101011101000111101001111	11111010011110000111010111001111000101100011
11111001000100110111010100101100111101001100	11110000110110100101110011111101010010100010
11001010100100110111010110101111011100001100	11110100001110100101111011110101011000100001
11000011001000110011011011101100011100001111	11011010001110110001010011011111010001100001
11111011000010110011010100101100010001010100	11000000111100100101110011011101110010000100
11001111000100110111010111101011010001001111	11101110011110100101110011101101011101000001
11011010010100111010100111101100011101000101	11110010011100100111110101010101000011110001
11001011000100110011010000001100111011001100	11110001011110100101010010011101010000000010
11001011000100110111010110101100011100000100	11110000001100100101110011111101010000100001
11001011000100110111010111101100001001001100	11110000011010100101110011111101010001000001
11001011000100110111010111101110011100001100	11110000001110100101110011111101011001100001
01001011001000110111010111101011011100010011	11011110001100110101100011101001011001100101
10101011000101000111010111101100011100001100	00110000101110100100110011111101010001101001
00000000000100110111010101000100101000001100	10110000000010100001100010110100010001000010
10001011000100110110010101100110011100000111	10111010001100100101110001111100011001100000
11011010000100110111000111101100011100000110	11111000001100100101110011110101000011100001
11001011000100110111000111101100111100100110	11111000001100101101110011111101000001100011
11001011001000110111010101101100011100001000	11010000001110110101110011111001010001100000
11001011000100110111010111101100010010000101	11100011001100100101110011111101010001000001
11000111001001010111010110101101010001001101	11000110011110110000110011111101010100001001
11111011000100111111010111101100011100001100	11110000101110100101110011111101010011110001
11001111000100110111110000100100011100101100	11110000001110101101010111111100010100100000
11001011000100110001011111010100010001011111	11101010011111000101110010011110010001000101
11001011000100011111010100101100011100001011	11111010001110100100110011111001010000110000
01001011001100110001010011101100011101001101	11110010011110010101000011011101010001100001
11001011000100110111010111101100011100001100	11110000001110100101110011111101010001100001
11001011000100110111100111101100011101001101	11110010011110100101110111111101000001100001
11111010001010110111010111101100010010001001	11000011101110110101110011110001110011000001
11001111000100111011100111100100010011001100	11100001011110100101110111011100000101010001
11001011000101010111010111101100111100001011	11111010001110100100110011111001010001101011
11001011000100110111110110011100011101001101	11110010011111100101110110111101010000100001
01001011000100110011110110010100100100111100	11100000001011101101100110011100010000100111
11001011000100110111010100001100011100010100	11110000001100100101110010111101010000100100
11111011000111110111010111101110011100001100	11110000101110100101110011111101111011101001
11001010110100110111100111101100001100001100	11110000001010100111111111110101000001100001
11001011000100110111010111101100011100001100	11110000001110100101110011111101010001100001
11001011000100110111110011010100011100001111	11111010001111100101010110111100010001100001
01001011001000110001100110101000010010000011	11001011001100010101100111001001000000000001
11011011000100010111010000101110011100001100	11110000001110100100010011111101011010100000
