time,stage,rewire_side,rewire_phase,rewire_time_s,remaining_layers_before_rewire,parallel_rewire,adaptive_parallel_rewire,absorb_side,it_left,it_right,layers_left,layers_right,u_consumed_total_left,u_consumed_total_right,u_consumed_total,swap_consumed,u_consumed,u_consumed_after_unswap,probe_left_time_s,probe_right_time_s,probe_total_time_s,probe_wall_time_s,probe_left_total_elems,probe_right_total_elems,probe_left_max_bond,probe_right_max_bond,probe_left_hit_max_bond,probe_right_hit_max_bond,probe_left_over_unswap_threshold,probe_right_over_unswap_threshold,selected_total_elems,selected_max_bond,selected_hit_max_bond,compression_max_bond_limit,compression_cutoff,unswap_trigger_max_bond,cycle_start_total_elems,no_progress_unswap_cycles,absorb_score_mode,probe_left_score,probe_right_score,absorb_lookahead_depth,absorb_lookahead_depth_used,absorb_lookahead_candidates,absorb_lookahead_choice,absorb_lookahead_score,absorb_lookahead_time_s,max_bond,max_links,total_elems,total_shapes,total_links,num_tensors,termination_reason,termination_detail,unswap_cycle,gates_consumed,total_work_gates,remaining_work_gates,abort_after_no_progress_unswap_cycles,hit_max_bond,initial_rewire_time_s,initial_rewire_wall_time_s,post_unswap_rewire_time_s,post_unswap_rewire_wall_time_s,absorb_probe_time_s,absorb_probe_wall_time_s,unswap_time_s,accounted_time_s,rewire_wall_time_s,accounted_wall_time_s
1.2982474169984926,rewiring,left,initial,1.148745875005261,1355,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.348139124995214,rewiring,right,initial,1.049639541990473,1561,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.42561391700292,absorbing,,,,,,,L,1,0,1353,1559,0,0,0,11,0,0,0.03518745899782516,0.026412292005261406,0.06159975100308657,0.06211966600676533,224,512,1,4,False,False,False,False,224,1,False,4096,0.002,,224,0,total_elems,224,512,1,1,,,,0.0,1,4,224,334,222,56,,,,,,,,,,,,,,,,,,
2.4839524580020225,absorbing,,,,,,,R,1,1,1353,1559,0,0,0,12,0,0,0.028103040996938944,0.025850042002275586,0.05395308299921453,0.05449933299678378,520,512,4,4,False,False,False,False,512,4,False,4096,0.002,,224,0,total_elems,520,512,1,1,,,,0.0,4,4,512,406,222,56,,,,,,,,,,,,,,,,,,
2.5418086669960758,absorbing,,,,,,,L,2,1,1353,1559,1,0,1,11,1,1,0.02811866700358223,0.02723462499852758,0.05535329200210981,0.05589408299420029,844,1168,4,4,False,False,False,False,844,4,False,4096,0.002,,224,0,total_elems,844,1168,1,1,,,,0.0,4,4,844,450,222,56,,,,,,,,,,,,,,,,,,
2.59944204200292,absorbing,,,,,,,R,2,2,1353,1559,1,1,2,10,1,2,0.02744824999535922,0.027799000003142282,0.0552472499985015,0.05579408300400246,1864,1456,16,4,False,False,False,False,1456,4,False,4096,0.002,,224,0,total_elems,1864,1456,1,1,,,,0.0,4,4,1456,504,222,56,,,,,,,,,,,,,,,,,,
2.851639417000115,absorbing,,,,,,,L,3,2,1353,1559,1,1,2,14,0,2,0.02792375000717584,0.22183341599884443,0.24975716600602027,0.2503419999993639,2464,2732,16,16,False,False,False,False,2464,16,False,4096,0.002,,224,0,total_elems,2464,2732,1,1,,,,0.0,16,4,2464,576,222,56,,,,,,,,,,,,,,,,,,
2.9113250420050463,absorbing,,,,,,,R,3,3,1353,1559,1,1,2,13,0,2,0.02938491600798443,0.02784224999777507,0.0572271660057595,0.057802125011221506,5280,4316,16,16,False,False,False,False,4316,16,False,4096,0.002,,224,0,total_elems,5280,4316,1,1,,,,0.0,16,4,4316,700,222,56,,,,,,,,,,,,,,,,,,
2.9714526669995394,absorbing,,,,,,,R,3,4,1353,1559,1,1,2,13,0,2,0.029362749992287718,0.028376375004881993,0.05773912499716971,0.058347583006252535,10116,9464,16,16,False,False,False,False,9464,16,False,4096,0.002,,224,0,total_elems,10116,9464,1,1,,,,0.0,16,4,9464,844,222,56,,,,,,,,,,,,,,,,,,
3.0367105420009466,absorbing,,,,,,,R,3,5,1353,1559,1,1,2,13,0,2,0.033611874998314306,0.02925574999244418,0.06286762499075849,0.06344141699082684,26420,13496,64,16,False,False,False,False,13496,16,False,4096,0.002,,224,0,total_elems,26420,13496,1,1,,,,0.0,16,4,13496,988,222,56,,,,,,,,,,,,,,,,,,
3.1037550420005573,absorbing,,,,,,,R,3,6,1353,1559,1,1,2,12,0,2,0.034797333006281406,0.029861082992283627,0.06465841599856503,0.06524274998810142,29108,17516,64,16,False,False,False,False,17516,16,False,4096,0.002,,224,0,total_elems,29108,17516,1,1,,,,0.0,16,4,17516,1102,222,56,,,,,,,,,,,,,,,,,,
3.1758048750052694,absorbing,,,,,,,L,4,6,1353,1559,2,1,3,14,1,3,0.03614591700898018,0.03336204199877102,0.0695079590077512,0.07007387500198092,33200,36008,64,64,False,False,False,False,33200,64,False,4096,0.002,,224,0,total_elems,33200,36008,1,1,,,,0.0,64,4,33200,1360,222,56,,,,,,,,,,,,,,,,,,
3.2658555420057382,absorbing,,,,,,,R,4,7,1353,1559,2,1,3,12,0,3,0.04916616699483711,0.03849662499851547,0.08766279199335258,0.08825050000450574,62508,50120,64,64,False,False,False,False,50120,64,False,4096,0.002,,224,0,total_elems,62508,50120,1,1,,,,0.0,64,4,50120,1666,222,56,,,,,,,,,,,,,,,,,,
3.3765962080069585,absorbing,,,,,,,R,4,8,1353,1559,2,2,4,10,1,4,0.06065145799948368,0.04761125000368338,0.10826270800316706,0.10888279200298712,87492,85444,64,64,False,False,False,False,85444,64,False,4096,0.002,,224,0,total_elems,87492,85444,1,1,,,,0.0,64,4,85444,1968,222,56,,,,,,,,,,,,,,,,,,
3.546096582998871,absorbing,,,,,,,L,5,8,1353,1559,3,2,5,13,1,5,0.07925991599040572,0.08777766600542236,0.16703758199582808,0.16766525000275578,124352,225600,64,256,False,False,False,False,124352,64,False,4096,0.002,,224,0,total_elems,124352,225600,1,1,,,,0.0,64,4,124352,2254,222,56,,,,,,,,,,,,,,,,,,
3.7623315420059953,absorbing,,,,,,,L,6,8,1353,1559,4,2,6,8,1,6,0.11053150000225287,0.10315333300968632,0.2136848330119392,0.214355499992962,154672,271712,128,256,False,False,False,False,154672,128,False,4096,0.002,,224,0,total_elems,154672,271712,1,1,,,,0.0,128,4,154672,2488,222,56,,,,,,,,,,,,,,,,,,
4.0279253750049975,absorbing,,,,,,,R,6,9,1353,1559,4,3,7,9,1,7,0.17013520799810067,0.09292137500597164,0.2630565830040723,0.2637399160012137,357472,230320,256,128,False,False,False,False,230320,128,False,4096,0.002,,224,0,total_elems,357472,230320,1,1,,,,0.0,128,4,230320,2992,222,56,,,,,,,,,,,,,,,,,,
4.437811625000904,absorbing,,,,,,,R,6,10,1353,1559,4,4,8,9,1,8,0.24333933299931232,0.164047499987646,0.4073868329869583,0.4080280420021154,451552,426400,256,256,False,False,False,False,426400,256,False,4096,0.002,,224,0,total_elems,451552,426400,1,1,,,,0.0,256,4,426400,3876,222,56,,,,,,,,,,,,,,,,,,
4.438799208001001,termination,,,,,,,,,,,,4,4,8,,,,,,,,,,,,,,,,,,,4096,0.002,,,0,,,,,,,,,,256,4,426400,3876,222,56,max_work_gates,consumed 8 work gates; target was 8,0,8,1885,1877,40,False,,,,,,,,,,
4.439139207999688,timing_summary,,,2.198385416995734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2.198385416995734,2.198887000005925,0.0,0.0,2.035002164004254,2.0444789150060387,0.0,4.242864332001773,2.198887000005925,4.243365915011964
