time,stage,rewire_side,rewire_phase,rewire_time_s,remaining_layers_before_rewire,parallel_rewire,adaptive_parallel_rewire,absorb_side,it_left,it_right,layers_left,layers_right,u_consumed_total_left,u_consumed_total_right,u_consumed_total,swap_consumed,u_consumed,u_consumed_after_unswap,probe_left_time_s,probe_right_time_s,probe_total_time_s,probe_wall_time_s,probe_left_total_elems,probe_right_total_elems,probe_left_max_bond,probe_right_max_bond,probe_left_hit_max_bond,probe_right_hit_max_bond,probe_left_over_unswap_threshold,probe_right_over_unswap_threshold,selected_total_elems,selected_max_bond,selected_hit_max_bond,compression_max_bond_limit,compression_cutoff,unswap_trigger_max_bond,cycle_start_total_elems,no_progress_unswap_cycles,absorb_score_mode,probe_left_score,probe_right_score,absorb_lookahead_depth,absorb_lookahead_depth_used,absorb_lookahead_candidates,absorb_lookahead_choice,absorb_lookahead_score,absorb_lookahead_time_s,late_gate_beam_plan_id,late_gate_beam_preferred_side,late_gate_beam_plan_remaining,max_bond,max_links,total_elems,total_shapes,total_links,num_tensors,iteration,side,parity,candidate_pairs,candidate_pairs_total,new_swaps,total_swaps,pair_lookahead_probes,pair_lookahead_candidates,pair_lookahead_current_score,pair_lookahead_best_score,alignment_score,route_proxy_weight,route_proxy_lookahead,route_proxy_rejected_swaps,route_proxy_added_swaps,alignment_weight,alignment_protect_gain,alignment_tie_loss,unswap_cycle,unswap_cycle_time_s,gates_consumed,total_work_gates,remaining_work_gates,cycle_gates_consumed,hit_max_bond,sabre_trials,adaptive_parallel_rewire_probed,cycle_work_consumed_before_rewire,route_candidates,route_score,route_score_lookahead,parallel_route_candidates,route_candidate_workers,route_chosen_seed,route_score_value,route_score_time_s,route_rewire_time_s,route_candidate_scores,route_total_time_s,rewire_wall_time_s,termination_reason,termination_detail,stall_mode,abort_after_no_progress_unswap_cycles,initial_rewire_time_s,initial_rewire_wall_time_s,post_unswap_rewire_time_s,post_unswap_rewire_wall_time_s,absorb_probe_time_s,absorb_probe_wall_time_s,unswap_time_s,accounted_time_s,accounted_wall_time_s
0.2567222920479253,rewiring,left,initial,0.2058356250054203,256,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4597762920311652,rewiring,right,initial,0.20285195799078792,247,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5252416250295937,absorbing,,,,,,,L,1,0,254,245,4,0,4,3,4,4,0.03370604198426008,0.018608041980769485,0.05231408396502957,0.05271387501852587,256,280,4,4,False,False,False,False,256,4,False,512,0.0006,,160,0,total_elems,256,280,1,1,,,,0.0,,,,4,4,256,262,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5692056670086458,absorbing,,,,,,,L,2,0,254,245,6,0,6,5,2,6,0.022185458044987172,0.019122916972264647,0.04130837501725182,0.041730416007339954,448,388,4,4,False,False,False,False,448,4,False,512,0.0006,,160,0,total_elems,448,388,1,1,,,,0.0,,,,4,4,448,292,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6167522080359049,absorbing,,,,,,,L,3,0,254,245,10,0,10,4,4,10,0.02532575000077486,0.01953495800262317,0.04486070800339803,0.04530854104086757,748,652,4,4,False,False,False,False,748,4,False,512,0.0006,,160,0,total_elems,748,652,1,1,,,,0.0,,,,4,4,748,322,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6621318330289796,absorbing,,,,,,,L,4,0,254,245,12,0,12,5,2,12,0.02313745900755748,0.019332374969962984,0.042469833977520466,0.04295954201370478,964,988,4,4,False,False,False,False,964,4,False,512,0.0006,,160,0,total_elems,964,988,1,1,,,,0.0,,,,4,4,964,340,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.708793833036907,absorbing,,,,,,,R,4,1,254,245,12,0,12,5,0,12,0.02450908301398158,0.019250750017818063,0.043759833031799644,0.04425862495554611,2584,1168,16,4,False,False,False,False,1168,4,False,512,0.0006,,160,0,total_elems,2584,1168,1,1,,,,0.0,,,,4,4,1168,364,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.755086375051178,absorbing,,,,,,,R,4,2,254,245,12,0,12,4,0,12,0.024257290991954505,0.01904504100093618,0.043302331992890686,0.04373333300463855,3088,1672,16,16,False,False,False,False,1672,16,False,512,0.0006,,160,0,total_elems,3088,1672,1,1,,,,0.0,,,,16,4,1672,400,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8012094580335543,absorbing,,,,,,,R,4,3,254,245,12,0,12,4,0,12,0.02397266699699685,0.019248290976975113,0.04322095797397196,0.0436569590237923,3592,3136,16,16,False,False,False,False,3136,16,False,512,0.0006,,160,0,total_elems,3592,3136,1,1,,,,0.0,,,,16,4,3136,460,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8537231670343317,absorbing,,,,,,,R,4,4,254,245,12,2,14,3,2,14,0.02636808401439339,0.02320887497626245,0.04957695899065584,0.050071958045009524,5056,5176,16,16,False,False,False,False,5176,16,False,512,0.0006,,160,0,total_elems,5056,5176,1,1,,,,0.0,,,,16,4,5176,520,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
