time,stage,absorb_side,it_left,it_right,layers_left,layers_right,u_consumed_total_left,u_consumed_total_right,u_consumed_total,swap_consumed,u_consumed,u_consumed_after_unswap,probe_left_time_s,probe_right_time_s,probe_total_time_s,probe_wall_time_s,probe_left_total_elems,probe_right_total_elems,probe_left_max_bond,probe_right_max_bond,probe_left_hit_max_bond,probe_right_hit_max_bond,probe_left_over_unswap_threshold,probe_right_over_unswap_threshold,selected_total_elems,selected_max_bond,selected_hit_max_bond,compression_max_bond_limit,compression_cutoff,unswap_trigger_max_bond,cycle_start_total_elems,no_progress_unswap_cycles,absorb_score_mode,probe_left_score,probe_right_score,absorb_lookahead_depth,absorb_lookahead_depth_used,absorb_lookahead_candidates,absorb_lookahead_choice,absorb_lookahead_score,absorb_lookahead_time_s,max_bond,max_links,total_elems,total_shapes,total_links,num_tensors,iteration,side,parity,candidate_pairs,candidate_pairs_total,new_swaps,total_swaps,pair_lookahead_probes,pair_lookahead_candidates,pair_lookahead_current_score,pair_lookahead_best_score,alignment_score,route_proxy_weight,route_proxy_lookahead,route_proxy_rejected_swaps,route_proxy_added_swaps,alignment_weight,alignment_protect_gain,alignment_tie_loss,unswap_cycle,unswap_cycle_time_s,gates_consumed,total_work_gates,remaining_work_gates,cycle_gates_consumed,hit_max_bond,rewire_side,rewire_phase,rewire_time_s,sabre_trials,remaining_layers_before_rewire,parallel_rewire,adaptive_parallel_rewire,adaptive_parallel_rewire_probed,cycle_work_consumed_before_rewire,route_candidates,route_score,route_score_time_s,route_chosen_seed,route_rewire_time_s,rewire_wall_time_s
2.6641896660003113,absorbing,L,1,0,1353,1559,0,0,0,11,0,0,0.03804570800275542,0.027998791003483348,0.06604449900623877,0.06661329200142063,224,512,1,4,False,False,False,False,224,1,False,4096,0.002,,224,0,total_elems,224,512,1,1,,,,0.0,1,4,224,334,222,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7247463329986203,absorbing,R,1,1,1353,1559,0,0,0,12,0,0,0.029152832998079248,0.026055082998936996,0.055207915997016244,0.055872041994007304,520,512,4,4,False,False,False,False,512,4,False,4096,0.002,,224,0,total_elems,520,512,1,1,,,,0.0,4,4,512,406,222,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.784885040993686,absorbing,L,2,1,1353,1559,1,0,1,11,1,1,0.029617667009006254,0.027958250007941388,0.05757591701694764,0.05818024999462068,844,1168,4,4,False,False,False,False,844,4,False,4096,0.002,,224,0,total_elems,844,1168,1,1,,,,0.0,4,4,844,450,222,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.843747874998371,absorbing,R,2,2,1353,1559,1,1,2,10,1,2,0.02805762499338016,0.028288833011174574,0.056346458004554734,0.05693158300709911,1864,1456,16,4,False,False,False,False,1456,4,False,4096,0.002,,224,0,total_elems,1864,1456,1,1,,,,0.0,4,4,1456,504,222,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.137305957992794,absorbing,L,3,2,1353,1559,1,1,2,14,0,2,0.027953666998655535,0.2630651249928633,0.2910187919915188,0.2916179579915479,2464,2732,16,16,False,False,False,False,2464,16,False,4096,0.002,,224,0,total_elems,2464,2732,1,1,,,,0.0,16,4,2464,576,222,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.199497749999864,absorbing,R,3,3,1353,1559,1,1,2,13,0,2,0.03086795800481923,0.028703875010251068,0.0595718330150703,0.06029395799851045,5280,4316,16,16,False,False,False,False,4316,16,False,4096,0.002,,224,0,total_elems,5280,4316,1,1,,,,0.0,16,4,4316,700,222,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2679954579944024,absorbing,R,3,4,1353,1559,1,1,2,13,0,2,0.03265350000583567,0.032964625002932735,0.0656181250087684,0.06625958399672527,10116,9464,16,16,False,False,False,False,9464,16,False,4096,0.002,,224,0,total_elems,10116,9464,1,1,,,,0.0,16,4,9464,844,222,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.352998665999621,absorbing,R,3,5,1353,1559,1,1,2,13,0,2,0.041868917003739625,0.038175209003384225,0.08004412600712385,0.08112991700181738,26420,13496,64,16,False,False,False,False,13496,16,False,4096,0.002,,224,0,total_elems,26420,13496,1,1,,,,0.0,16,4,13496,988,222,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.454137582986732,absorbing,R,3,6,1353,1559,1,1,2,12,0,2,0.06433512500370853,0.033988791998126544,0.09832391700183507,0.09921404099441133,29108,17516,64,16,False,False,False,False,17516,16,False,4096,0.002,,224,0,total_elems,29108,17516,1,1,,,,0.0,16,4,17516,1102,222,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5340684999973746,absorbing,L,4,6,1353,1559,2,1,3,14,1,3,0.04052599999704398,0.036743000004207715,0.0772690000012517,0.07795441600319464,33200,36008,64,64,False,False,False,False,33200,64,False,4096,0.002,,224,0,total_elems,33200,36008,1,1,,,,0.0,64,4,33200,1360,222,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.6347564999887254,absorbing,R,4,7,1353,1559,2,1,3,12,0,3,0.05512666699360125,0.042611791999661364,0.09773845899326261,0.0983645410015015,62508,50120,64,64,False,False,False,False,50120,64,False,4096,0.002,,224,0,total_elems,62508,50120,1,1,,,,0.0,64,4,50120,1666,222,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.7575862079975195,absorbing,R,4,8,1353,1559,2,2,4,10,1,4,0.06672183399496134,0.05348645900085103,0.12020829299581237,0.12084916699677706,87492,85444,64,64,False,False,False,False,85444,64,False,4096,0.002,,224,0,total_elems,87492,85444,1,1,,,,0.0,64,4,85444,1968,222,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.941896624994115,absorbing,L,5,8,1353,1559,3,2,5,13,1,5,0.08498125000915024,0.09677816698967945,0.1817594169988297,0.1824110839952482,124352,225600,64,256,False,False,False,False,124352,64,False,4096,0.002,,224,0,total_elems,124352,225600,1,1,,,,0.0,64,4,124352,2254,222,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.173061665991554,absorbing,L,6,8,1353,1559,4,2,6,8,1,6,0.1158075419953093,0.1124843330035219,0.2282918749988312,0.2289101250062231,154672,271712,128,256,False,False,False,False,154672,128,False,4096,0.002,,224,0,total_elems,154672,271712,1,1,,,,0.0,128,4,154672,2488,222,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4655498749925755,absorbing,R,6,9,1353,1559,4,3,7,9,1,7,0.190345458991942,0.09958291599468794,0.28992837498662993,0.29062145900388714,357472,230320,256,128,False,False,False,False,230320,128,False,4096,0.002,,224,0,total_elems,357472,230320,1,1,,,,0.0,128,4,230320,2992,222,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.905288707988802,absorbing,R,6,10,1353,1559,4,4,8,9,1,8,0.2561626249953406,0.18107970799610484,0.43724233299144544,0.4378666659904411,451552,426400,256,256,False,False,False,False,426400,256,False,4096,0.002,,224,0,total_elems,451552,426400,1,1,,,,0.0,256,4,426400,3876,222,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6266968329873635,absorbing,L,7,10,1353,1559,5,4,9,5,1,9,0.3522810419963207,0.3662618330126861,0.7185428750090068,0.7193404169956921,721408,771104,256,256,False,False,False,False,721408,256,False,4096,0.002,,224,0,total_elems,721408,771104,1,1,,,,0.0,256,4,721408,4780,222,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.064330249995692,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,4,1180576,5052,222,56,0,both,0,28,28,7,7,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.2097589999903,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,4,501984,3564,222,56,0,both,1,27,27,13,20,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.042951999988873,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,4,365652,2896,222,56,0,left,0,28,28,10,30,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.656352749996586,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,4,234380,2384,222,56,0,left,1,27,27,11,41,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.050234332986292,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,4,188892,1998,222,56,0,right,0,28,28,10,51,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.34331766598916,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,4,179780,1876,222,56,0,right,1,27,27,6,57,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.266845207996084,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,4,94932,1520,222,56,1,both,0,28,28,7,7,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.574071582988836,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,19892,992,222,56,1,both,1,27,27,9,16,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.6473516249971,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,9656,772,222,56,1,left,0,28,28,10,26,,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.710452499988605,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,7640,732,222,56,1,left,1,27,27,4,30,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.771611957999994,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,4884,640,222,56,1,right,0,28,28,6,36,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.825638165988494,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,4728,628,222,56,1,right,1,27,27,2,38,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.92601370799821,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,4352,608,222,56,2,both,0,28,28,4,4,,,,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0283148749877,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,1856,510,222,56,2,both,1,27,27,10,14,,,,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.078964832995553,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,1448,482,222,56,2,left,0,28,28,2,16,,,,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.12922424999124,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1352,470,222,56,2,left,1,27,27,1,17,,,,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.180692999987514,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1124,452,222,56,2,right,0,28,28,3,20,,,,,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.231781750000664,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1064,446,222,56,2,right,1,27,27,1,21,,,,,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.389034874999197,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,836,418,222,56,3,both,0,28,28,8,8,,,,,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.47820800000045,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,632,396,222,56,3,both,1,27,27,5,13,,,,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.499056415996165,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,632,396,222,56,3,left,0,28,28,0,13,,,,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.548610040990752,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,608,390,222,56,3,left,1,27,27,1,14,,,,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.602233415993396,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,508,380,222,56,3,right,0,28,28,2,16,,,,,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.62334741599625,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,508,380,222,56,3,right,1,27,27,0,16,,,,,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.71269799998845,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,364,364,222,56,4,both,0,28,28,4,4,,,,,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.75248641599319,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,364,364,222,56,4,both,1,27,27,0,4,,,,,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.773630915995454,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,364,364,222,56,4,left,0,28,28,0,4,,,,,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.822496415989008,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,316,354,222,56,4,left,1,27,27,2,6,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.843509540995,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,316,354,222,56,4,right,0,28,28,0,6,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.86444720799045,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,316,354,222,56,4,right,1,27,27,0,6,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.952996832987992,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,304,352,222,56,5,both,0,28,28,1,1,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.992295082993223,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,304,352,222,56,5,both,1,27,27,0,1,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.013120999996318,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,304,352,222,56,5,left,0,28,28,0,1,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.03346849999798,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,304,352,222,56,5,left,1,27,27,0,1,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0543744579918,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,304,352,222,56,5,right,0,28,28,0,1,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.07481612499396,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,304,352,222,56,5,right,1,27,27,0,1,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.114079790990218,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,304,352,222,56,6,both,0,28,28,0,0,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.15182816599554,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,304,352,222,56,6,both,1,27,27,0,0,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.172655582995503,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,304,352,222,56,6,left,0,28,28,0,0,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.192547040991485,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,304,352,222,56,6,left,1,27,27,0,0,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.21250416598923,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,304,352,222,56,6,right,0,28,28,0,0,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.232155165998847,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,304,352,222,56,6,right,1,27,27,0,0,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.233527040996705,unswap_cycle_summary,,,,,,5,4,9,,,,,,,,,,,,,,,,,,,4096,0.002,,,,,,,,,,,,,2,4,304,352,222,56,,,,,,,,,,,,,,,,,,,,1,14.622642457994516,9,1885,1876,9,False,,,,,,,,,,,,,,,
