time,stage,rewire_side,rewire_phase,rewire_time_s,remaining_layers_before_rewire,parallel_rewire,adaptive_parallel_rewire,absorb_side,it_left,it_right,layers_left,layers_right,u_consumed_total_left,u_consumed_total_right,u_consumed_total,swap_consumed,u_consumed,u_consumed_after_unswap,probe_left_time_s,probe_right_time_s,probe_total_time_s,probe_wall_time_s,probe_left_total_elems,probe_right_total_elems,probe_left_max_bond,probe_right_max_bond,probe_left_hit_max_bond,probe_right_hit_max_bond,probe_left_over_unswap_threshold,probe_right_over_unswap_threshold,selected_total_elems,selected_max_bond,selected_hit_max_bond,compression_max_bond_limit,compression_cutoff,unswap_trigger_max_bond,cycle_start_total_elems,no_progress_unswap_cycles,absorb_score_mode,probe_left_score,probe_right_score,absorb_lookahead_depth,absorb_lookahead_depth_used,absorb_lookahead_candidates,absorb_lookahead_choice,absorb_lookahead_score,absorb_lookahead_time_s,max_bond,max_links,total_elems,total_shapes,total_links,num_tensors,iteration,side,parity,candidate_pairs,candidate_pairs_total,new_swaps,total_swaps,pair_lookahead_probes,pair_lookahead_candidates,pair_lookahead_current_score,pair_lookahead_best_score,alignment_score,route_proxy_weight,route_proxy_lookahead,route_proxy_rejected_swaps,route_proxy_added_swaps,alignment_weight,alignment_protect_gain,alignment_tie_loss,unswap_cycle,unswap_cycle_time_s,gates_consumed,total_work_gates,remaining_work_gates,cycle_gates_consumed,hit_max_bond,sabre_trials,adaptive_parallel_rewire_probed,cycle_work_consumed_before_rewire,route_candidates,route_score,route_score_lookahead,parallel_route_candidates,route_candidate_workers,route_chosen_seed,route_score_value,route_score_time_s,route_rewire_time_s,route_candidate_scores,route_total_time_s,rewire_wall_time_s,termination_reason,termination_detail,stall_mode,abort_after_no_progress_unswap_cycles,initial_rewire_time_s,initial_rewire_wall_time_s,post_unswap_rewire_time_s,post_unswap_rewire_wall_time_s,absorb_probe_time_s,absorb_probe_wall_time_s,unswap_time_s,accounted_time_s,accounted_wall_time_s
0.24196366703836247,rewiring,left,initial,0.19969650002894923,256,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4382049580453895,rewiring,right,initial,0.19608383398735896,247,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4926505420007743,absorbing,,,,,,,L,1,0,254,245,4,0,4,3,4,4,0.028080708987545222,0.015396833012346178,0.0434775419998914,0.043805958004668355,256,280,4,4,False,False,False,False,256,4,False,512,0.0006,,160,0,total_elems,256,280,1,1,,,,0.0,4,4,256,262,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5292739170254208,absorbing,,,,,,,R,1,1,254,245,4,0,4,5,0,4,0.0188579999958165,0.015409000043291599,0.0342670000391081,0.03461349999997765,448,388,4,4,False,False,False,False,388,4,False,512,0.0006,,160,0,total_elems,448,388,1,1,,,,0.0,4,4,388,286,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.564368250023108,absorbing,,,,,,,R,1,2,254,245,4,0,4,4,0,4,0.01742266700603068,0.015154207998421043,0.03257687500445172,0.032953209010884166,652,568,4,4,False,False,False,False,568,4,False,512,0.0006,,160,0,total_elems,652,568,1,1,,,,0.0,4,4,568,304,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6017276250058785,absorbing,,,,,,,L,2,2,254,245,6,0,6,5,2,6,0.017980416014324874,0.016524292004760355,0.03450470801908523,0.034886165987700224,772,1456,4,16,False,False,False,False,772,4,False,512,0.0006,,160,0,total_elems,772,1456,1,1,,,,0.0,4,4,772,328,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6412788750021718,absorbing,,,,,,,L,3,2,254,245,10,0,10,4,4,10,0.01998712500790134,0.01678879198152572,0.03677591698942706,0.03712958301184699,1108,1660,4,16,False,False,False,False,1108,4,False,512,0.0006,,160,0,total_elems,1108,1660,1,1,,,,0.0,4,4,1108,358,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.678359083016403,absorbing,,,,,,,L,4,2,254,245,12,0,12,5,2,12,0.018071833008434623,0.01611358398804441,0.034185416996479034,0.034528667049016804,1672,1996,16,16,False,False,False,False,1672,16,False,512,0.0006,,160,0,total_elems,1672,1996,1,1,,,,0.0,16,4,1672,400,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7154314170475118,absorbing,,,,,,,R,4,3,254,245,12,0,12,4,0,12,0.01892379199853167,0.015322041988838464,0.03424583398737013,0.03459820902207866,3592,3136,16,16,False,False,False,False,3136,16,False,512,0.0006,,160,0,total_elems,3592,3136,1,1,,,,0.0,16,4,3136,460,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7575988750322722,absorbing,,,,,,,L,5,3,254,245,15,0,15,6,3,15,0.020485332992393523,0.01887170795816928,0.039357040950562805,0.039726291957776994,5056,5176,16,16,False,False,False,False,5056,16,False,512,0.0006,,160,0,total_elems,5056,5176,1,1,,,,0.0,16,4,5056,544,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
