time,stage,absorb_side,it_left,it_right,layers_left,layers_right,u_consumed_total_left,u_consumed_total_right,u_consumed_total,swap_consumed,u_consumed,u_consumed_after_unswap,probe_left_time_s,probe_right_time_s,probe_total_time_s,probe_wall_time_s,probe_left_total_elems,probe_right_total_elems,probe_left_max_bond,probe_right_max_bond,probe_left_hit_max_bond,probe_right_hit_max_bond,probe_left_over_unswap_threshold,probe_right_over_unswap_threshold,selected_total_elems,selected_max_bond,selected_hit_max_bond,compression_max_bond_limit,compression_cutoff,unswap_trigger_max_bond,cycle_start_total_elems,no_progress_unswap_cycles,absorb_score_mode,probe_left_score,probe_right_score,absorb_lookahead_depth,absorb_lookahead_depth_used,absorb_lookahead_candidates,absorb_lookahead_choice,absorb_lookahead_score,absorb_lookahead_time_s,max_bond,max_links,total_elems,total_shapes,total_links,num_tensors,iteration,side,parity,candidate_pairs,candidate_pairs_total,new_swaps,total_swaps,pair_lookahead_probes,pair_lookahead_candidates,pair_lookahead_current_score,pair_lookahead_best_score,alignment_score,route_proxy_weight,route_proxy_lookahead,route_proxy_rejected_swaps,route_proxy_added_swaps,alignment_weight,alignment_protect_gain,alignment_tie_loss,unswap_cycle,unswap_cycle_time_s,gates_consumed,total_work_gates,remaining_work_gates,cycle_gates_consumed,hit_max_bond,rewire_side,rewire_phase,rewire_time_s,sabre_trials,remaining_layers_before_rewire,parallel_rewire,adaptive_parallel_rewire,adaptive_parallel_rewire_probed,cycle_work_consumed_before_rewire,route_candidates,route_score,route_score_time_s,route_chosen_seed,route_rewire_time_s,rewire_wall_time_s
3.3295087500009686,absorbing,L,1,0,1655,1866,2,0,2,12,2,2,0.04208975000074133,0.02939879201585427,0.0714885420165956,0.07207333302358165,264,448,2,4,False,False,False,False,264,2,False,128,0.005,,248,0,total_elems,264,448,1,1,,,,0.0,2,4,264,374,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3923494159826078,absorbing,R,1,1,1655,1866,2,1,3,8,1,3,0.029613582999445498,0.029355125036090612,0.05896870803553611,0.059573707985691726,572,464,4,4,False,False,False,False,464,4,False,128,0.005,,248,0,total_elems,572,464,1,1,,,,0.0,4,4,464,424,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.4560077500063926,absorbing,L,2,1,1655,1866,3,1,4,16,1,4,0.03053616697434336,0.02865324995946139,0.05918941693380475,0.05979820899665356,656,956,4,4,False,False,False,False,656,4,False,128,0.005,,248,0,total_elems,656,956,1,1,,,,0.0,4,4,656,460,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.520553749985993,absorbing,R,2,2,1655,1866,3,1,4,8,0,4,0.032226459006778896,0.02842858398798853,0.06065504299476743,0.06123445800039917,1660,1112,4,4,False,False,False,False,1112,4,False,128,0.005,,248,0,total_elems,1660,1112,1,1,,,,0.0,4,4,1112,502,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5867122499621473,absorbing,R,2,3,1655,1866,3,2,5,6,1,5,0.03204279101919383,0.029590999998617917,0.061633791017811745,0.062306915991939604,2524,1936,16,16,False,False,False,False,1936,16,False,128,0.005,,248,0,total_elems,2524,1936,1,1,,,,0.0,16,4,1936,558,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.654146082990337,absorbing,R,2,4,1655,1866,3,2,5,8,0,5,0.033312040963210166,0.029427208995912224,0.06273924995912239,0.06348733301274478,4752,4432,16,16,False,False,False,False,4432,16,False,128,0.005,,248,0,total_elems,4752,4432,1,1,,,,0.0,16,4,4432,672,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.7233068329514936,absorbing,L,3,4,1655,1866,5,2,7,17,2,7,0.03396308299852535,0.030516083003021777,0.06447916600154713,0.06515508296433836,8052,9780,16,16,False,False,False,False,8052,16,False,128,0.005,,248,0,total_elems,8052,9780,1,1,,,,0.0,16,4,8052,776,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8067225409904495,absorbing,R,3,5,1655,1866,5,2,7,10,0,7,0.04456158401444554,0.03382879198761657,0.07839037600206211,0.07905970799038187,32808,23036,64,64,False,False,False,False,23036,64,False,128,0.005,,248,0,total_elems,32808,23036,1,1,,,,0.0,64,4,23036,1078,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.9321174999931827,absorbing,R,3,6,1655,1866,5,2,7,10,0,7,0.0706866669934243,0.05000699998345226,0.12069366697687656,0.12140141596319154,104656,80444,128,64,True,False,False,False,80444,64,False,128,0.005,,248,0,total_elems,104656,80444,1,1,,,,0.0,64,4,80444,1414,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.216207332967315,absorbing,R,3,7,1655,1866,5,2,7,9,0,7,0.17393795802490786,0.10543637495720759,0.27937433298211545,0.28010466700652614,165968,163424,128,128,True,True,False,False,163424,128,True,128,0.005,,248,0,total_elems,165968,163424,1,1,,,,0.0,128,4,163424,1840,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
