time,stage,rewire_side,rewire_phase,rewire_time_s,remaining_layers_before_rewire,parallel_rewire,adaptive_parallel_rewire,absorb_side,it_left,it_right,layers_left,layers_right,u_consumed_total_left,u_consumed_total_right,u_consumed_total,swap_consumed,u_consumed,u_consumed_after_unswap,probe_left_time_s,probe_right_time_s,probe_total_time_s,probe_wall_time_s,probe_left_total_elems,probe_right_total_elems,probe_left_max_bond,probe_right_max_bond,probe_left_hit_max_bond,probe_right_hit_max_bond,probe_left_over_unswap_threshold,probe_right_over_unswap_threshold,selected_total_elems,selected_max_bond,selected_hit_max_bond,compression_max_bond_limit,compression_cutoff,unswap_trigger_max_bond,cycle_start_total_elems,no_progress_unswap_cycles,absorb_score_mode,probe_left_score,probe_right_score,absorb_lookahead_depth,absorb_lookahead_depth_used,absorb_lookahead_candidates,absorb_lookahead_choice,absorb_lookahead_score,absorb_lookahead_time_s,max_bond,max_links,total_elems,total_shapes,total_links,num_tensors,iteration,side,parity,candidate_pairs,candidate_pairs_total,new_swaps,total_swaps,pair_lookahead_probes,pair_lookahead_candidates,pair_lookahead_current_score,pair_lookahead_best_score,alignment_score,route_proxy_weight,route_proxy_lookahead,route_proxy_rejected_swaps,route_proxy_added_swaps,alignment_weight,alignment_protect_gain,alignment_tie_loss,unswap_cycle,unswap_cycle_time_s,gates_consumed,total_work_gates,remaining_work_gates,cycle_gates_consumed,hit_max_bond,sabre_trials,adaptive_parallel_rewire_probed,cycle_work_consumed_before_rewire,route_candidates,route_score,route_score_lookahead,parallel_route_candidates,route_candidate_workers,route_chosen_seed,route_score_value,route_score_time_s,route_rewire_time_s,route_candidate_scores,route_total_time_s,rewire_wall_time_s,termination_reason,termination_detail,abort_after_no_progress_unswap_cycles,initial_rewire_time_s,initial_rewire_wall_time_s,post_unswap_rewire_time_s,post_unswap_rewire_wall_time_s,absorb_probe_time_s,absorb_probe_wall_time_s,unswap_time_s,accounted_time_s,accounted_wall_time_s
0.5386072089895606,rewiring,left,initial,0.44906233297660947,619,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.903489249991253,rewiring,right,initial,0.3646607089904137,551,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9776869170018472,absorbing,,,,,,,L,1,0,617,549,0,0,0,10,0,0,0.03255720803281292,0.026965416967868805,0.05952262500068173,0.06003149994648993,176,376,1,4,False,False,False,False,176,1,False,512,0.0006,,176,0,total_elems,176,376,1,1,,,,0.0,1,4,176,262,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0331279590027407,absorbing,,,,,,,R,1,1,617,549,0,2,2,7,2,2,0.026351124979555607,0.025436249969061464,0.05178737494861707,0.052307666977867484,532,376,4,4,False,False,False,False,376,4,False,512,0.0006,,176,0,total_elems,532,376,1,1,,,,0.0,4,4,376,312,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0843439170275815,absorbing,,,,,,,R,1,2,617,549,0,2,2,8,0,2,0.02468441700330004,0.023085332999471575,0.047769750002771616,0.04829162504756823,960,868,4,4,False,False,False,False,868,4,False,512,0.0006,,176,0,total_elems,960,868,1,1,,,,0.0,4,4,868,360,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.139857625006698,absorbing,,,,,,,L,2,2,617,549,2,2,4,8,2,4,0.02687345800222829,0.02509937499416992,0.05197283299639821,0.052524082944728434,1500,1980,8,16,False,False,False,False,1500,8,False,512,0.0006,,176,0,total_elems,1500,1980,1,1,,,,0.0,8,4,1500,422,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1928063749801368,absorbing,,,,,,,L,3,2,617,549,2,2,4,10,0,4,0.02370008296566084,0.025587332958821207,0.04928741592448205,0.0498303750064224,2184,2744,16,16,False,False,False,False,2184,16,False,512,0.0006,,176,0,total_elems,2184,2744,1,1,,,,0.0,16,4,2184,476,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2446646250318736,absorbing,,,,,,,R,3,3,617,549,2,3,5,10,1,5,0.023387665976770222,0.024965207965578884,0.048352873942349106,0.048821916978340596,5004,3436,16,16,False,False,False,False,3436,16,False,512,0.0006,,176,0,total_elems,5004,3436,1,1,,,,0.0,16,4,3436,546,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2984362919814885,absorbing,,,,,,,L,4,3,617,549,2,3,5,10,0,5,0.023059665982145816,0.026663541968446225,0.04972320795059204,0.05033737502526492,6568,7948,16,16,False,False,False,False,6568,16,False,512,0.0006,,176,0,total_elems,6568,7948,1,1,,,,0.0,16,4,6568,644,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3591187089914456,absorbing,,,,,,,R,4,4,617,549,2,4,6,9,1,6,0.02643120801076293,0.03000787500059232,0.05643908301135525,0.05711545801023021,15496,14728,64,43,False,False,False,False,14728,43,False,512,0.0006,,176,0,total_elems,15496,14728,1,1,,,,0.0,43,4,14728,864,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4433723340043798,absorbing,,,,,,,L,5,4,617,549,2,4,6,10,0,6,0.03793241595849395,0.041182124987244606,0.07911454094573855,0.07969254202907905,27368,28516,64,64,False,False,False,False,27368,64,False,512,0.0006,,176,0,total_elems,27368,28516,1,1,,,,0.0,64,4,27368,1008,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.543857000011485,absorbing,,,,,,,R,5,5,617,549,2,6,8,7,2,8,0.05077420896850526,0.045340957993175834,0.0961151669616811,0.09672262496314943,60328,49956,64,64,False,False,False,False,49956,64,False,512,0.0006,,176,0,total_elems,60328,49956,1,1,,,,0.0,64,4,49956,1358,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7372115420293994,absorbing,,,,,,,R,5,6,617,549,2,6,8,10,0,8,0.09886000002734363,0.08983733301283792,0.18869733304018155,0.18926866695983335,116580,108864,64,64,False,False,False,False,108864,64,False,512,0.0006,,176,0,total_elems,116580,108864,1,1,,,,0.0,64,4,108864,1714,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0607243339763954,absorbing,,,,,,,R,5,7,617,549,2,6,8,11,0,8,0.17341133300215006,0.14548774994909763,0.3188990829512477,0.31952999997884035,298304,229984,256,256,False,False,False,False,229984,256,False,512,0.0006,,176,0,total_elems,298304,229984,1,1,,,,0.0,256,4,229984,2370,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.612570917000994,absorbing,,,,,,,R,5,8,617,549,2,6,8,8,0,8,0.38973333296598867,0.15707966696936637,0.546812999935355,0.5476686669862829,655840,254880,256,256,False,False,True,False,254880,256,False,512,0.0006,,176,0,total_elems,655840,254880,1,1,,,,0.0,256,4,254880,2492,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2367889169836417,absorbing,,,,,,,R,5,9,617,549,2,6,8,8,0,8,0.4178777080378495,0.20168979204026982,0.6195675000781193,0.6204101659823209,740344,365664,256,256,False,False,True,False,365664,256,False,512,0.0006,,176,0,total_elems,740344,365664,1,1,,,,0.0,256,4,365664,3098,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.098145500000101,absorbing,,,,,,,R,5,10,617,549,2,7,9,6,1,9,0.6009326669736765,0.25538920902181417,0.8563218759954907,0.8573689589975402,981856,418272,256,256,False,False,True,False,418272,256,False,512,0.0006,,176,0,total_elems,981856,418272,1,1,,,,0.0,256,4,418272,3404,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.026198124978691,absorbing,,,,,,,R,5,11,617,549,2,7,9,6,0,9,0.6613575840019621,0.2620204160339199,0.923378000035882,0.9245086250011809,970848,474784,256,256,False,False,True,False,474784,256,False,512,0.0006,,176,0,total_elems,970848,474784,1,1,,,,0.0,256,4,474784,3780,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.991426874999888,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,4,708000,3816,174,44,0,both,0,22,22,5,5,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.050701250031125,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,4,298656,2580,174,44,0,both,1,21,21,9,14,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.77103583398275,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,4,103592,1720,174,44,0,left,0,22,22,12,26,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
