time,stage,rewire_side,rewire_phase,rewire_time_s,remaining_layers_before_rewire,parallel_rewire,adaptive_parallel_rewire,absorb_side,it_left,it_right,layers_left,layers_right,u_consumed_total_left,u_consumed_total_right,u_consumed_total,swap_consumed,u_consumed,u_consumed_after_unswap,probe_left_time_s,probe_right_time_s,probe_total_time_s,probe_wall_time_s,probe_left_total_elems,probe_right_total_elems,probe_left_max_bond,probe_right_max_bond,probe_left_hit_max_bond,probe_right_hit_max_bond,probe_left_over_unswap_threshold,probe_right_over_unswap_threshold,selected_total_elems,selected_max_bond,selected_hit_max_bond,compression_max_bond_limit,compression_cutoff,unswap_trigger_max_bond,cycle_start_total_elems,no_progress_unswap_cycles,absorb_score_mode,probe_left_score,probe_right_score,absorb_lookahead_depth,absorb_lookahead_depth_used,absorb_lookahead_candidates,absorb_lookahead_choice,absorb_lookahead_score,absorb_lookahead_time_s,late_gate_beam_plan_id,late_gate_beam_preferred_side,late_gate_beam_plan_remaining,max_bond,max_links,total_elems,total_shapes,total_links,num_tensors,iteration,side,parity,candidate_pairs,candidate_pairs_total,new_swaps,total_swaps,pair_lookahead_probes,pair_lookahead_candidates,pair_lookahead_current_score,pair_lookahead_best_score,alignment_score,route_proxy_weight,route_proxy_lookahead,route_proxy_rejected_swaps,route_proxy_added_swaps,alignment_weight,alignment_protect_gain,alignment_tie_loss,unswap_cycle,unswap_cycle_time_s,gates_consumed,total_work_gates,remaining_work_gates,cycle_gates_consumed,hit_max_bond,sabre_trials,adaptive_parallel_rewire_probed,cycle_work_consumed_before_rewire,route_candidates,route_score,route_score_lookahead,parallel_route_candidates,route_candidate_workers,route_chosen_seed,route_score_value,route_score_time_s,route_rewire_time_s,route_candidate_scores,route_total_time_s,rewire_wall_time_s,termination_reason,termination_detail,stall_mode,abort_after_no_progress_unswap_cycles,initial_rewire_time_s,initial_rewire_wall_time_s,post_unswap_rewire_time_s,post_unswap_rewire_wall_time_s,absorb_probe_time_s,absorb_probe_wall_time_s,unswap_time_s,accounted_time_s,accounted_wall_time_s
0.19967720797285438,rewiring,left,initial,0.15759737498592585,256,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.35249595798086375,rewiring,right,initial,0.15266120800515637,247,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.40864649997092783,absorbing,,,,,,,L,1,0,254,245,4,0,4,3,4,4,0.028334542002994567,0.015669708023779094,0.04400425002677366,0.04439141700277105,256,280,4,4,False,False,False,False,256,4,False,512,0.0006,,160,0,total_elems,256,280,1,1,,,,0.0,,,,4,4,256,262,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.44611187500413507,absorbing,,,,,,,R,1,1,254,245,4,0,4,5,0,4,0.01856145798228681,0.01644083298742771,0.03500229096971452,0.0353616249631159,448,388,4,4,False,False,False,False,388,4,False,512,0.0006,,160,0,total_elems,448,388,1,1,,,,0.0,,,,4,4,388,286,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4828493749955669,absorbing,,,,,,,R,1,2,254,245,4,0,4,4,0,4,0.018398959015030414,0.01566029101377353,0.034059250028803945,0.03440987499197945,652,568,4,4,False,False,False,False,568,4,False,512,0.0006,,160,0,total_elems,652,568,1,1,,,,0.0,,,,4,4,568,304,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5189668329549022,absorbing,,,,,,,L,2,2,254,245,6,0,6,5,2,6,0.01843912503682077,0.014954791986383498,0.03339391702320427,0.03374133299803361,772,1456,4,16,False,False,False,False,772,4,False,512,0.0006,,160,0,total_elems,772,1456,1,1,,,,0.0,,,,4,4,772,328,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5593412079615518,absorbing,,,,,,,L,3,2,254,245,10,0,10,4,4,10,0.021143124962691218,0.016240499971900135,0.03738362493459135,0.03778808400966227,1108,1660,4,16,False,False,False,False,1108,4,False,512,0.0006,,160,0,total_elems,1108,1660,1,1,,,,0.0,,,,4,4,1108,358,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5968387079774402,absorbing,,,,,,,L,4,2,254,245,12,0,12,5,2,12,0.01896145800128579,0.01587841601576656,0.03483987401705235,0.03523316601058468,1672,1996,16,16,False,False,False,False,1672,16,False,512,0.0006,,160,0,total_elems,1672,1996,1,1,,,,0.0,,,,16,4,1672,400,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.637072374986019,absorbing,,,,,,,R,4,3,254,245,12,0,12,4,0,12,0.020783083979040384,0.01629358297213912,0.037076666951179504,0.037484166969079524,3592,3136,16,16,False,False,False,False,3136,16,False,512,0.0006,,160,0,total_elems,3592,3136,1,1,,,,0.0,,,,16,4,3136,460,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6803099579992704,absorbing,,,,,,,L,5,3,254,245,15,0,15,6,3,15,0.021150958025828004,0.019109875021968037,0.04026083304779604,0.04061170801287517,5056,5176,16,16,False,False,False,False,5056,16,False,512,0.0006,,160,0,total_elems,5056,5176,1,1,,,,0.0,,,,16,4,5056,544,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
