time,stage,rewire_side,rewire_phase,rewire_time_s,remaining_layers_before_rewire,parallel_rewire,adaptive_parallel_rewire,absorb_side,it_left,it_right,layers_left,layers_right,u_consumed_total_left,u_consumed_total_right,u_consumed_total,swap_consumed,u_consumed,u_consumed_after_unswap,probe_left_time_s,probe_right_time_s,probe_total_time_s,probe_wall_time_s,probe_left_total_elems,probe_right_total_elems,probe_left_max_bond,probe_right_max_bond,probe_left_hit_max_bond,probe_right_hit_max_bond,probe_left_over_unswap_threshold,probe_right_over_unswap_threshold,selected_total_elems,selected_max_bond,selected_hit_max_bond,compression_max_bond_limit,compression_cutoff,unswap_trigger_max_bond,cycle_start_total_elems,no_progress_unswap_cycles,absorb_score_mode,probe_left_score,probe_right_score,absorb_lookahead_depth,absorb_lookahead_depth_used,absorb_lookahead_candidates,absorb_lookahead_choice,absorb_lookahead_score,absorb_lookahead_time_s,max_bond,max_links,total_elems,total_shapes,total_links,num_tensors,iteration,side,parity,candidate_pairs,candidate_pairs_total,new_swaps,total_swaps,pair_lookahead_probes,pair_lookahead_candidates,pair_lookahead_current_score,pair_lookahead_best_score,alignment_score,route_proxy_weight,route_proxy_lookahead,route_proxy_rejected_swaps,route_proxy_added_swaps,alignment_weight,alignment_protect_gain,alignment_tie_loss,unswap_cycle,unswap_cycle_time_s,gates_consumed,total_work_gates,remaining_work_gates,cycle_gates_consumed,hit_max_bond,sabre_trials,adaptive_parallel_rewire_probed,cycle_work_consumed_before_rewire,route_candidates,route_score,route_score_lookahead,parallel_route_candidates,route_candidate_workers,route_chosen_seed,route_score_value,route_score_time_s,route_rewire_time_s,route_candidate_scores,route_total_time_s,rewire_wall_time_s,termination_reason,termination_detail,stall_mode,abort_after_no_progress_unswap_cycles,initial_rewire_time_s,initial_rewire_wall_time_s,post_unswap_rewire_time_s,post_unswap_rewire_wall_time_s,absorb_probe_time_s,absorb_probe_wall_time_s,unswap_time_s,accounted_time_s,accounted_wall_time_s
0.23125520901521668,rewiring,left,initial,0.17856800003210083,239,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4216381250298582,rewiring,right,initial,0.19015849998686463,249,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4920124590280466,absorbing,,,,,,,L,1,0,237,247,4,0,4,5,4,4,0.03526454098755494,0.020535458985250443,0.05579999997280538,0.05619395797839388,256,280,4,4,False,False,False,False,256,4,False,512,0.0006,,160,0,total_elems,256,280,1,1,,,,0.0,4,4,256,262,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5418217920232564,absorbing,,,,,,,R,1,1,237,247,4,0,4,5,0,4,0.02582841704133898,0.020824542036280036,0.046652959077619016,0.04713566700229421,592,388,4,4,False,False,False,False,388,4,False,512,0.0006,,160,0,total_elems,592,388,1,1,,,,0.0,4,4,388,286,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5924755840096623,absorbing,,,,,,,R,1,2,237,247,4,0,4,5,0,4,0.025307000032626092,0.022052708955015987,0.04735970898764208,0.04784729197854176,796,628,4,4,False,False,False,False,628,4,False,512,0.0006,,160,0,total_elems,796,628,1,1,,,,0.0,4,4,628,310,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.642038166988641,absorbing,,,,,,,L,2,2,237,247,7,0,7,4,3,7,0.024830500013194978,0.021214916952885687,0.046045416966080666,0.04651962500065565,976,1516,4,16,False,False,False,False,976,4,False,512,0.0006,,160,0,total_elems,976,1516,1,1,,,,0.0,4,4,976,352,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.692596709006466,absorbing,,,,,,,L,3,2,237,247,10,0,10,5,3,10,0.026329874992370605,0.020729083043988794,0.0470589580363594,0.04755062499316409,1192,1900,4,16,False,False,False,False,1192,4,False,512,0.0006,,160,0,total_elems,1192,1900,1,1,,,,0.0,4,4,1192,370,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7394999170210212,absorbing,,,,,,,L,4,2,237,247,12,0,12,6,2,12,0.02331829199101776,0.02035129099385813,0.04366958298487589,0.044116040982771665,1696,2116,16,16,False,False,False,False,1696,16,False,512,0.0006,,160,0,total_elems,1696,2116,1,1,,,,0.0,16,4,1696,406,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7906948340241797,absorbing,,,,,,,R,4,3,237,247,12,0,12,4,0,12,0.025817541987635195,0.021885540976654738,0.04770308296428993,0.04817762499442324,3616,3196,16,16,False,False,False,False,3196,16,False,512,0.0006,,160,0,total_elems,3616,3196,1,1,,,,0.0,16,4,3196,466,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8461845419951715,absorbing,,,,,,,L,5,3,237,247,15,0,15,6,3,15,0.02698520803824067,0.0248487499775365,0.05183395801577717,0.052342541981488466,5116,5176,16,16,False,False,False,False,5116,16,False,512,0.0006,,160,0,total_elems,5116,5176,1,1,,,,0.0,16,4,5116,550,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
