raw	permuted
11011010111110110001110111000010010111011001111100111001101111	11111100011101000101100111111010100101110111100100111101110101
11011000111101110001110111001010010111001001011100101101101110	11111100111111000101100111111010001100010111000100110100110101
10111010111011111001110111001000111111111101111100110001101011	11111000111111000101110101111011110001111111110001111101110001
01011010100111110001110110100000010110010101011000101001101001	11011110101001000001100011111001000001110110100000111000110101
01101001110111110011110110000010010111111001011000100001001110	11011100101101000001000101011010000101011110001111111100110101
01011000110101110001110111101000111111011101110100101001101011	11011110111111000001100111111011010001110111010000100101110101
10101000101011010001110111000000010111010101111000101001100100	11110000101001000101100111011001000101010111000001111001010001
11101000111111110011110110011010011111010101110000100101100111	11111100101111000101100101011001001101110110010111101101010111
11011010111111110101110110100000010111010101111100101000100011	11111110111101000101100111111001000001100110100000111101011101
11101010111111110001110011000000011110011101011010101001101111	11111100101101100101100011011011000101110011110001111100110101
11101000111111110001111111000010010111011101111100111001100101	11111100111001000111100111011011100101110111000101111101010101
11011100111111110011110011000000011110111001111100101101100111	11111100111101010101100011111010001101111011010010111101010101
11101000111100110001111111000010011111110101010100111001101111	11111100011101000111100111011001100101111111010101100100110101
11101110111101110001110111100000011110011101110100101001100000	11111110111001010101100011011011000001010111110001100101010101
11011010111111110001110110000000010111011001111000101001100000	11111100101001000101100111111010000001010110100000111101010101
11101000111111110001110111101000010111010101111010101010101111	11111110101111100101100111011001000101100111000001111111110101
11011100111111100001110111010000111101011001010010101101101111	11111100100100110101100111111010011101110111010000101100110111
10101000111000110101110110100010011011011101111100101001101111	11111010011101000101100111011011000101110110010101110101101001
10101010111101110001110111000000010111001101111100101011101000	11111000111001000101100111011011000000010111100001110111110101
01011000111111110001110111001010011111000101011010101001101011	11111100101111100001100111111001000000110111010100111100110101
01011110100111111001110111000000010111011001111010101000100111	11011100101101110001110111111010000101100111100000111001010101
01011010101111010001110110001010010111011101011000101001100011	11110100101111000001100111111011000001110110100100111000010101
10101000101011110001110111001010011110010001110110101001101111	11111000111111100101100011011000000101110111010101101001110001
10101010111111110011110011001000011111011111101100101001100001	11111000111011000101100111010011000011110011110011111101010101
11101010111111110101110011101010010111011001111000111001101111	11111110101111000101100111011010100101110011100101111101111101
10101000111111110001110011100010010110011001011100101001101100	11111010111001000101100011011010000101010011000101111100110101
10101010011111110001110011100010010111011101110100101011100111	11101010111101000101100111011011000101110011100101101111010101
10111010111111110001110111000100011111011101111100101111100000	11111001111001000101100111111011001001010111110001111111010101
01101000111110110001110111001000010111011001011100101101101001	11111100011011000001100111011010001001110111000001111100110101
11010010101111110011110111100010010111011001111100101001101100	11111110111001000101100111111010000101010111100110111001110100
11111001101111110011110111100000010111010111011100111101101010	11111110111101000101100111111001101011010111001011111000110101
10101000111111110001110111000010010111011001010010100000101111	11111000101101100101100101011010000101100111000101101100110101
01101000111110110001110111000000010111010101011000101001101011	11111100001101000001100111011001000001110111000001111100110101
11101000111111110011110011001010010110010101011000101101101111	11111100101111000101100011011001001101110011000111111100110101
11011000111111110001110110000010010111001001111100111001100011	11111100111101000101100111111010100000110110000100111101010101
11101001111111110001110111000010010111000001011100101001000001	11111100111001000101000111011000000000110111001101111100010101
01101010111111110001110110100110011111011111111100101101101111	11111111111101000001100111011011001111110110110101111101110101
01101010111011110001110110000000111111011101110100111001101111	11111100111101000001100111011011110101110110110001101101110001
01101010101111110001110011000000011111011101111000111001101111	11111100101101000001100111011011100101110011110001111001110101
11101010111011110001110011001010010111010111110000100000101100	11111100101011000101100101011001000111000011100101101101110001
01101000111101110001110111000000011111011001111110111001101111	11111100111101100001100111011010100101110111010001110101110101
11101000111111110001110110011010010111101001111000101001101011	11111100101111000101100111011010000000111110000101111101110111
11101010111110110001110111000000010111011001111100101001101111	11111100011101000101100111011010000101110111100001111101110101
11101010101111110001110111000000010111011101111000101001100101	11111100101001000101100111011011000101110111100001111001010101
11010010111101110001110111000000011111011101010000101101001011	11111100101101000101000111111011001001110111110000100100110100
10101010001111010001110111000010010111111111111000101000101100	11100000101001000101100111011011000111001111100101111001110101
01011010111010110001110011000010011111011001010010111001100111	11111100001101100001100111111010100101110011110100101100010001
01011000111111110001110110000000111111011101111100100001101111	11111100111101000001100101111011010101110110010000111101110101
11011000111111110001110011000000110111001101110000101000101100	11111100101001000101100111111011010100000011000000101101110101
01011010101100110001110111001010010111011101011100101001101011	11111100011111000001100111111011000001110111100100110000110101
11101010111111110011110111000000001111011101110110111001101011	11111100111101100100100111011011100001110111110011101101110101
11011010111111111001110111000000011110011101111100101001101000	11111100111001000101110011111011000001010111110000111101110101
01101010110101110001110011001000010111011111111000101001101011	11011100101111000001100111011011000011110011100001110101110101
10011010111111110001110111001000011111011101110000101011100001	11111000101011000101100111111011000001110111110000101111010101
01011011111111110001110111001010010111011001111000111111101111	11111100101111000001100111111010101101110111101100111111110101
11011010011111110001110111110000110111011101010000111001101011	11101110101101000101100111111011110001110111100000101100110111
01101010111111110001110111001000011101011001110010111001100111	11111100101110100001100111011010100101110111110001101101010101
11101010111101110001110110000010010111000111110100101001100011	11111100111101000101100111011001000010110110100101100101010101
11101000111011110011110011001000110111001001011000111101101101	11111100101011000101100111011010111100110011000011111100110001
11101000101111110011110101000010011110110101111000101001101011	11111100101101000101100011011001000001111101010111111001110101
01101010111111110001110011010000010111010101110100101001101011	11111100111101000001100111011001000001110011100001101101110111
11101010111111110001110110010000010111110101110000101001101111	11111100101101000101100111011001000101111110100001101101110111
11101000111111110001110111000000010111011101110000101001100101	11111100101001000101100111011011000101110111000001101101010101
01101000111111110001110011000010010111111001110110101001101001	11111100111001100001100111011010000001111011000101101101110101
11011000101010110001110111000010110111011101111100101001101111	11111100011101000101100111111011010101110111000100111001110001
01101000111111110011110110100100110110111001111010101001101111	11111111101101100001100011011010010101111110000011111101110101
01101010111101110001110110000010010111000101111100110001101011	11111100111101000001100101011001100000110110100101110101110101
11101001111111110001110111001010010111011101011000101001101101	11111100101011000101100111011011000101110111001101111100110101
10101100111101110001110110000000011111011101111000101001101111	11111000101101010101100111011011000101110110010001110101110101
10101010111111110001110011100000010111011001111100101001101000	11111010111001000101100111011010000001010011100001111101110101
01101000101101110001110111010000010111010101110110101001101100	11111100111001100001100111011001000101010111000001100001110111
01001010111111110001110010100000111111001101110000111001101101	11111110101001000001100111011011110100110010110000101101110101
10100111111111110001110110001010010110100001110100111101101101	11111000111011010101100011011000101100111110101101101101110100
11011010111011110001110111000000011111011101111100101001101111	11111100111101000101100111111011000101110111110000111101110001
11011000101111110011110110100010010110011101111010101001101011	11111110101101100101100011111011000001110110000110111001110101
01101000101011110001110010100000010111011101110000110001101011	11111110101101000001100101011011100001110010000001101001110001
01101010111011110011110111000010011111011101111110111001100101	11111100111001100001100111011011100101110111110111111101010001
01011010001010110001110011000010010111011101110000101000101001	11101100001001000001100111111011000001100011100100101001110001
11101000101101110001110110101000010111011101111100110111100101	11111110111011000101100101011011101101110110000001110011010101
