time,stage,rewire_side,rewire_phase,rewire_time_s,remaining_layers_before_rewire,parallel_rewire,adaptive_parallel_rewire,absorb_side,it_left,it_right,layers_left,layers_right,u_consumed_total_left,u_consumed_total_right,u_consumed_total,swap_consumed,u_consumed,u_consumed_after_unswap,probe_left_time_s,probe_right_time_s,probe_total_time_s,probe_wall_time_s,probe_left_total_elems,probe_right_total_elems,probe_left_max_bond,probe_right_max_bond,probe_left_hit_max_bond,probe_right_hit_max_bond,probe_left_over_unswap_threshold,probe_right_over_unswap_threshold,selected_total_elems,selected_max_bond,selected_hit_max_bond,compression_max_bond_limit,compression_cutoff,unswap_trigger_max_bond,cycle_start_total_elems,no_progress_unswap_cycles,absorb_score_mode,probe_left_score,probe_right_score,absorb_lookahead_depth,absorb_lookahead_depth_used,absorb_lookahead_candidates,absorb_lookahead_choice,absorb_lookahead_score,absorb_lookahead_time_s,late_gate_beam_plan_id,late_gate_beam_preferred_side,late_gate_beam_plan_remaining,max_bond,max_links,total_elems,total_shapes,total_links,num_tensors,iteration,side,parity,candidate_pairs,candidate_pairs_total,new_swaps,new_swap_pairs,total_swaps,pair_lookahead_probes,pair_lookahead_candidates,pair_lookahead_current_score,pair_lookahead_best_score,alignment_score,route_proxy_weight,route_proxy_lookahead,route_proxy_rejected_swaps,route_proxy_added_swaps,alignment_weight,alignment_protect_gain,alignment_tie_loss,unswap_cycle,unswap_cycle_time_s,gates_consumed,total_work_gates,remaining_work_gates,cycle_gates_consumed,hit_max_bond,cycle_memory_enabled,cycle_memory_repeat,cycle_memory_repeat_of,cycle_memory_tabu_pairs,work_counters,perm_left,perm_right,next_left,next_right,bond_profile_coarse,routing_state_hash,sabre_trials,adaptive_parallel_rewire_probed,cycle_work_consumed_before_rewire,route_candidates,route_score,route_score_lookahead,parallel_route_candidates,route_candidate_workers,route_chosen_seed,route_score_value,route_score_time_s,route_rewire_time_s,route_candidate_scores,route_total_time_s,rewire_wall_time_s,late_gate_beam_active,late_gate_beam_width,late_gate_beam_depth,late_gate_beam_max_total_elems,late_gate_beam_max_absorb_bond,late_gate_beam_finalists,late_gate_beam_left_route_id,late_gate_beam_right_route_id,late_gate_beam_left_seed,late_gate_beam_right_seed,late_gate_beam_preferred_sides,late_gate_beam_unlocked_work,late_gate_beam_unlocked_left_work,late_gate_beam_unlocked_right_work,late_gate_beam_first_work_depth,late_gate_beam_zero_work_layers,late_gate_beam_swaps,late_gate_beam_peak_total_elems,late_gate_beam_peak_max_bond,late_gate_beam_final_total_elems,late_gate_beam_final_max_bond,late_gate_beam_balance_ppm_tiebreak,late_gate_beam_blocked_expansions,late_gate_beam_score,late_gate_beam_candidates_left,late_gate_beam_candidates_right,late_gate_beam_time_s,termination_reason,termination_detail,stall_mode,abort_after_no_progress_unswap_cycles,initial_rewire_time_s,initial_rewire_wall_time_s,post_unswap_rewire_time_s,post_unswap_rewire_wall_time_s,absorb_probe_time_s,absorb_probe_wall_time_s,unswap_time_s,accounted_time_s,accounted_wall_time_s
0.25784216600004584,rewiring,left,initial,0.20502925000619143,256,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.45868899999186397,rewiring,right,initial,0.20063937501981854,247,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5309261660440825,absorbing,,,,,,,L,1,0,254,245,4,0,4,3,4,4,0.03689854097319767,0.020114167011342943,0.05701270798454061,0.0574013750301674,256,280,4,4,False,False,False,False,256,4,False,512,0.0006,,160,0,total_elems,256,280,1,1,,,,0.0,0,,0,4,4,256,262,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5796176250441931,absorbing,,,,,,,R,1,1,254,245,4,0,4,5,0,4,0.0238858750090003,0.02129245799733326,0.04517833300633356,0.0456827090238221,448,388,4,4,False,False,False,False,388,4,False,512,0.0006,,160,0,total_elems,448,388,1,1,,,,0.0,0,,0,4,4,388,286,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6287101660273038,absorbing,,,,,,,R,1,2,254,245,4,0,4,4,0,4,0.024458417028654367,0.021222540992312133,0.0456809580209665,0.0462277089827694,652,568,4,4,False,False,False,False,568,4,False,512,0.0006,,160,0,total_elems,652,568,1,1,,,,0.0,0,,0,4,4,568,304,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6778408330283128,absorbing,,,,,,,L,2,2,254,245,6,0,6,5,2,6,0.023646957997698337,0.022029167041182518,0.045676125038880855,0.04620058397995308,772,1456,4,16,False,False,False,False,772,4,False,512,0.0006,,160,0,total_elems,772,1456,1,1,,,,0.0,0,,0,4,4,772,328,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7298056250438094,absorbing,,,,,,,L,3,2,254,245,10,0,10,4,4,10,0.02734895801404491,0.021198792033828795,0.048547750047873706,0.04903266695328057,1108,1660,4,16,False,False,False,False,1108,4,False,512,0.0006,,160,0,total_elems,1108,1660,1,1,,,,0.0,0,,0,4,4,1108,358,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7786174160428345,absorbing,,,,,,,L,4,2,254,245,12,0,12,5,2,12,0.024285875027999282,0.020999375032261014,0.045285250060260296,0.04581824998604134,1672,1996,16,16,False,False,False,False,1672,16,False,512,0.0006,,160,0,total_elems,1672,1996,1,1,,,,0.0,0,,0,16,4,1672,400,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8326790410210378,absorbing,,,,,,,R,4,3,254,245,12,0,12,4,0,12,0.027568458986934274,0.022762249980587512,0.05033070896752179,0.05084904201794416,3592,3136,16,16,False,False,False,False,3136,16,False,512,0.0006,,160,0,total_elems,3592,3136,1,1,,,,0.0,0,,0,16,4,3136,460,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8904397910227999,absorbing,,,,,,,L,5,3,254,245,15,0,15,6,3,15,0.028436125023290515,0.025539416004903615,0.05397554102819413,0.05442925001261756,5056,5176,16,16,False,False,False,False,5056,16,False,512,0.0006,,160,0,total_elems,5056,5176,1,1,,,,0.0,0,,0,16,4,5056,544,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
