time,stage,absorb_side,it_left,it_right,layers_left,layers_right,u_consumed_total_left,u_consumed_total_right,u_consumed_total,swap_consumed,u_consumed,u_consumed_after_unswap,probe_left_time_s,probe_right_time_s,probe_total_time_s,probe_wall_time_s,probe_left_total_elems,probe_right_total_elems,probe_left_max_bond,probe_right_max_bond,probe_left_hit_max_bond,probe_right_hit_max_bond,probe_left_over_unswap_threshold,probe_right_over_unswap_threshold,selected_total_elems,selected_max_bond,selected_hit_max_bond,compression_max_bond_limit,compression_cutoff,unswap_trigger_max_bond,cycle_start_total_elems,no_progress_unswap_cycles,absorb_score_mode,probe_left_score,probe_right_score,absorb_lookahead_depth,absorb_lookahead_depth_used,absorb_lookahead_candidates,absorb_lookahead_choice,absorb_lookahead_score,absorb_lookahead_time_s,max_bond,max_links,total_elems,total_shapes,total_links,num_tensors
1.067911791964434,absorbing,L,1,0,617,549,0,0,0,10,0,0,0.030166208976879716,0.024353916000109166,0.05452012497698888,0.05494791700039059,176,368,1,4,False,False,False,False,176,1,False,64,0.005,,176,0,total_elems,176,368,1,1,,,,0.0,1,4,176,262,174,44
1.1215241249883547,absorbing,R,1,1,617,549,0,2,2,7,2,2,0.0266131249954924,0.023656624951399863,0.05026974994689226,0.05073295900365338,500,368,4,4,False,False,False,False,368,4,False,64,0.005,,176,0,total_elems,500,368,1,1,,,,0.0,4,4,368,310,174,44
1.1716192499734461,absorbing,R,1,2,617,549,0,2,2,8,0,2,0.024892665969673544,0.022053666994906962,0.046946332964580506,0.047428416030015796,908,848,4,4,False,False,False,False,848,4,False,64,0.005,,176,0,total_elems,908,848,1,1,,,,0.0,4,4,848,358,174,44
1.2248745419783518,absorbing,L,2,2,617,549,2,2,4,8,2,4,0.02634504099842161,0.02334841701667756,0.04969345801509917,0.05026499996893108,1436,1852,8,16,False,False,False,False,1436,8,False,64,0.005,,176,0,total_elems,1436,1852,1,1,,,,0.0,8,4,1436,418,174,44
1.2752507499535568,absorbing,L,3,2,617,549,2,2,4,10,0,4,0.022905250021722168,0.023843707982450724,0.04674895800417289,0.04721729102311656,2120,2552,16,16,False,False,False,False,2120,16,False,64,0.005,,176,0,total_elems,2120,2552,1,1,,,,0.0,16,4,2120,472,174,44
1.326308624993544,absorbing,R,3,3,617,549,2,3,5,10,1,5,0.023287041985895485,0.024059083021711558,0.04734612500760704,0.048089959018398076,4940,3372,16,16,False,False,False,False,3372,16,False,64,0.005,,176,0,total_elems,4940,3372,1,1,,,,0.0,16,4,3372,542,174,44
1.3795297499746084,absorbing,L,4,3,617,549,2,3,5,10,0,5,0.024659290967974812,0.024907874991185963,0.049567165959160775,0.05005458300001919,6504,7372,16,16,False,False,False,False,6504,16,False,64,0.005,,176,0,total_elems,6504,7372,1,1,,,,0.0,16,4,6504,640,174,44
1.4363062499905936,absorbing,R,4,4,617,549,2,4,6,9,1,6,0.0261046250234358,0.026901250006631017,0.05300587503006682,0.05352524999761954,15144,12616,64,27,True,False,False,False,12616,27,False,64,0.005,,176,0,total_elems,15144,12616,1,1,,,,0.0,27,4,12616,828,174,44
1.4986494169570506,absorbing,L,5,4,617,549,2,4,6,10,0,6,0.0284153749817051,0.03029379202052951,0.05870916700223461,0.05918279197067022,21512,23492,64,64,True,True,False,False,21512,64,True,64,0.005,,176,0,total_elems,21512,23492,1,1,,,,0.0,64,4,21512,956,174,44
1.57396254199557,absorbing,R,5,5,617,549,2,6,8,7,2,8,0.03721058298833668,0.03441645798739046,0.07162704097572714,0.07213158399099484,59688,37700,64,64,True,True,False,False,37700,64,True,64,0.005,,176,0,total_elems,59688,37700,1,1,,,,0.0,64,4,37700,1250,174,44
1.6792395419906825,absorbing,R,5,6,617,549,2,6,8,10,0,8,0.050571000028867275,0.05069904099218547,0.10127004102105275,0.10180516698164865,108260,99776,64,64,True,True,False,False,99776,64,True,64,0.005,,176,0,total_elems,108260,99776,1,1,,,,0.0,64,4,99776,1634,174,44
1.8615339579991996,absorbing,R,5,7,617,549,2,6,8,11,0,8,0.09329516696743667,0.08506837498862296,0.17836354195605963,0.178911084018182,106816,104032,64,64,True,True,False,False,104032,64,True,64,0.005,,176,0,total_elems,106816,104032,1,1,,,,0.0,64,4,104032,1760,174,44
2.008356000005733,absorbing,R,5,8,617,549,2,6,8,8,0,8,0.0863962919684127,0.05620216601528227,0.14259845798369497,0.14317837497219443,144032,115360,64,64,True,True,False,False,115360,64,True,64,0.005,,176,0,total_elems,144032,115360,1,1,,,,0.0,64,4,115360,1848,174,44
2.1792949169757776,absorbing,R,5,9,617,549,2,6,8,8,0,8,0.09242600004654378,0.074082457984332,0.16650845803087577,0.16704308398766443,99888,86608,64,64,True,True,False,False,86608,64,True,64,0.005,,176,0,total_elems,99888,86608,1,1,,,,0.0,64,4,86608,1814,174,44
2.3043371249805205,absorbing,L,6,9,617,549,2,6,8,9,0,8,0.06060716696083546,0.06021237501408905,0.1208195419749245,0.12132350000320002,103784,128152,64,64,True,True,False,False,103784,64,True,64,0.005,,176,0,total_elems,103784,128152,1,1,,,,0.0,64,4,103784,1900,174,44
2.4544674169737846,absorbing,L,7,9,617,549,3,6,9,8,1,9,0.0911217499524355,0.05491945898393169,0.14604120893636718,0.1465729170013219,97228,113440,64,64,True,True,False,False,97228,64,True,64,0.005,,176,0,total_elems,97228,113440,1,1,,,,0.0,64,4,97228,1872,174,44
2.586854624969419,absorbing,R,7,10,617,549,3,7,10,6,1,10,0.07809254096355289,0.04999637504806742,0.1280889160116203,0.1287128750118427,96764,90604,64,64,True,True,False,False,90604,64,True,64,0.005,,176,0,total_elems,96764,90604,1,1,,,,0.0,64,4,90604,1872,174,44
2.7157607919652946,absorbing,R,7,11,617,549,3,7,10,6,0,10,0.076059874962084,0.048559917020611465,0.12461979198269546,0.12514637503772974,98256,97800,64,64,True,True,False,False,97800,64,True,64,0.005,,176,0,total_elems,98256,97800,1,1,,,,0.0,64,4,97800,1994,174,44
2.852767332980875,absorbing,L,8,11,617,549,4,7,11,7,1,11,0.0757035409915261,0.05688429099973291,0.132587831991259,0.13311724999221042,104984,110972,64,64,True,True,False,False,104984,64,True,64,0.005,,176,0,total_elems,104984,110972,1,1,,,,0.0,64,4,104984,2014,174,44
2.9979923749924637,absorbing,R,8,12,617,549,4,7,11,8,0,11,0.08201833296334371,0.059003999980632216,0.14102233294397593,0.1415178329916671,115264,111080,64,64,True,True,False,False,111080,64,True,64,0.005,,176,0,total_elems,115264,111080,1,1,,,,0.0,64,4,111080,2098,174,44
3.1468258749810047,absorbing,R,8,13,617,549,4,7,11,8,0,11,0.07574424997437745,0.06871970801148564,0.1444639579858631,0.14495624997653067,119976,118192,64,64,True,True,False,False,118192,64,True,64,0.005,,176,0,total_elems,119976,118192,1,1,,,,0.0,64,4,118192,2222,174,44
3.2935619999771006,absorbing,L,9,13,617,549,5,7,12,4,1,12,0.07602420798502862,0.066338624979835,0.14236283296486363,0.14288404199760407,120160,140560,64,64,True,True,False,False,120160,64,True,64,0.005,,176,0,total_elems,120160,140560,1,1,,,,0.0,64,4,120160,2236,174,44
3.4474266250035726,absorbing,L,10,13,617,549,5,7,12,6,0,12,0.07518741703825071,0.07432799995876849,0.1495154169970192,0.15002662502229214,134112,151256,64,64,True,True,False,False,134112,64,True,64,0.005,,176,0,total_elems,134112,151256,1,1,,,,0.0,64,4,134112,2390,174,44
3.6200745420064777,absorbing,L,11,13,617,549,6,7,13,4,1,13,0.08191583398729563,0.08621774998027831,0.16813358396757394,0.16864491702290252,148368,171536,64,64,True,True,False,False,148368,64,True,64,0.005,,176,0,total_elems,148368,171536,1,1,,,,0.0,64,4,148368,2550,174,44
3.7720332499593496,absorbing,L,12,13,617,549,6,7,13,6,0,13,0.06691429199418053,0.08044037502259016,0.1473546670167707,0.1478530410095118,123088,135888,64,64,True,True,False,False,123088,64,True,64,0.005,,176,0,total_elems,123088,135888,1,1,,,,0.0,64,4,123088,2262,174,44
3.9515360829536803,absorbing,L,13,13,617,549,7,7,14,5,1,14,0.0985032909666188,0.07639670901698992,0.17489999998360872,0.17542599997250363,175312,178128,64,64,True,True,False,False,175312,64,True,64,0.005,,176,0,total_elems,175312,178128,1,1,,,,0.0,64,4,175312,2716,174,44
4.171983749954961,absorbing,L,14,13,617,549,8,7,15,5,1,15,0.10924737498862669,0.10676816699560732,0.216015541984234,0.21649791701929644,195836,218512,64,64,True,True,False,False,195836,64,True,64,0.005,,176,0,total_elems,195836,218512,1,1,,,,0.0,64,4,195836,2844,174,44
4.380135207960848,absorbing,L,15,13,617,549,8,7,15,6,0,15,0.09060066699748859,0.11297354195266962,0.2035742089501582,0.2040662500075996,205628,238612,64,64,True,True,False,False,205628,64,True,64,0.005,,176,0,total_elems,205628,238612,1,1,,,,0.0,64,4,205628,2900,174,44
