time,stage,rewire_side,rewire_phase,rewire_time_s,remaining_layers_before_rewire,parallel_rewire,adaptive_parallel_rewire,absorb_side,it_left,it_right,layers_left,layers_right,u_consumed_total_left,u_consumed_total_right,u_consumed_total,swap_consumed,u_consumed,u_consumed_after_unswap,probe_left_time_s,probe_right_time_s,probe_total_time_s,probe_wall_time_s,probe_left_total_elems,probe_right_total_elems,probe_left_max_bond,probe_right_max_bond,probe_left_hit_max_bond,probe_right_hit_max_bond,probe_left_over_unswap_threshold,probe_right_over_unswap_threshold,selected_total_elems,selected_max_bond,selected_hit_max_bond,compression_max_bond_limit,compression_cutoff,unswap_trigger_max_bond,cycle_start_total_elems,no_progress_unswap_cycles,absorb_score_mode,probe_left_score,probe_right_score,absorb_lookahead_depth,absorb_lookahead_depth_used,absorb_lookahead_candidates,absorb_lookahead_choice,absorb_lookahead_score,absorb_lookahead_time_s,max_bond,max_links,total_elems,total_shapes,total_links,num_tensors,iteration,side,parity,candidate_pairs,candidate_pairs_total,new_swaps,total_swaps,pair_lookahead_probes,pair_lookahead_candidates,pair_lookahead_current_score,pair_lookahead_best_score,alignment_score,route_proxy_weight,route_proxy_lookahead,route_proxy_rejected_swaps,route_proxy_added_swaps,alignment_weight,alignment_protect_gain,alignment_tie_loss,unswap_cycle,unswap_cycle_time_s,gates_consumed,total_work_gates,remaining_work_gates,cycle_gates_consumed,hit_max_bond,sabre_trials,adaptive_parallel_rewire_probed,cycle_work_consumed_before_rewire,route_candidates,route_score,route_score_lookahead,parallel_route_candidates,route_candidate_workers,route_chosen_seed,route_score_value,route_score_time_s,route_rewire_time_s,route_candidate_scores,route_total_time_s,rewire_wall_time_s,termination_reason,termination_detail,abort_after_no_progress_unswap_cycles,initial_rewire_time_s,initial_rewire_wall_time_s,post_unswap_rewire_time_s,post_unswap_rewire_wall_time_s,absorb_probe_time_s,absorb_probe_wall_time_s,unswap_time_s,accounted_time_s,accounted_wall_time_s
1.8449899580446072,rewiring,left,initial,1.5303032079827972,1657,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.1941522920387797,rewiring,right,initial,1.3489816250512376,1868,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2857854579924606,absorbing,,,,,,,L,1,0,1655,1866,2,0,2,12,2,2,0.043159249995369464,0.0312967500067316,0.07445600000210106,0.07509116601431742,264,448,2,4,False,False,False,False,264,2,False,512,0.002,,248,0,total_elems,264,448,1,1,,,,0.0,2,4,264,374,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.352264292014297,absorbing,,,,,,,L,2,0,1655,1866,3,0,3,16,1,3,0.032729624945204705,0.03030454198596999,0.0630341669311747,0.06365662498865277,572,464,4,4,False,False,False,False,572,4,False,512,0.002,,248,0,total_elems,572,464,1,1,,,,0.0,4,4,572,448,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.423993333010003,absorbing,,,,,,,R,2,1,1655,1866,3,1,4,8,1,4,0.03543954202905297,0.03271574998507276,0.06815529201412573,0.06885183398844674,1596,656,4,4,False,False,False,False,656,4,False,512,0.002,,248,0,total_elems,1596,656,1,1,,,,0.0,4,4,656,460,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.49431929201819,absorbing,,,,,,,R,2,2,1655,1866,3,1,4,8,0,4,0.03507070802152157,0.03180166700622067,0.06687237502774224,0.06749529100488871,1660,1112,4,4,False,False,False,False,1112,4,False,512,0.002,,248,0,total_elems,1660,1112,1,1,,,,0.0,4,4,1112,502,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.562869374989532,absorbing,,,,,,,L,3,2,1655,1866,5,1,6,17,2,6,0.03459012502571568,0.03017912502400577,0.06476925004972145,0.06547941698227078,2524,1936,16,16,False,False,False,False,2524,16,False,512,0.002,,248,0,total_elems,2524,1936,1,1,,,,0.0,16,4,2524,612,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.6401136250351556,absorbing,,,,,,,L,4,2,1655,1866,7,1,8,18,2,8,0.03883941599633545,0.03486291697481647,0.07370233297115192,0.07440208300249651,11172,4752,32,16,False,False,False,False,11172,32,False,512,0.002,,248,0,total_elems,11172,4752,1,1,,,,0.0,32,4,11172,872,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.720708167005796,absorbing,,,,,,,R,4,3,1655,1866,7,2,9,6,1,9,0.03520908404607326,0.041664207994472235,0.0768732920405455,0.07756429194705561,16836,22400,32,64,False,False,False,False,22400,64,False,512,0.002,,248,0,total_elems,16836,22400,1,1,,,,0.0,64,4,22400,1000,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8214540000190027,absorbing,,,,,,,R,4,4,1655,1866,7,2,9,8,0,9,0.04358604102162644,0.05239391699433327,0.09597995801595971,0.0969937089830637,32100,32808,64,64,False,False,False,False,32808,64,False,512,0.002,,248,0,total_elems,32100,32808,1,1,,,,0.0,64,4,32808,1180,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.9705535829998553,absorbing,,,,,,,L,5,4,1655,1866,7,2,9,19,0,9,0.055599084007553756,0.08932337496662512,0.14492245897417888,0.14580162498168647,56420,104656,64,128,False,False,False,False,56420,64,False,512,0.002,,248,0,total_elems,56420,104656,1,1,,,,0.0,64,4,56420,1460,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.196092125028372,absorbing,,,,,,,L,6,4,1655,1866,8,2,10,18,1,10,0.10025058296741918,0.12083879101555794,0.22108937398297712,0.22181583399651572,107940,139628,128,128,False,False,False,False,107940,128,False,512,0.002,,248,0,total_elems,107940,139628,1,1,,,,0.0,128,4,107940,1968,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.559139624994714,absorbing,,,,,,,R,6,5,1655,1866,8,2,10,10,0,10,0.1739399170037359,0.18498920800630003,0.35892912501003593,0.3596956660039723,137312,233124,128,128,False,False,False,False,233124,128,False,512,0.002,,248,0,total_elems,137312,233124,1,1,,,,0.0,128,4,233124,2456,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.339663042046595,absorbing,,,,,,,R,6,6,1655,1866,8,2,10,10,0,10,0.29631291603436694,0.4798494160058908,0.7761623320402578,0.7768413330195472,325152,390116,256,256,False,False,False,False,390116,256,False,512,0.002,,248,0,total_elems,325152,390116,1,1,,,,0.0,256,4,390116,2904,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.42644862504676,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,4,241616,2792,246,62,0,both,0,31,31,6,6,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.325937832996715,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,86468,1846,246,62,0,both,1,30,30,14,20,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.524307708023116,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,46088,1440,246,62,0,left,0,31,31,9,29,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.659339417004958,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,18324,1066,246,62,0,left,1,30,30,16,45,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.738684333045967,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,10080,864,246,62,0,right,0,31,31,10,55,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.80863758304622,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,7208,790,246,62,0,right,1,30,30,6,61,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.925706792040728,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,4204,638,246,62,1,both,0,31,31,12,12,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.036716625036206,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,2032,566,246,62,1,both,1,30,30,6,18,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.097578375018202,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1392,516,246,62,1,left,0,31,31,6,24,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
