raw	permuted
1111011100011001111010100111000101100010	1111011101000101101100011101010101010100
1000000101011001111011110011101000100000	1000001001010100101111111101000111000000
1000001010111001111011100110100101000111	1000010001001101111101011100010110010111
1000001101011001111011000111101000011101	1000011001010001101111011101100110100011
1111101101011001111011000110101100010111	1111011011010001101111011100010110100111
1110111100011001111011111110101101011000	1110011111000111101111111100110110110000
1111001101011001111011100110101000100111	1111011001010101101111011100000111000111
1000001101011101100111100110001000100001	1000111001010101001111011110000001000001
1000001011111001111011100110101000110111	1000010001011101111111011100000111100111
1000001101011001110111100111100101110111	1000011001010101101101011111010011110111
1110101011011001101111100110011101000111	1110010011011101001111011110010100011111
1000001101011001111011100110101000100111	1000011001010101101111011100000111000111
1000001101011101110011100110101111110111	1000111001010101101111011100011011110111
1000001101011001111011100110101000100111	1000011001010101101111011100000111000111
1001001101011101101001100111100011100011	1001111001010101001101011001001111010101
1111101100011101100111001011101000100111	1111111011000010001111011111000011000111
0110001100011001110001100110001000100100	0110011001000101101111011000000001000010
1100001101111001111011100110100000110111	1010011001010101111101011100000111100111
1100101011011001110001100110101010111101	1010010011011101101111011000101011100011
1000000110100101111001010110101000101001	1000101000001001110111111000100111000001
1110100000111001111011001101101111001000	1110000011000011111111001101111110010000
1000001101011001110111101110101000100111	1000011001010111101111011110000011000111
1000001101011101111011100110011000111011	1000111001010101101111011100100101101101
1111000101011101110011001101100111100111	1111101001010011101101001101011011010111
1100011101011001111011100001100011111000	1010011101010100101101001101101111110000
1110001000011001101111100110001000100011	1110010001000101001111011110000101000101
1100001011111001111001100110101000100111	1010010001011101111111011000000111000111
1001001101011101111011100110101000100111	1001111001010101101111011100000111000111
1000001101011001111101111110001001010110	1000011001010111101111111010000100110110
1000001101011001110001100110111011011001	1000011001010101101111011000101010111001
0110001101011001111010010101100011100111	0110011001010001101100101101001111010111
1011001101011001111011100111100000000111	1101011001010101101101011101000110000111
1000001101011001111011000110101000000111	1000011001010001101111011100000110000111
1000001101011001111001101110001000100100	1000011001010111101111011000000101000010
1000001101011001110111100110001111000001	1000011001010101101111011110011000010001
1000001101011001111011100110101000100111	1000011001010101101111011100000111000111
1000001011111001111011100110101101100111	1000010001011101111111011100010111010111
1010011100001001101001100110101001000011	1100011100000101001111011000000110010101
1000001111111001110000010111111000100111	1000011001011001111110111001000011001111
1001111101011001111011101110101000100111	1001011111010111101111011100000111000111
1110000110111001111001100110101000111011	1110001001001101111111011000100111100101
1000001101011001110111110110001001111010	1000011001010101101111111110100001110100
1000001010101101111011100110101100000111	1000110000001101111111011100010110000111
1000110011011001111011000110101010100111	1000000111011001101111011100001111000111
1011000100011001111011100110001000111110	1101001001000101101111011100100101100110
1000001101011001111001110100100010011001	1000011001010101101101101000101110100001
1000000001111001111011100110101110011111	1000000001010101111111011100111110100111
1000001101011001111011100110001000100001	1000011001010101101111011100000101000001
0101110000011001111011110111101000100101	0011000111000101101111111101000111000011
1111010000011001110101100100001000011101	1111000101000101101111001010100000100011
1110101011011000111011100110101000110111	1110010011011101101011011100000111100111
1000011101011001111011111100101001000111	1000011101010111101111101100000110010111
1000001010101101101001100110111011100011	1000110000001101011111011000001111011101
1000001101011001110001100110001000100101	1000011001010101101111011000000001000011
1000001111111001111011100110101000111101	1000011001011101111111011100100111100011
0101110100011101111111010111101000111011	0011101111000001101111111111100111100101
1000001101011001111011100110101000100110	1000011001010101101111011100000111000110
1111001101011101100111111110001110100010	1111111001010111001111111110011001000100
1001111011111001101011100111110111100111	1001010111011101011101011101011111011111
1000001101011100011011111110101111000111	1000111001010111101011110100011110010111
1110001100011001111011101110001000100001	1110011001000111101111011100000101000001
1110100101011001111101000110100001100110	1110001011010001101101011010000111010110
1000001101011001110001100111000001100110	1000011001010101101101011001000001010110
0101000100011001110101100100010110011000	0011001001000101101101001010111000101000
