time,stage,rewire_side,rewire_phase,rewire_time_s,remaining_layers_before_rewire,parallel_rewire,adaptive_parallel_rewire,absorb_side,it_left,it_right,layers_left,layers_right,u_consumed_total_left,u_consumed_total_right,u_consumed_total,swap_consumed,u_consumed,u_consumed_after_unswap,probe_left_time_s,probe_right_time_s,probe_total_time_s,probe_wall_time_s,probe_left_total_elems,probe_right_total_elems,probe_left_max_bond,probe_right_max_bond,probe_left_hit_max_bond,probe_right_hit_max_bond,probe_left_over_unswap_threshold,probe_right_over_unswap_threshold,selected_total_elems,selected_max_bond,selected_hit_max_bond,compression_max_bond_limit,compression_cutoff,unswap_trigger_max_bond,cycle_start_total_elems,no_progress_unswap_cycles,absorb_score_mode,probe_left_score,probe_right_score,absorb_lookahead_depth,absorb_lookahead_depth_used,absorb_lookahead_candidates,absorb_lookahead_choice,absorb_lookahead_score,absorb_lookahead_time_s,late_gate_beam_plan_id,late_gate_beam_preferred_side,late_gate_beam_plan_remaining,max_bond,max_links,total_elems,total_shapes,total_links,num_tensors,iteration,side,parity,candidate_pairs,candidate_pairs_total,new_swaps,total_swaps,pair_lookahead_probes,pair_lookahead_candidates,pair_lookahead_current_score,pair_lookahead_best_score,alignment_score,route_proxy_weight,route_proxy_lookahead,route_proxy_rejected_swaps,route_proxy_added_swaps,alignment_weight,alignment_protect_gain,alignment_tie_loss,unswap_cycle,unswap_cycle_time_s,gates_consumed,total_work_gates,remaining_work_gates,cycle_gates_consumed,hit_max_bond,work_counters,perm_left,perm_right,next_left,next_right,bond_profile_coarse,routing_state_hash,sabre_trials,adaptive_parallel_rewire_probed,cycle_work_consumed_before_rewire,route_candidates,route_score,route_score_lookahead,parallel_route_candidates,route_candidate_workers,route_chosen_seed,route_score_value,route_score_time_s,route_rewire_time_s,route_candidate_scores,route_total_time_s,rewire_wall_time_s,termination_reason,termination_detail,stall_mode,abort_after_no_progress_unswap_cycles,initial_rewire_time_s,initial_rewire_wall_time_s,post_unswap_rewire_time_s,post_unswap_rewire_wall_time_s,absorb_probe_time_s,absorb_probe_wall_time_s,unswap_time_s,accounted_time_s,accounted_wall_time_s
0.3267833330319263,rewiring,left,initial,0.2433777500409633,256,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5431702909991145,rewiring,right,initial,0.21603187499567866,247,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6163282910129055,absorbing,,,,,,,L,1,0,254,245,4,0,4,3,4,4,0.03797016595490277,0.020663042028900236,0.058633207983803004,0.05906908301403746,256,280,4,4,False,False,False,False,256,4,False,512,0.0006,,160,0,total_elems,256,280,1,1,,,,0.0,,,,4,4,256,262,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6704283329891041,absorbing,,,,,,,R,1,1,254,245,4,0,4,5,0,4,0.027023667003959417,0.023448541993275285,0.0504722089972347,0.05109391699079424,448,388,4,4,False,False,False,False,388,4,False,512,0.0006,,160,0,total_elems,448,388,1,1,,,,0.0,,,,4,4,388,286,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7252661249949597,absorbing,,,,,,,R,1,2,254,245,4,0,4,4,0,4,0.027191124972887337,0.023765999998431653,0.05095712497131899,0.051632083021104336,652,568,4,4,False,False,False,False,568,4,False,512,0.0006,,160,0,total_elems,652,568,1,1,,,,0.0,,,,4,4,568,304,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.782208124990575,absorbing,,,,,,,L,2,2,254,245,6,0,6,5,2,6,0.029298749985173345,0.02339899999788031,0.052697749983053654,0.053565624984912574,772,1456,4,16,False,False,False,False,772,4,False,512,0.0006,,160,0,total_elems,772,1456,1,1,,,,0.0,,,,4,4,772,328,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.847886166011449,absorbing,,,,,,,L,3,2,254,245,10,0,10,4,4,10,0.035353499988559633,0.025401707971468568,0.0607552079600282,0.06136345799313858,1108,1660,4,16,False,False,False,False,1108,4,False,512,0.0006,,160,0,total_elems,1108,1660,1,1,,,,0.0,,,,4,4,1108,358,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.917787833022885,absorbing,,,,,,,L,4,2,254,245,12,0,12,5,2,12,0.03550791699672118,0.02861195895820856,0.06411987595492974,0.06470904196612537,1672,1996,16,16,False,False,False,False,1672,16,False,512,0.0006,,160,0,total_elems,1672,1996,1,1,,,,0.0,,,,16,4,1672,400,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9794073750381358,absorbing,,,,,,,R,4,3,254,245,12,0,12,4,0,12,0.03353725001215935,0.023822666029445827,0.057359916041605175,0.05791299999691546,3592,3136,16,16,False,False,False,False,3136,16,False,512,0.0006,,160,0,total_elems,3592,3136,1,1,,,,0.0,,,,16,4,3136,460,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0408923330251127,absorbing,,,,,,,L,5,3,254,245,15,0,15,6,3,15,0.030528791015967727,0.02589716698275879,0.05642595799872652,0.056970708013977855,5056,5176,16,16,False,False,False,False,5056,16,False,512,0.0006,,160,0,total_elems,5056,5176,1,1,,,,0.0,,,,16,4,5056,544,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1004971250076778,absorbing,,,,,,,R,5,4,254,245,15,2,17,3,2,17,0.028652125038206577,0.026536707999184728,0.055188833037391305,0.055734624969772995,9724,7096,16,16,False,False,False,False,7096,16,False,512,0.0006,,160,0,total_elems,9724,7096,1,1,,,,0.0,,,,16,4,7096,604,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1575599160278216,absorbing,,,,,,,R,5,5,254,245,15,3,18,3,1,18,0.028235292003955692,0.024248250003438443,0.052483542007394135,0.05320379202021286,11764,8176,16,16,False,False,False,False,8176,16,False,512,0.0006,,160,0,total_elems,11764,8176,1,1,,,,0.0,,,,16,4,8176,640,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2153627499938011,absorbing,,,,,,,R,5,6,254,245,15,4,19,3,1,19,0.02910137496655807,0.024070499988738447,0.053171874955296516,0.05367254198063165,12844,8556,16,16,False,False,False,False,8556,16,False,512,0.0006,,160,0,total_elems,12844,8556,1,1,,,,0.0,,,,16,4,8556,654,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.277202750032302,absorbing,,,,,,,R,5,7,254,245,15,6,21,2,2,21,0.03200995898805559,0.025491333042737097,0.05750129203079268,0.058007750019896775,13224,9228,16,16,False,False,False,False,9228,16,False,512,0.0006,,160,0,total_elems,13224,9228,1,1,,,,0.0,,,,16,4,9228,684,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3334974580211565,absorbing,,,,,,,R,5,8,254,245,15,6,21,4,0,21,0.030150749953463674,0.021940625039860606,0.05209137499332428,0.05259475001366809,13896,10188,16,16,False,False,False,False,10188,16,False,512,0.0006,,160,0,total_elems,13896,10188,1,1,,,,0.0,,,,16,4,10188,708,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3917189160129055,absorbing,,,,,,,R,5,9,254,245,15,8,23,3,2,23,0.028490500000771135,0.025702667015139014,0.05419316701591015,0.05476016702596098,14856,14412,16,31,False,False,False,False,14412,31,False,512,0.0006,,160,0,total_elems,14856,14412,1,1,,,,0.0,,,,31,4,14412,786,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4506213330314495,absorbing,,,,,,,R,5,10,254,245,15,8,23,5,0,23,0.030107707949355245,0.02476758399279788,0.054875291942153126,0.05537041695788503,18952,18696,30,32,False,False,False,False,18696,32,False,512,0.0006,,160,0,total_elems,18952,18696,1,1,,,,0.0,,,,32,4,18696,894,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.518596541020088,absorbing,,,,,,,L,6,10,254,245,18,8,26,7,3,26,0.031109416973777115,0.03291458397870883,0.06402400095248595,0.06448449997697026,23688,25320,32,32,False,False,False,False,23688,32,False,512,0.0006,,160,0,total_elems,23688,25320,1,1,,,,0.0,,,,32,4,23688,1026,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5905604159925133,absorbing,,,,,,,L,7,10,254,245,21,8,29,6,3,29,0.03602516604587436,0.03178487502736971,0.06781004107324407,0.06826241599628702,30720,31176,64,32,False,False,False,False,30720,64,False,512,0.0006,,160,0,total_elems,30720,31176,1,1,,,,0.0,,,,64,4,30720,1182,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6952098330366425,absorbing,,,,,,,R,7,11,254,245,21,11,32,1,3,32,0.06364762497832999,0.03608266601804644,0.09973029099637643,0.10024391597835347,65568,38208,64,64,False,False,False,False,38208,64,False,512,0.0006,,160,0,total_elems,65568,38208,1,1,,,,0.0,,,,64,4,38208,1282,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7925489580375142,absorbing,,,,,,,R,7,12,254,245,21,13,34,2,2,34,0.058696208987385035,0.03366337501211092,0.09235958399949595,0.09282620798330754,73056,38208,64,64,False,False,False,False,38208,64,False,512,0.0006,,160,0,total_elems,73056,38208,1,1,,,,0.0,,,,64,4,38208,1282,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8864621249958873,absorbing,,,,,,,R,7,13,254,245,21,14,35,2,1,35,0.05655066604958847,0.033170417009387165,0.08972108305897564,0.09024887497071177,79200,37248,64,64,False,False,False,False,37248,64,False,512,0.0006,,160,0,total_elems,79200,37248,1,1,,,,0.0,,,,64,4,37248,1258,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0382553330273367,absorbing,,,,,,,R,7,14,254,245,21,16,37,2,2,37,0.1155723329866305,0.031472666014451534,0.14704499900108203,0.14762237499235198,78240,36864,64,64,False,False,False,False,36864,64,False,512,0.0006,,160,0,total_elems,78240,36864,1,1,,,,0.0,,,,64,4,36864,1234,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.1341681660269387,absorbing,,,,,,,R,7,15,254,245,21,16,37,3,0,37,0.05845995800336823,0.03271579201100394,0.09117575001437217,0.09177320799790323,77280,46464,64,64,False,False,False,False,46464,64,False,512,0.0006,,160,0,total_elems,77280,46464,1,1,,,,0.0,,,,64,4,46464,1354,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2691857499885373,absorbing,,,,,,,L,8,15,254,245,24,16,40,6,3,40,0.06474679202074185,0.0656328329932876,0.13037962501402944,0.1309569159639068,87456,96000,64,116,False,False,False,False,87456,64,False,512,0.0006,,160,0,total_elems,87456,96000,1,1,,,,0.0,,,,64,4,87456,1720,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5364835410146043,absorbing,,,,,,,L,9,15,254,245,28,16,44,3,4,44,0.1614327909774147,0.10063491604523733,0.26206770702265203,0.2626600409857929,111456,136032,64,116,False,False,False,False,111456,64,False,512,0.0006,,160,0,total_elems,111456,136032,1,1,,,,0.0,,,,64,4,111456,1960,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.765094665985089,absorbing,,,,,,,L,10,15,254,245,30,16,46,5,2,46,0.08353308402001858,0.13919729203917086,0.22273037605918944,0.22373808303382248,125664,153888,64,116,False,False,False,False,125664,64,False,512,0.0006,,160,0,total_elems,125664,153888,1,1,,,,0.0,,,,64,4,125664,2200,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.1436787080019712,absorbing,,,,,,,L,11,15,254,245,34,16,50,3,4,50,0.22468849999131635,0.14760175003902987,0.3722902500303462,0.3732418750296347,153248,168096,64,116,False,False,False,False,153248,64,False,512,0.0006,,160,0,total_elems,153248,168096,1,1,,,,0.0,,,,64,4,153248,2448,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.4150078750099055,absorbing,,,,,,,L,12,15,254,245,36,16,52,3,2,52,0.1119479580083862,0.1537171250092797,0.2656650830176659,0.2662427080213092,171104,195680,64,116,False,False,False,False,171104,64,False,512,0.0006,,160,0,total_elems,171104,195680,1,1,,,,0.0,,,,64,4,171104,2592,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8552459999918938,absorbing,,,,,,,R,12,16,254,245,36,17,53,5,1,53,0.2288847080199048,0.20555416599381715,0.43443887401372194,0.4351077079772949,297056,213536,256,116,False,False,False,False,213536,116,False,512,0.0006,,160,0,total_elems,297056,213536,1,1,,,,0.0,,,,116,4,213536,2784,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.446445166016929,absorbing,,,,,,,L,13,16,254,245,38,17,55,5,2,55,0.24419854203006253,0.34055825002724305,0.5847567920573056,0.5857095000101253,337952,379808,256,250,False,False,False,False,337952,256,False,512,0.0006,,160,0,total_elems,337952,379808,1,1,,,,0.0,,,,256,4,337952,3288,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.313835625012871,absorbing,,,,,,,L,14,16,254,245,39,17,56,6,1,56,0.4001159999752417,0.460376292001456,0.8604922919766977,0.8613790409872308,349088,506676,256,256,False,False,False,True,349088,256,False,512,0.0006,,160,0,total_elems,349088,506676,1,1,,,,0.0,,,,256,4,349088,3346,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.177019458031282,absorbing,,,,,,,L,15,16,254,245,39,17,56,6,0,56,0.4024314589914866,0.4533747080131434,0.85580616700463,0.857076040992979,388256,512532,256,256,False,False,False,True,388256,256,False,512,0.0006,,160,0,total_elems,388256,512532,1,1,,,,0.0,,,,256,4,388256,3534,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.429182291030884,absorbing,,,,,,,R,15,17,254,245,39,19,58,4,2,58,0.7681018330040388,0.47710466699209064,1.2452064999961294,1.2462129999767058,560032,475064,256,246,False,False,True,False,475064,246,False,512,0.0006,,160,0,total_elems,560032,475064,1,1,,,,0.0,,,,246,4,475064,3766,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.722498500021175,absorbing,,,,,,,R,15,18,254,245,39,19,58,6,0,58,0.7211284579825588,0.5646112500107847,1.2857397079933435,1.287564416998066,603716,408068,254,128,False,False,True,False,408068,128,False,512,0.0006,,160,0,total_elems,603716,408068,1,1,,,,0.0,,,,128,4,408068,3620,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.902021582995076,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,4,408068,3620,158,40,0,both,0,20,20,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.953508333011996,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,4,440980,3700,158,40,0,both,1,19,19,5,5,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.325531958020292,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,4,398064,3496,158,40,0,left,0,20,20,4,9,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.524968250014354,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,4,256728,2868,158,40,0,left,1,19,19,7,16,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.299874958000146,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,4,235928,2730,158,40,0,right,0,20,20,2,18,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.134021333011333,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,4,151136,2306,158,40,0,right,1,19,19,6,24,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.952436958032195,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,4,114112,1866,158,40,1,both,0,20,20,9,9,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.689691665989812,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,4,113568,1854,158,40,1,both,1,19,19,1,10,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.07763374998467,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,4,101220,1744,158,40,1,left,0,20,20,5,15,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.442919666005764,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,4,88372,1646,158,40,1,left,1,19,19,3,18,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.712206958036404,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,4,84276,1604,158,40,1,right,0,20,20,1,19,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.966646916000172,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,4,76164,1508,158,40,1,right,1,19,19,4,23,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.479686208011117,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,70372,1402,158,40,2,both,0,20,20,5,5,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.92589345801389,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,69444,1378,158,40,2,both,1,19,19,2,7,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.090078665991314,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,69444,1378,158,40,2,left,0,20,20,0,7,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.303616082994267,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,4,68692,1354,158,40,2,left,1,19,19,2,9,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
