time,stage,rewire_side,rewire_phase,rewire_time_s,remaining_layers_before_rewire,parallel_rewire,adaptive_parallel_rewire,absorb_side,it_left,it_right,layers_left,layers_right,u_consumed_total_left,u_consumed_total_right,u_consumed_total,swap_consumed,u_consumed,u_consumed_after_unswap,probe_left_time_s,probe_right_time_s,probe_total_time_s,probe_wall_time_s,probe_left_total_elems,probe_right_total_elems,probe_left_max_bond,probe_right_max_bond,probe_left_hit_max_bond,probe_right_hit_max_bond,probe_left_over_unswap_threshold,probe_right_over_unswap_threshold,selected_total_elems,selected_max_bond,selected_hit_max_bond,compression_max_bond_limit,compression_cutoff,unswap_trigger_max_bond,cycle_start_total_elems,no_progress_unswap_cycles,absorb_score_mode,probe_left_score,probe_right_score,absorb_lookahead_depth,absorb_lookahead_depth_used,absorb_lookahead_candidates,absorb_lookahead_choice,absorb_lookahead_score,absorb_lookahead_time_s,max_bond,max_links,total_elems,total_shapes,total_links,num_tensors,termination_reason,termination_detail,unswap_cycle,gates_consumed,total_work_gates,remaining_work_gates,abort_after_no_progress_unswap_cycles,hit_max_bond,initial_rewire_time_s,initial_rewire_wall_time_s,post_unswap_rewire_time_s,post_unswap_rewire_wall_time_s,absorb_probe_time_s,absorb_probe_wall_time_s,unswap_time_s,accounted_time_s,rewire_wall_time_s,accounted_wall_time_s
1.4016629999969155,rewiring,left,initial,1.2515436250105267,1355,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6825716250023106,rewiring,right,initial,1.2804758330021286,1561,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.756746083003236,absorbing,,,,,,,L,1,0,1353,1559,0,0,0,11,0,0,0.033050166006432846,0.0251360419933917,0.058186207999824546,0.05867162501090206,224,512,1,4,False,False,False,False,224,1,False,4096,0.002,,224,0,total_elems,224,512,1,1,,,,0.0,1,4,224,334,222,56,,,,,,,,,,,,,,,,,,
2.8131777920061722,absorbing,,,,,,,R,1,1,1353,1559,0,0,0,12,0,0,0.02736566698877141,0.024725709008635022,0.05209137599740643,0.05263941700104624,520,512,4,4,False,False,False,False,512,4,False,4096,0.002,,224,0,total_elems,520,512,1,1,,,,0.0,4,4,512,406,222,56,,,,,,,,,,,,,,,,,,
2.8683061670017196,absorbing,,,,,,,L,2,1,1353,1559,1,0,1,11,1,1,0.026548708003247157,0.026251499992213212,0.05280020799546037,0.05333979100396391,844,1168,4,4,False,False,False,False,844,4,False,4096,0.002,,224,0,total_elems,844,1168,1,1,,,,0.0,4,4,844,450,222,56,,,,,,,,,,,,,,,,,,
2.9233725420053815,absorbing,,,,,,,R,2,2,1353,1559,1,1,2,10,1,2,0.025970457994844764,0.026763583009596914,0.05273404100444168,0.05326683299790602,1864,1456,16,4,False,False,False,False,1456,4,False,4096,0.002,,224,0,total_elems,1864,1456,1,1,,,,0.0,4,4,1456,504,222,56,,,,,,,,,,,,,,,,,,
2.977039542005514,absorbing,,,,,,,L,3,2,1353,1559,1,1,2,14,0,2,0.02595124999061227,0.025417166005354375,0.05136841599596664,0.05191054199531209,2464,2732,16,16,False,False,False,False,2464,16,False,4096,0.002,,224,0,total_elems,2464,2732,1,1,,,,0.0,16,4,2464,576,222,56,,,,,,,,,,,,,,,,,,
3.033164583001053,absorbing,,,,,,,R,3,3,1353,1559,1,1,2,13,0,2,0.028056791998096742,0.025718292003148235,0.05377508400124498,0.05431120900902897,5280,4316,16,16,False,False,False,False,4316,16,False,4096,0.002,,224,0,total_elems,5280,4316,1,1,,,,0.0,16,4,4316,700,222,56,,,,,,,,,,,,,,,,,,
3.0908805829967605,absorbing,,,,,,,R,3,4,1353,1559,1,1,2,13,0,2,0.02837633399758488,0.02702270900772419,0.05539904300530907,0.05592537501070183,10116,9464,16,16,False,False,False,False,9464,16,False,4096,0.002,,224,0,total_elems,10116,9464,1,1,,,,0.0,16,4,9464,844,222,56,,,,,,,,,,,,,,,,,,
3.1532171669969102,absorbing,,,,,,,R,3,5,1353,1559,1,1,2,13,0,2,0.03163187499740161,0.028409832986653782,0.06004170798405539,0.06056787499983329,26420,13496,64,16,False,False,False,False,13496,16,False,4096,0.002,,224,0,total_elems,26420,13496,1,1,,,,0.0,16,4,13496,988,222,56,,,,,,,,,,,,,,,,,,
3.2164292079978622,absorbing,,,,,,,R,3,6,1353,1559,1,1,2,12,0,2,0.032637666998198256,0.028245042005437426,0.06088270900363568,0.06141387500974815,29108,17516,64,16,False,False,False,False,17516,16,False,4096,0.002,,224,0,total_elems,29108,17516,1,1,,,,0.0,16,4,17516,1102,222,56,,,,,,,,,,,,,,,,,,
