midpoint_index,window,assignment_score,null_mean,null_std,z,empirical_p,median_assignment_margin,graph_score,graph_null_mean,graph_null_std,graph_z,graph_empirical_p,mismatched_window_graph_score,shuffled_layer_temporal_score
958,256,0.6426012360315366,0.41656358134668336,0.011990800884343313,18.850922208206814,0.004975124378109453,0.011830137784727857,0.2834889795801241,0.11192564897496751,0.021342689188724746,8.03850578941068,0.004975124378109453,0.1793323332816163,0.7662066692218457
894,256,0.6290053388231637,0.4068593959959616,0.01141468990100071,19.461408479237516,0.004975124378109453,-0.01934341144036361,0.2776504060429661,0.11252850591068288,0.021681851399829935,7.615673453678332,0.004975124378109453,0.1458521687655505,0.7702084357501501
990,256,0.6289552131987516,0.40440302474556317,0.011877385928284,18.90585940450542,0.004975124378109453,-0.018980337946234382,0.31298764195461437,0.1062517321619314,0.023088816394367,8.953941434742429,0.004975124378109453,0.18060945639429235,0.780619440742459
926,256,0.6268202209926562,0.40523071621690776,0.01088671323988553,20.354123406494573,0.004975124378109453,-0.019341004589919386,0.2795115489067808,0.11273197096329088,0.024628116520256153,6.771917690348628,0.004975124378109453,0.22640166162658898,0.7530256687272284
1022,256,0.6227763698206138,0.40995451179958164,0.011497699244721363,18.509951729580983,0.004975124378109453,0.002247857290581856,0.3279759103555371,0.10690512497848421,0.02149754028701514,10.283538601417726,0.004975124378109453,0.17146936264380044,0.7734283206535582
958,512,0.6184426832741042,0.3998031705828944,0.011079805559289823,19.73315429781097,0.004975124378109453,-0.013616235644902053,0.30299115345049943,0.22152164373516128,0.0208057489402401,3.9157210802332205,0.004975124378109453,0.0,0.7678065301322398
1022,768,0.6181943391595601,0.40094022202495155,0.011821446940234655,18.377963225058142,0.004975124378109453,0.014291876322018504,0.3912385405760482,0.3160519875691114,0.018360048082286303,4.095117434876244,0.004975124378109453,0.0,0.7393935462403866
958,768,0.6159489402480541,0.3999995141973855,0.0116816075554264,18.486276398692638,0.004975124378109453,-0.02295788137089888,0.4045316933350958,0.3197056686953888,0.018574144719261772,4.566887246858838,0.004975124378109453,0.0,0.7554027353521163
926,768,0.6156962139605311,0.40075025763546374,0.011509609522883768,18.675347404071793,0.004975124378109453,-0.0033558669232479077,0.37945548884593683,0.31759349705870055,0.016596641971950328,3.727380026139509,0.004975124378109453,0.0,0.7425981717164591
1022,512,0.6141303633724109,0.39984649107061115,0.010730395873699622,19.96980119130675,0.004975124378109453,-0.009173806523705086,0.32543541515578966,0.21581707199608757,0.017168178593417138,6.384972206762428,0.004975124378109453,0.0,0.7438856813499868
926,512,0.6128724261475459,0.397598247536769,0.011627439286446769,18.51432403192213,0.004975124378109453,-0.012223058342631155,0.30237979675712834,0.2206134323193764,0.021514032927884688,3.8006060840305405,0.004975124378109453,0.0,0.7692517338325773
894,768,0.6115087736087272,0.40248663439114873,0.01241111714934386,16.841524957213775,0.004975124378109453,-0.03582954904946062,0.3695743126770318,0.3117166755449656,0.017726175286527618,3.263966207986195,0.009950248756218905,0.0,0.7512057369794531
990,768,0.60881587684156,0.4026770261204791,0.011044579823728062,18.66425468519991,0.004975124378109453,-0.030982319004082215,0.40332040233389577,0.3140290592732259,0.017582159375577496,5.078519717248159,0.004975124378109453,0.0,0.7577441462871857
990,512,0.6083830865985875,0.4002412786861842,0.011056600031087431,18.825118691747804,0.004975124378109453,-0.013715255814534533,0.33647640967682396,0.2162944284250205,0.02029894578389007,5.920602110636896,0.004975124378109453,0.0,0.7522569792954223
894,512,0.6011498980448781,0.39908483257299004,0.011935275195898088,16.930071754133802,0.004975124378109453,-0.019154111117563044,0.35624085234774666,0.21920428968919498,0.019592001839056086,6.994515608168905,0.004975124378109453,0.0,0.7555341634967746
