time,stage,rewire_side,rewire_phase,rewire_time_s,remaining_layers_before_rewire,parallel_rewire,adaptive_parallel_rewire,absorb_side,it_left,it_right,layers_left,layers_right,u_consumed_total_left,u_consumed_total_right,u_consumed_total,swap_consumed,u_consumed,u_consumed_after_unswap,probe_left_time_s,probe_right_time_s,probe_total_time_s,probe_wall_time_s,probe_left_total_elems,probe_right_total_elems,probe_left_max_bond,probe_right_max_bond,probe_left_hit_max_bond,probe_right_hit_max_bond,probe_left_over_unswap_threshold,probe_right_over_unswap_threshold,selected_total_elems,selected_max_bond,selected_hit_max_bond,compression_max_bond_limit,compression_cutoff,unswap_trigger_max_bond,cycle_start_total_elems,no_progress_unswap_cycles,absorb_score_mode,probe_left_score,probe_right_score,absorb_lookahead_depth,absorb_lookahead_depth_used,absorb_lookahead_candidates,absorb_lookahead_choice,absorb_lookahead_score,absorb_lookahead_time_s,max_bond,max_links,total_elems,total_shapes,total_links,num_tensors,termination_reason,termination_detail,unswap_cycle,gates_consumed,total_work_gates,remaining_work_gates,abort_after_no_progress_unswap_cycles,hit_max_bond,initial_rewire_time_s,initial_rewire_wall_time_s,post_unswap_rewire_time_s,post_unswap_rewire_wall_time_s,absorb_probe_time_s,absorb_probe_wall_time_s,unswap_time_s,accounted_time_s,rewire_wall_time_s,accounted_wall_time_s
1.4218031249911292,rewiring,left,initial,1.2592920000024606,1355,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8404394590033917,rewiring,right,initial,1.4182940830069128,1561,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.924551000003703,absorbing,,,,,,,L,1,0,1353,1559,0,0,0,11,0,0,0.03624037500412669,0.02568500000052154,0.06192537500464823,0.062454333005007356,224,512,1,4,False,False,False,False,224,1,False,4096,0.002,,224,0,total_elems,224,512,1,1,,,,0.0,1,4,224,334,222,56,,,,,,,,,,,,,,,,,,
2.984761959000025,absorbing,,,,,,,R,1,1,1353,1559,0,0,0,12,0,0,0.028817500002332963,0.026335292001022026,0.05515279200335499,0.05577325000194833,520,512,4,4,False,False,False,False,512,4,False,4096,0.002,,224,0,total_elems,520,512,1,1,,,,0.0,4,4,512,406,222,56,,,,,,,,,,,,,,,,,,
3.042501584001002,absorbing,,,,,,,L,2,1,1353,1559,1,0,1,11,1,1,0.028100166004151106,0.027195375005248934,0.05529554100940004,0.05590245900384616,844,1168,4,4,False,False,False,False,844,4,False,4096,0.002,,224,0,total_elems,844,1168,1,1,,,,0.0,4,4,844,450,222,56,,,,,,,,,,,,,,,,,,
3.100066541999695,absorbing,,,,,,,R,2,2,1353,1559,1,1,2,10,1,2,0.02640854199125897,0.028623666992643848,0.05503220898390282,0.05563162500038743,1864,1456,16,4,False,False,False,False,1456,4,False,4096,0.002,,224,0,total_elems,1864,1456,1,1,,,,0.0,4,4,1456,504,222,56,,,,,,,,,,,,,,,,,,
3.1604100840049796,absorbing,,,,,,,L,3,2,1353,1559,1,1,2,14,0,2,0.029588374993181787,0.027725249994546175,0.05731362498772796,0.05793370799801778,2464,2732,16,16,False,False,False,False,2464,16,False,4096,0.002,,224,0,total_elems,2464,2732,1,1,,,,0.0,16,4,2464,576,222,56,,,,,,,,,,,,,,,,,,
3.220387124994886,absorbing,,,,,,,R,3,3,1353,1559,1,1,2,13,0,2,0.029768499996862374,0.027783249999629334,0.05755174999649171,0.05812949998653494,5280,4316,16,16,False,False,False,False,4316,16,False,4096,0.002,,224,0,total_elems,5280,4316,1,1,,,,0.0,16,4,4316,700,222,56,,,,,,,,,,,,,,,,,,
3.2777494589972775,absorbing,,,,,,,R,3,4,1353,1559,1,1,2,13,0,2,0.028139791000285186,0.02680950000649318,0.05494929100677837,0.05551750000449829,10116,9464,16,16,False,False,False,False,9464,16,False,4096,0.002,,224,0,total_elems,10116,9464,1,1,,,,0.0,16,4,9464,844,222,56,,,,,,,,,,,,,,,,,,
3.3398790420033038,absorbing,,,,,,,R,3,5,1353,1559,1,1,2,13,0,2,0.03171062500041444,0.028073708002921194,0.05978433300333563,0.06033716700039804,26420,13496,64,16,False,False,False,False,13496,16,False,4096,0.002,,224,0,total_elems,26420,13496,1,1,,,,0.0,16,4,13496,988,222,56,,,,,,,,,,,,,,,,,,
