time,stage,rewire_side,rewire_phase,rewire_time_s,remaining_layers_before_rewire,parallel_rewire,adaptive_parallel_rewire,absorb_side,it_left,it_right,layers_left,layers_right,u_consumed_total_left,u_consumed_total_right,u_consumed_total,swap_consumed,u_consumed,u_consumed_after_unswap,probe_left_time_s,probe_right_time_s,probe_total_time_s,probe_wall_time_s,probe_left_total_elems,probe_right_total_elems,probe_left_max_bond,probe_right_max_bond,probe_left_hit_max_bond,probe_right_hit_max_bond,probe_left_over_unswap_threshold,probe_right_over_unswap_threshold,selected_total_elems,selected_max_bond,selected_hit_max_bond,compression_max_bond_limit,compression_cutoff,unswap_trigger_max_bond,cycle_start_total_elems,no_progress_unswap_cycles,absorb_score_mode,probe_left_score,probe_right_score,absorb_lookahead_depth,absorb_lookahead_depth_used,absorb_lookahead_candidates,absorb_lookahead_choice,absorb_lookahead_score,absorb_lookahead_time_s,max_bond,max_links,total_elems,total_shapes,total_links,num_tensors,termination_reason,termination_detail,unswap_cycle,gates_consumed,total_work_gates,remaining_work_gates,abort_after_no_progress_unswap_cycles,hit_max_bond,initial_rewire_time_s,initial_rewire_wall_time_s,post_unswap_rewire_time_s,post_unswap_rewire_wall_time_s,absorb_probe_time_s,absorb_probe_wall_time_s,unswap_time_s,accounted_time_s,rewire_wall_time_s,accounted_wall_time_s
0.9510615000035614,rewiring,left,initial,0.845652957999846,1355,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7404743330116617,rewiring,right,initial,0.7892256249906495,1561,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8004060000093887,absorbing,,,,,,,L,1,0,1353,1559,0,0,0,11,0,0,0.02701070799957961,0.02005395900050644,0.04706466700008605,0.0474288749974221,224,512,1,4,False,False,False,False,224,1,False,4096,0.002,,224,0,total_elems,224,512,1,1,,,,0.0,1,4,224,334,222,56,,,,,,,,,,,,,,,,,,
1.8444053330022143,absorbing,,,,,,,R,1,1,1353,1559,0,0,0,12,0,0,0.021355208999011666,0.0193029999936698,0.040658208992681466,0.0410670840064995,520,512,4,4,False,False,False,False,512,4,False,4096,0.002,,224,0,total_elems,520,512,1,1,,,,0.0,4,4,512,406,222,56,,,,,,,,,,,,,,,,,,
1.888052082998911,absorbing,,,,,,,L,2,1,1353,1559,1,0,1,11,1,1,0.021253207989502698,0.02061895800579805,0.04187216599530075,0.04228100000182167,844,1168,4,4,False,False,False,False,844,4,False,4096,0.002,,224,0,total_elems,844,1168,1,1,,,,0.0,4,4,844,450,222,56,,,,,,,,,,,,,,,,,,
1.931549291999545,absorbing,,,,,,,R,2,2,1353,1559,1,1,2,10,1,2,0.020720875007100403,0.02101087498886045,0.041731749995960854,0.04213250000611879,1864,1456,16,4,False,False,False,False,1456,4,False,4096,0.002,,224,0,total_elems,1864,1456,1,1,,,,0.0,4,4,1456,504,222,56,,,,,,,,,,,,,,,,,,
2.1023940830054926,absorbing,,,,,,,L,3,2,1353,1559,1,1,2,14,0,2,0.02029799998854287,0.14880179200554267,0.16909979199408554,0.16949770798964892,2464,2732,16,16,False,False,False,False,2464,16,False,4096,0.002,,224,0,total_elems,2464,2732,1,1,,,,0.0,16,4,2464,576,222,56,,,,,,,,,,,,,,,,,,
2.146937458004686,absorbing,,,,,,,R,3,3,1353,1559,1,1,2,13,0,2,0.0220688339904882,0.02072395899449475,0.04279279298498295,0.0431970839999849,5280,4316,16,16,False,False,False,False,4316,16,False,4096,0.002,,224,0,total_elems,5280,4316,1,1,,,,0.0,16,4,4316,700,222,56,,,,,,,,,,,,,,,,,,
2.1930700830125716,absorbing,,,,,,,R,3,4,1353,1559,1,1,2,13,0,2,0.022630374995060265,0.021739667005022056,0.04437004200008232,0.044783708013710566,10116,9464,16,16,False,False,False,False,9464,16,False,4096,0.002,,224,0,total_elems,10116,9464,1,1,,,,0.0,16,4,9464,844,222,56,,,,,,,,,,,,,,,,,,
2.2432869170006597,absorbing,,,,,,,R,3,5,1353,1559,1,1,2,13,0,2,0.025729250002768822,0.022721291010384448,0.04845054101315327,0.04886858401005156,26420,13496,64,16,False,False,False,False,13496,16,False,4096,0.002,,224,0,total_elems,26420,13496,1,1,,,,0.0,16,4,13496,988,222,56,,,,,,,,,,,,,,,,,,
