time,stage,rewire_side,rewire_phase,rewire_time_s,remaining_layers_before_rewire,parallel_rewire,adaptive_parallel_rewire,absorb_side,it_left,it_right,layers_left,layers_right,u_consumed_total_left,u_consumed_total_right,u_consumed_total,swap_consumed,u_consumed,u_consumed_after_unswap,probe_left_time_s,probe_right_time_s,probe_total_time_s,probe_wall_time_s,probe_left_total_elems,probe_right_total_elems,probe_left_max_bond,probe_right_max_bond,probe_left_hit_max_bond,probe_right_hit_max_bond,probe_left_over_unswap_threshold,probe_right_over_unswap_threshold,selected_total_elems,selected_max_bond,selected_hit_max_bond,compression_max_bond_limit,compression_cutoff,unswap_trigger_max_bond,cycle_start_total_elems,no_progress_unswap_cycles,absorb_score_mode,probe_left_score,probe_right_score,absorb_lookahead_depth,absorb_lookahead_depth_used,absorb_lookahead_candidates,absorb_lookahead_choice,absorb_lookahead_score,absorb_lookahead_time_s,max_bond,max_links,total_elems,total_shapes,total_links,num_tensors,termination_reason,termination_detail,unswap_cycle,gates_consumed,total_work_gates,remaining_work_gates,abort_after_no_progress_unswap_cycles,hit_max_bond,initial_rewire_time_s,initial_rewire_wall_time_s,post_unswap_rewire_time_s,post_unswap_rewire_wall_time_s,absorb_probe_time_s,absorb_probe_wall_time_s,unswap_time_s,accounted_time_s,rewire_wall_time_s,accounted_wall_time_s
1.2900112499919487,rewiring,left,initial,1.1383848330006003,1355,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3327968340017833,rewiring,right,initial,1.042525625001872,1561,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.410774208998191,absorbing,,,,,,,L,1,0,1353,1559,0,0,0,11,0,0,0.03485895899939351,0.026368332997662947,0.061227291997056454,0.06174137500056531,224,512,1,4,False,False,False,False,224,1,False,4096,0.002,,224,0,total_elems,224,512,1,1,,,,0.0,1,4,224,334,222,56,,,,,,,,,,,,,,,,,,
2.4689301250036806,absorbing,,,,,,,R,1,1,1353,1559,0,0,0,12,0,0,0.02771349999238737,0.025988958004745655,0.053702457997133024,0.05425854200439062,520,512,4,4,False,False,False,False,512,4,False,4096,0.002,,224,0,total_elems,520,512,1,1,,,,0.0,4,4,512,406,222,56,,,,,,,,,,,,,,,,,,
2.5266192089911783,absorbing,,,,,,,L,2,1,1353,1559,1,0,1,11,1,1,0.027865166994160973,0.02738979199784808,0.05525495899200905,0.05585525000060443,844,1168,4,4,False,False,False,False,844,4,False,4096,0.002,,224,0,total_elems,844,1168,1,1,,,,0.0,4,4,844,450,222,56,,,,,,,,,,,,,,,,,,
2.584172999995644,absorbing,,,,,,,R,2,2,1353,1559,1,1,2,10,1,2,0.027164541999809444,0.028014041992719285,0.05517858399252873,0.05573054098931607,1864,1456,16,4,False,False,False,False,1456,4,False,4096,0.002,,224,0,total_elems,1864,1456,1,1,,,,0.0,4,4,1456,504,222,56,,,,,,,,,,,,,,,,,,
2.8309004589973483,absorbing,,,,,,,L,3,2,1353,1559,1,1,2,14,0,2,0.026776375001645647,0.21754141700512264,0.2443177920067683,0.2448902499891119,2464,2732,16,16,False,False,False,False,2464,16,False,4096,0.002,,224,0,total_elems,2464,2732,1,1,,,,0.0,16,4,2464,576,222,56,,,,,,,,,,,,,,,,,,
2.890033458999824,absorbing,,,,,,,R,3,3,1353,1559,1,1,2,13,0,2,0.029315834006411023,0.027323250003973953,0.05663908401038498,0.05722291699203197,5280,4316,16,16,False,False,False,False,4316,16,False,4096,0.002,,224,0,total_elems,5280,4316,1,1,,,,0.0,16,4,4316,700,222,56,,,,,,,,,,,,,,,,,,
2.9519321669940837,absorbing,,,,,,,R,3,4,1353,1559,1,1,2,13,0,2,0.03050154200172983,0.028948374994797632,0.05944991699652746,0.06006370799150318,10116,9464,16,16,False,False,False,False,9464,16,False,4096,0.002,,224,0,total_elems,10116,9464,1,1,,,,0.0,16,4,9464,844,222,56,,,,,,,,,,,,,,,,,,
3.0175811249937396,absorbing,,,,,,,R,3,5,1353,1559,1,1,2,13,0,2,0.03361516700533684,0.02961462500388734,0.06322979200922418,0.06379604099493008,26420,13496,64,16,False,False,False,False,13496,16,False,4096,0.002,,224,0,total_elems,26420,13496,1,1,,,,0.0,16,4,13496,988,222,56,,,,,,,,,,,,,,,,,,
