time,stage,absorb_side,it_left,it_right,layers_left,layers_right,u_consumed_total_left,u_consumed_total_right,u_consumed_total,swap_consumed,u_consumed,u_consumed_after_unswap,probe_left_time_s,probe_right_time_s,probe_total_time_s,probe_wall_time_s,probe_left_total_elems,probe_right_total_elems,probe_left_max_bond,probe_right_max_bond,probe_left_hit_max_bond,probe_right_hit_max_bond,probe_left_over_unswap_threshold,probe_right_over_unswap_threshold,selected_total_elems,selected_max_bond,selected_hit_max_bond,compression_max_bond_limit,compression_cutoff,unswap_trigger_max_bond,cycle_start_total_elems,no_progress_unswap_cycles,absorb_score_mode,probe_left_score,probe_right_score,absorb_lookahead_depth,absorb_lookahead_depth_used,absorb_lookahead_candidates,absorb_lookahead_choice,absorb_lookahead_score,absorb_lookahead_time_s,max_bond,max_links,total_elems,total_shapes,total_links,num_tensors,iteration,side,parity,candidate_pairs,candidate_pairs_total,new_swaps,total_swaps,pair_lookahead_probes,pair_lookahead_candidates,pair_lookahead_current_score,pair_lookahead_best_score,alignment_score,route_proxy_weight,route_proxy_lookahead,route_proxy_rejected_swaps,route_proxy_added_swaps,alignment_weight,alignment_protect_gain,alignment_tie_loss,unswap_cycle,unswap_cycle_time_s,gates_consumed,total_work_gates,remaining_work_gates,cycle_gates_consumed,hit_max_bond,rewire_side,rewire_phase,rewire_time_s,sabre_trials,remaining_layers_before_rewire,parallel_rewire,adaptive_parallel_rewire,adaptive_parallel_rewire_probed,cycle_work_consumed_before_rewire,route_candidates,route_score,route_score_lookahead,parallel_route_candidates,route_candidate_workers,route_chosen_seed,route_score_value,route_score_time_s,route_rewire_time_s,route_candidate_scores,route_total_time_s,rewire_wall_time_s
3.7659528749645688,absorbing,L,1,0,1655,1866,2,0,2,12,2,2,0.057796375011093915,0.0395486670313403,0.09734504204243422,0.098732583981473,264,448,2,4,False,False,False,False,264,2,False,512,0.0006,,248,0,total_elems,264,448,1,1,,,,0.0,2,4,264,374,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8523190839914605,absorbing,R,1,1,1655,1866,2,1,3,8,1,3,0.042267249955330044,0.03815845801727846,0.0804257079726085,0.0812478750012815,572,464,4,4,False,False,False,False,464,4,False,512,0.0006,,248,0,total_elems,572,464,1,1,,,,0.0,4,4,464,424,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.9343206670018844,absorbing,L,2,1,1655,1866,3,1,4,16,1,4,0.03970775002380833,0.03718758298782632,0.07689533301163465,0.07772491598734632,656,956,4,4,False,False,False,False,656,4,False,512,0.0006,,248,0,total_elems,656,956,1,1,,,,0.0,4,4,656,460,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0212808339856565,absorbing,R,2,2,1655,1866,3,1,4,8,0,4,0.04156004101969302,0.03976829198654741,0.08132833300624043,0.08217958401655778,1660,1112,4,4,False,False,False,False,1112,4,False,512,0.0006,,248,0,total_elems,1660,1112,1,1,,,,0.0,4,4,1112,502,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.107562916993629,absorbing,R,2,3,1655,1866,3,2,5,6,1,5,0.04267112503293902,0.038576874998398125,0.08124800003133714,0.08200758299790323,2524,1936,16,16,False,False,False,False,1936,16,False,512,0.0006,,248,0,total_elems,2524,1936,1,1,,,,0.0,16,4,1936,558,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.204196083999705,absorbing,R,2,4,1655,1866,3,2,5,8,0,5,0.048625415947753936,0.04064674995606765,0.08927216590382159,0.09023504098877311,4752,4432,16,16,False,False,False,False,4432,16,False,512,0.0006,,248,0,total_elems,4752,4432,1,1,,,,0.0,16,4,4432,672,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.29106924997177,absorbing,L,3,4,1655,1866,5,2,7,17,2,7,0.0427922080270946,0.03871925000566989,0.0815114580327645,0.0822991660097614,8052,9780,16,16,False,False,False,False,8052,16,False,512,0.0006,,248,0,total_elems,8052,9780,1,1,,,,0.0,16,4,8052,776,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4088188339956105,absorbing,R,3,5,1655,1866,5,2,7,10,0,7,0.06709950004005805,0.04457412497140467,0.11167362501146272,0.1124395839869976,37608,23036,64,64,False,False,False,False,23036,64,False,512,0.0006,,248,0,total_elems,37608,23036,1,1,,,,0.0,64,4,23036,1078,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.640158416994382,absorbing,R,3,6,1655,1866,5,2,7,10,0,7,0.1345421249861829,0.08944483398227021,0.2239869589684531,0.22600949998013675,109456,80444,128,64,False,False,False,False,80444,64,False,512,0.0006,,248,0,total_elems,109456,80444,1,1,,,,0.0,64,4,80444,1414,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.237417124968488,absorbing,L,4,6,1655,1866,7,2,9,18,2,9,0.37605883297510445,0.21531512500951067,0.5913739579846151,0.5929193749907427,269840,294496,256,256,False,False,False,False,269840,256,False,512,0.0006,,248,0,total_elems,269840,294496,1,1,,,,0.0,256,4,269840,2098,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.042354999983218,absorbing,L,5,6,1655,1866,7,2,9,19,0,9,0.33469329099170864,0.464749333972577,0.7994426249642856,0.8004606660106219,361996,691640,256,256,False,False,False,True,361996,256,False,512,0.0006,,248,0,total_elems,361996,691640,1,1,,,,0.0,256,4,361996,2488,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.208794292004313,absorbing,L,6,6,1655,1866,8,2,10,18,1,10,0.5456088749924675,0.6144348749658093,1.1600437499582767,1.161309540970251,390116,702356,256,256,False,False,False,True,390116,256,False,512,0.0006,,248,0,total_elems,390116,702356,1,1,,,,0.0,256,4,390116,2904,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.956294083967805,unswapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,4,241616,2792,246,62,0,both,0,31,31,6,6,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
