time,stage,rewire_side,rewire_phase,rewire_time_s,remaining_layers_before_rewire,parallel_rewire,adaptive_parallel_rewire,absorb_side,it_left,it_right,layers_left,layers_right,u_consumed_total_left,u_consumed_total_right,u_consumed_total,swap_consumed,u_consumed,u_consumed_after_unswap,probe_left_time_s,probe_right_time_s,probe_total_time_s,probe_wall_time_s,probe_left_total_elems,probe_right_total_elems,probe_left_max_bond,probe_right_max_bond,probe_left_hit_max_bond,probe_right_hit_max_bond,probe_left_over_unswap_threshold,probe_right_over_unswap_threshold,selected_total_elems,selected_max_bond,selected_hit_max_bond,compression_max_bond_limit,compression_cutoff,unswap_trigger_max_bond,cycle_start_total_elems,no_progress_unswap_cycles,absorb_score_mode,probe_left_score,probe_right_score,absorb_lookahead_depth,absorb_lookahead_depth_used,absorb_lookahead_candidates,absorb_lookahead_choice,absorb_lookahead_score,absorb_lookahead_time_s,max_bond,max_links,total_elems,total_shapes,total_links,num_tensors,iteration,side,parity,candidate_pairs,candidate_pairs_total,new_swaps,total_swaps,pair_lookahead_probes,pair_lookahead_candidates,pair_lookahead_current_score,pair_lookahead_best_score,alignment_score,route_proxy_weight,route_proxy_lookahead,route_proxy_rejected_swaps,route_proxy_added_swaps,alignment_weight,alignment_protect_gain,alignment_tie_loss,unswap_cycle,unswap_cycle_time_s,gates_consumed,total_work_gates,remaining_work_gates,cycle_gates_consumed,hit_max_bond,sabre_trials,adaptive_parallel_rewire_probed,cycle_work_consumed_before_rewire,route_candidates,route_score,route_score_lookahead,parallel_route_candidates,route_candidate_workers,route_chosen_seed,route_score_value,route_score_time_s,route_rewire_time_s,route_candidate_scores,route_total_time_s,rewire_wall_time_s,termination_reason,termination_detail,abort_after_no_progress_unswap_cycles,initial_rewire_time_s,initial_rewire_wall_time_s,post_unswap_rewire_time_s,post_unswap_rewire_wall_time_s,absorb_probe_time_s,absorb_probe_wall_time_s,unswap_time_s,accounted_time_s,accounted_wall_time_s
0.5730933750164695,rewiring,left,initial,0.4849547919584438,619,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9635715410113335,rewiring,right,initial,0.3902797920163721,551,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0352462500450201,absorbing,,,,,,,L,1,0,617,549,0,0,0,10,0,0,0.03131404198938981,0.026052416011225432,0.05736645800061524,0.05776887497631833,176,376,1,4,False,False,False,False,176,1,False,512,0.002,,176,0,total_elems,176,376,1,1,,,,0.0,1,4,176,262,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.087874625052791,absorbing,,,,,,,R,1,1,617,549,0,2,2,7,2,2,0.025333792029414326,0.024141874979250133,0.04947566700866446,0.049940125027205795,532,376,4,4,False,False,False,False,376,4,False,512,0.002,,176,0,total_elems,532,376,1,1,,,,0.0,4,4,376,312,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1399628330254927,absorbing,,,,,,,R,1,2,617,549,0,2,2,8,0,2,0.025159124983474612,0.023816082975827157,0.04897520795930177,0.04943766596261412,960,868,4,4,False,False,False,False,868,4,False,512,0.002,,176,0,total_elems,960,868,1,1,,,,0.0,4,4,868,360,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1930503330077045,absorbing,,,,,,,L,2,2,617,549,2,2,4,8,2,4,0.025196333997882903,0.02462429105071351,0.04982062504859641,0.050290915998630226,1500,1884,8,16,False,False,False,False,1500,8,False,512,0.002,,176,0,total_elems,1500,1884,1,1,,,,0.0,8,4,1500,422,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.244308625056874,absorbing,,,,,,,L,3,2,617,549,2,2,4,10,0,4,0.022323207987938076,0.025315749982837588,0.047638957970775664,0.048165707965381444,2184,2648,16,16,False,False,False,False,2184,16,False,512,0.002,,176,0,total_elems,2184,2648,1,1,,,,0.0,16,4,2184,476,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2952759580221027,absorbing,,,,,,,R,3,3,617,549,2,3,5,10,1,5,0.02276058297138661,0.024758666986599565,0.047519249957986176,0.04803816700587049,5004,3436,16,16,False,False,False,False,3436,16,False,512,0.002,,176,0,total_elems,5004,3436,1,1,,,,0.0,16,4,3436,546,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.348454250022769,absorbing,,,,,,,L,4,3,617,549,2,3,5,10,0,5,0.023013458994682878,0.026484041998628527,0.049497500993311405,0.050085707975085825,6568,7564,16,16,False,False,False,False,6568,16,False,512,0.002,,176,0,total_elems,6568,7564,1,1,,,,0.0,16,4,6568,644,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4062807080335915,absorbing,,,,,,,R,4,4,617,549,2,4,6,9,1,6,0.025749166030436754,0.028312083042692393,0.05406124907312915,0.054671416990458965,15400,13320,64,32,False,False,False,False,13320,32,False,512,0.002,,176,0,total_elems,15400,13320,1,1,,,,0.0,32,4,13320,842,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
