time,stage,rewire_side,rewire_phase,rewire_time_s,remaining_layers_before_rewire,parallel_rewire,adaptive_parallel_rewire,absorb_side,it_left,it_right,layers_left,layers_right,u_consumed_total_left,u_consumed_total_right,u_consumed_total,swap_consumed,u_consumed,u_consumed_after_unswap,probe_left_time_s,probe_right_time_s,probe_total_time_s,probe_wall_time_s,probe_left_total_elems,probe_right_total_elems,probe_left_max_bond,probe_right_max_bond,probe_left_hit_max_bond,probe_right_hit_max_bond,probe_left_over_unswap_threshold,probe_right_over_unswap_threshold,selected_total_elems,selected_max_bond,selected_hit_max_bond,compression_max_bond_limit,compression_cutoff,unswap_trigger_max_bond,cycle_start_total_elems,no_progress_unswap_cycles,absorb_score_mode,probe_left_score,probe_right_score,absorb_lookahead_depth,absorb_lookahead_depth_used,absorb_lookahead_candidates,absorb_lookahead_choice,absorb_lookahead_score,absorb_lookahead_time_s,max_bond,max_links,total_elems,total_shapes,total_links,num_tensors,termination_reason,termination_detail,unswap_cycle,gates_consumed,total_work_gates,remaining_work_gates,abort_after_no_progress_unswap_cycles,hit_max_bond,initial_rewire_time_s,initial_rewire_wall_time_s,post_unswap_rewire_time_s,post_unswap_rewire_wall_time_s,absorb_probe_time_s,absorb_probe_wall_time_s,unswap_time_s,accounted_time_s,rewire_wall_time_s,accounted_wall_time_s
1.884479583997745,rewiring,left,initial,1.5744504170143045,1657,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.374682749970816,rewiring,right,initial,1.4897049579885788,1868,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.4676834169658832,absorbing,,,,,,,L,1,0,1655,1866,2,0,2,12,2,2,0.041966292017605156,0.029949874966405332,0.07191616698401049,0.07252029096707702,264,448,2,4,False,False,False,False,264,2,False,64,0.005,,248,0,total_elems,264,448,1,1,,,,0.0,2,4,264,374,246,62,,,,,,,,,,,,,,,,,,
3.5319885420030914,absorbing,,,,,,,R,1,1,1655,1866,2,1,3,8,1,3,0.030242874985560775,0.029847041005268693,0.06008991599082947,0.060748625022824854,572,464,4,4,False,False,False,False,464,4,False,64,0.005,,248,0,total_elems,572,464,1,1,,,,0.0,4,4,464,424,246,62,,,,,,,,,,,,,,,,,,
3.5957813339773566,absorbing,,,,,,,L,2,1,1655,1866,3,1,4,16,1,4,0.03067704103887081,0.028655916976276785,0.0593329580151476,0.05996212502941489,656,956,4,4,False,False,False,False,656,4,False,64,0.005,,248,0,total_elems,656,956,1,1,,,,0.0,4,4,656,460,246,62,,,,,,,,,,,,,,,,,,
3.663614291988779,absorbing,,,,,,,R,2,2,1655,1866,3,1,4,8,0,4,0.03311633301200345,0.029383999994024634,0.06250033300602809,0.06314983300399035,1660,1112,4,4,False,False,False,False,1112,4,False,64,0.005,,248,0,total_elems,1660,1112,1,1,,,,0.0,4,4,1112,502,246,62,,,,,,,,,,,,,,,,,,
3.7322420839918777,absorbing,,,,,,,R,2,3,1655,1866,3,2,5,6,1,5,0.03276545798871666,0.030032499984372407,0.06279795797308907,0.0637001660070382,2524,1936,16,16,False,False,False,False,1936,16,False,64,0.005,,248,0,total_elems,2524,1936,1,1,,,,0.0,16,4,1936,558,246,62,,,,,,,,,,,,,,,,,,
3.800682000000961,absorbing,,,,,,,R,2,4,1655,1866,3,2,5,8,0,5,0.03329362499061972,0.030125292018055916,0.06341891700867563,0.06407324998872355,4752,4432,16,16,False,False,False,False,4432,16,False,64,0.005,,248,0,total_elems,4752,4432,1,1,,,,0.0,16,4,4432,672,246,62,,,,,,,,,,,,,,,,,,
3.869658791983966,absorbing,,,,,,,L,3,4,1655,1866,5,2,7,17,2,7,0.03355054196435958,0.03095862496411428,0.06450916692847386,0.06513462500879541,8052,9780,16,16,False,False,False,False,8052,16,False,64,0.005,,248,0,total_elems,8052,9780,1,1,,,,0.0,16,4,8052,776,246,62,,,,,,,,,,,,,,,,,,
3.9554204589803703,absorbing,,,,,,,R,3,5,1655,1866,5,2,7,10,0,7,0.04489187500439584,0.034647207998204976,0.07953908300260082,0.08018675004132092,32808,23036,64,64,True,True,False,False,23036,64,True,64,0.005,,248,0,total_elems,32808,23036,1,1,,,,0.0,64,4,23036,1078,246,62,,,,,,,,,,,,,,,,,,
