time,stage,rewire_side,rewire_phase,rewire_time_s,remaining_layers_before_rewire,parallel_rewire,adaptive_parallel_rewire,absorb_side,it_left,it_right,layers_left,layers_right,u_consumed_total_left,u_consumed_total_right,u_consumed_total,swap_consumed,u_consumed,u_consumed_after_unswap,probe_left_time_s,probe_right_time_s,probe_total_time_s,probe_wall_time_s,probe_left_total_elems,probe_right_total_elems,probe_left_max_bond,probe_right_max_bond,probe_left_hit_max_bond,probe_right_hit_max_bond,probe_left_over_unswap_threshold,probe_right_over_unswap_threshold,selected_total_elems,selected_max_bond,selected_hit_max_bond,compression_max_bond_limit,compression_cutoff,unswap_trigger_max_bond,cycle_start_total_elems,no_progress_unswap_cycles,absorb_score_mode,probe_left_score,probe_right_score,absorb_lookahead_depth,absorb_lookahead_depth_used,absorb_lookahead_candidates,absorb_lookahead_choice,absorb_lookahead_score,absorb_lookahead_time_s,max_bond,max_links,total_elems,total_shapes,total_links,num_tensors,termination_reason,termination_detail,unswap_cycle,gates_consumed,total_work_gates,remaining_work_gates,abort_after_no_progress_unswap_cycles,hit_max_bond,initial_rewire_time_s,initial_rewire_wall_time_s,post_unswap_rewire_time_s,post_unswap_rewire_wall_time_s,absorb_probe_time_s,absorb_probe_wall_time_s,unswap_time_s,accounted_time_s,rewire_wall_time_s,accounted_wall_time_s
0.8428345410065958,rewiring,left,initial,0.746675583999604,1355,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5428352909948444,rewiring,right,initial,0.6998368329950608,1561,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.599799666000763,absorbing,,,,,,,L,1,0,1353,1559,0,0,0,11,0,0,0.02592937499866821,0.019421791002969258,0.045351166001637466,0.045689582999330014,224,512,1,4,False,False,False,False,224,1,False,4096,0.002,,224,0,total_elems,224,512,1,1,,,,0.0,1,4,224,334,222,56,,,,,,,,,,,,,,,,,,
1.6430940830032341,absorbing,,,,,,,R,1,1,1353,1559,0,0,0,12,0,0,0.021233416002360173,0.019025792003958486,0.04025920800631866,0.04062004199658986,520,512,4,4,False,False,False,False,512,4,False,4096,0.002,,224,0,total_elems,520,512,1,1,,,,0.0,4,4,512,406,222,56,,,,,,,,,,,,,,,,,,
1.6845712079957593,absorbing,,,,,,,L,2,1,1353,1559,1,0,1,11,1,1,0.020380082991323434,0.019509666992234997,0.03988974998355843,0.0402403750049416,844,1168,4,4,False,False,False,False,844,4,False,4096,0.002,,224,0,total_elems,844,1168,1,1,,,,0.0,4,4,844,450,222,56,,,,,,,,,,,,,,,,,,
1.7253485830005957,absorbing,,,,,,,R,2,2,1353,1559,1,1,2,10,1,2,0.019533208003849722,0.019660417005070485,0.03919362500892021,0.039542874990729615,1864,1456,16,4,False,False,False,False,1456,4,False,4096,0.002,,224,0,total_elems,1864,1456,1,1,,,,0.0,4,4,1456,504,222,56,,,,,,,,,,,,,,,,,,
1.8715172499942128,absorbing,,,,,,,L,3,2,1353,1559,1,1,2,14,0,2,0.019175374996848404,0.1253470829979051,0.1445224579947535,0.1448784579988569,2464,2732,16,16,False,False,False,False,2464,16,False,4096,0.002,,224,0,total_elems,2464,2732,1,1,,,,0.0,16,4,2464,576,222,56,,,,,,,,,,,,,,,,,,
1.913943958003074,absorbing,,,,,,,R,3,3,1353,1559,1,1,2,13,0,2,0.020800917001906782,0.01991370900941547,0.04071462601132225,0.041113625004072674,5280,4316,16,16,False,False,False,False,4316,16,False,4096,0.002,,224,0,total_elems,5280,4316,1,1,,,,0.0,16,4,4316,700,222,56,,,,,,,,,,,,,,,,,,
1.9587149159924593,absorbing,,,,,,,R,3,4,1353,1559,1,1,2,13,0,2,0.021746874990640208,0.021392708003986627,0.043139582994626835,0.043521708008483984,10116,9464,16,16,False,False,False,False,9464,16,False,4096,0.002,,224,0,total_elems,10116,9464,1,1,,,,0.0,16,4,9464,844,222,56,,,,,,,,,,,,,,,,,,
2.006523415999254,absorbing,,,,,,,R,3,5,1353,1559,1,1,2,13,0,2,0.02457995900476817,0.021618500002659857,0.04619845900742803,0.046553500011214055,26420,13496,64,16,False,False,False,False,13496,16,False,4096,0.002,,224,0,total_elems,26420,13496,1,1,,,,0.0,16,4,13496,988,222,56,,,,,,,,,,,,,,,,,,
