time,stage,rewire_side,rewire_phase,rewire_time_s,remaining_layers_before_rewire,parallel_rewire,adaptive_parallel_rewire,absorb_side,it_left,it_right,layers_left,layers_right,u_consumed_total_left,u_consumed_total_right,u_consumed_total,swap_consumed,u_consumed,u_consumed_after_unswap,probe_left_time_s,probe_right_time_s,probe_total_time_s,probe_wall_time_s,probe_left_total_elems,probe_right_total_elems,probe_left_max_bond,probe_right_max_bond,probe_left_hit_max_bond,probe_right_hit_max_bond,probe_left_over_unswap_threshold,probe_right_over_unswap_threshold,selected_total_elems,selected_max_bond,selected_hit_max_bond,compression_max_bond_limit,compression_cutoff,unswap_trigger_max_bond,cycle_start_total_elems,no_progress_unswap_cycles,absorb_score_mode,probe_left_score,probe_right_score,absorb_lookahead_depth,absorb_lookahead_depth_used,absorb_lookahead_candidates,absorb_lookahead_choice,absorb_lookahead_score,absorb_lookahead_time_s,late_gate_beam_plan_id,late_gate_beam_preferred_side,late_gate_beam_plan_remaining,max_bond,max_links,total_elems,total_shapes,total_links,num_tensors,iteration,side,parity,candidate_pairs,candidate_pairs_total,new_swaps,total_swaps,pair_lookahead_probes,pair_lookahead_candidates,pair_lookahead_current_score,pair_lookahead_best_score,alignment_score,route_proxy_weight,route_proxy_lookahead,route_proxy_rejected_swaps,route_proxy_added_swaps,alignment_weight,alignment_protect_gain,alignment_tie_loss,unswap_cycle,unswap_cycle_time_s,gates_consumed,total_work_gates,remaining_work_gates,cycle_gates_consumed,hit_max_bond,sabre_trials,adaptive_parallel_rewire_probed,cycle_work_consumed_before_rewire,route_candidates,route_score,route_score_lookahead,parallel_route_candidates,route_candidate_workers,route_chosen_seed,route_score_value,route_score_time_s,route_rewire_time_s,route_candidate_scores,route_total_time_s,rewire_wall_time_s,termination_reason,termination_detail,stall_mode,abort_after_no_progress_unswap_cycles,initial_rewire_time_s,initial_rewire_wall_time_s,post_unswap_rewire_time_s,post_unswap_rewire_wall_time_s,absorb_probe_time_s,absorb_probe_wall_time_s,unswap_time_s,accounted_time_s,accounted_wall_time_s
0.23617254197597504,rewiring,left,initial,0.18696741701569408,256,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4250669999746606,rewiring,right,initial,0.1886966250021942,247,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.48793654202017933,absorbing,,,,,,,L,1,0,254,245,4,0,4,3,4,4,0.03270020795753226,0.01809979201061651,0.05079999996814877,0.051158791000489146,256,280,4,4,False,False,False,False,256,4,False,512,0.0006,,160,0,total_elems,256,280,1,1,,,,0.0,,,,4,4,256,262,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.529763541999273,absorbing,,,,,,,L,2,0,254,245,6,0,6,5,2,6,0.0213516250369139,0.01807249995181337,0.03942412498872727,0.039794999989680946,448,388,4,4,False,False,False,False,448,4,False,512,0.0006,,160,0,total_elems,448,388,1,1,,,,0.0,,,,4,4,448,292,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5743768329848535,absorbing,,,,,,,R,2,1,254,245,6,0,6,5,0,6,0.023922458000015467,0.01835458300774917,0.04227704100776464,0.04265808401396498,748,652,4,4,False,False,False,False,652,4,False,512,0.0006,,160,0,total_elems,748,652,1,1,,,,0.0,,,,4,4,652,316,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.618486583000049,absorbing,,,,,,,R,2,2,254,245,6,0,6,4,0,6,0.02354333398398012,0.01814708299934864,0.04169041698332876,0.042077874997630715,988,772,4,4,False,False,False,False,772,4,False,512,0.0006,,160,0,total_elems,988,772,1,1,,,,0.0,,,,4,4,772,328,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6623127500060946,absorbing,,,,,,,L,3,2,254,245,10,0,10,4,4,10,0.023344332992564887,0.01798325002891943,0.041327583021484315,0.04170937504386529,1108,1660,4,16,False,False,False,False,1108,4,False,512,0.0006,,160,0,total_elems,1108,1660,1,1,,,,0.0,,,,4,4,1108,358,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7053956669988111,absorbing,,,,,,,L,4,2,254,245,12,0,12,5,2,12,0.021585750044323504,0.018737917009275407,0.04032366705359891,0.040751333988737315,1672,1996,16,16,False,False,False,False,1672,16,False,512,0.0006,,160,0,total_elems,1672,1996,1,1,,,,0.0,,,,16,4,1672,400,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7501799170277081,absorbing,,,,,,,R,4,3,254,245,12,0,12,4,0,12,0.02353916602442041,0.018459958024322987,0.0419991240487434,0.042376750032417476,3592,3136,16,16,False,False,False,False,3136,16,False,512,0.0006,,160,0,total_elems,3592,3136,1,1,,,,0.0,,,,16,4,3136,460,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7984343750285916,absorbing,,,,,,,R,4,4,254,245,12,2,14,3,2,14,0.02381870901444927,0.02171016699867323,0.0455288760131225,0.04593570897122845,5056,5176,16,16,False,False,False,False,5176,16,False,512,0.0006,,160,0,total_elems,5056,5176,1,1,,,,0.0,,,,16,4,5176,520,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8486468329792842,absorbing,,,,,,,L,5,4,254,245,15,2,17,6,3,17,0.025537040957715362,0.021499916969332844,0.047036957927048206,0.04748924996238202,7096,6256,16,16,False,False,False,False,7096,16,False,512,0.0006,,160,0,total_elems,7096,6256,1,1,,,,0.0,,,,16,4,7096,604,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8986179170315154,absorbing,,,,,,,L,6,4,254,245,18,2,20,7,3,20,0.025257791974581778,0.021622875006869435,0.04688066698145121,0.04730687499977648,11764,8176,16,16,False,False,False,False,11764,16,False,512,0.0006,,160,0,total_elems,11764,8176,1,1,,,,0.0,,,,16,4,11764,718,158,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
