time,stage,rewire_side,rewire_phase,rewire_time_s,remaining_layers_before_rewire,parallel_rewire,adaptive_parallel_rewire,absorb_side,it_left,it_right,layers_left,layers_right,u_consumed_total_left,u_consumed_total_right,u_consumed_total,swap_consumed,u_consumed,u_consumed_after_unswap,probe_left_time_s,probe_right_time_s,probe_total_time_s,probe_wall_time_s,probe_left_total_elems,probe_right_total_elems,probe_left_max_bond,probe_right_max_bond,probe_left_hit_max_bond,probe_right_hit_max_bond,probe_left_over_unswap_threshold,probe_right_over_unswap_threshold,selected_total_elems,selected_max_bond,selected_hit_max_bond,compression_max_bond_limit,compression_cutoff,unswap_trigger_max_bond,cycle_start_total_elems,no_progress_unswap_cycles,absorb_score_mode,probe_left_score,probe_right_score,absorb_lookahead_depth,absorb_lookahead_depth_used,absorb_lookahead_candidates,absorb_lookahead_choice,absorb_lookahead_score,absorb_lookahead_time_s,max_bond,max_links,total_elems,total_shapes,total_links,num_tensors,termination_reason,termination_detail,unswap_cycle,gates_consumed,total_work_gates,remaining_work_gates,abort_after_no_progress_unswap_cycles,hit_max_bond,initial_rewire_time_s,initial_rewire_wall_time_s,post_unswap_rewire_time_s,post_unswap_rewire_wall_time_s,absorb_probe_time_s,absorb_probe_wall_time_s,unswap_time_s,accounted_time_s,rewire_wall_time_s,accounted_wall_time_s
0.5084121249965392,rewiring,left,initial,0.42614825000055134,619,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8553622910403647,rewiring,right,initial,0.3467481250409037,551,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9257779160398059,absorbing,,,,,,,L,1,0,617,549,0,0,0,10,0,0,0.03062754200072959,0.024586584011558443,0.055214126012288034,0.05564579099882394,176,368,1,4,False,False,False,False,176,1,False,64,0.005,,176,0,total_elems,176,368,1,1,,,,0.0,1,4,176,262,174,44,,,,,,,,,,,,,,,,,,
0.9800237080198713,absorbing,,,,,,,R,1,1,617,549,0,2,2,7,2,2,0.025564500014297664,0.025199832976795733,0.0507643329910934,0.05124566698214039,500,368,4,4,False,False,False,False,368,4,False,64,0.005,,176,0,total_elems,500,368,1,1,,,,0.0,4,4,368,310,174,44,,,,,,,,,,,,,,,,,,
1.030817000020761,absorbing,,,,,,,R,1,2,617,549,0,2,2,8,0,2,0.02541733399266377,0.02213800000026822,0.04755533399293199,0.048037290980573744,908,848,4,4,False,False,False,False,848,4,False,64,0.005,,176,0,total_elems,908,848,1,1,,,,0.0,4,4,848,358,174,44,,,,,,,,,,,,,,,,,,
1.0849184160470031,absorbing,,,,,,,L,2,2,617,549,2,2,4,8,2,4,0.026496124977711588,0.0242947920341976,0.05079091701190919,0.051292041956912726,1436,1852,8,16,False,False,False,False,1436,8,False,64,0.005,,176,0,total_elems,1436,1852,1,1,,,,0.0,8,4,1436,418,174,44,,,,,,,,,,,,,,,,,,
1.1357402080320753,absorbing,,,,,,,L,3,2,617,549,2,2,4,10,0,4,0.023069375019986182,0.023982750019058585,0.04705212503904477,0.047575708013027906,2120,2552,16,16,False,False,False,False,2120,16,False,64,0.005,,176,0,total_elems,2120,2552,1,1,,,,0.0,16,4,2120,472,174,44,,,,,,,,,,,,,,,,,,
1.1880152910016477,absorbing,,,,,,,R,3,3,617,549,2,3,5,10,1,5,0.023751167056616396,0.024951292027253658,0.04870245908387005,0.04921170795569196,4940,3372,16,16,False,False,False,False,3372,16,False,64,0.005,,176,0,total_elems,4940,3372,1,1,,,,0.0,16,4,3372,542,174,44,,,,,,,,,,,,,,,,,,
1.2409197910455987,absorbing,,,,,,,L,4,3,617,549,2,3,5,10,0,5,0.02428049995796755,0.025074457982555032,0.04935495794052258,0.04986587498569861,6504,7372,16,16,False,False,False,False,6504,16,False,64,0.005,,176,0,total_elems,6504,7372,1,1,,,,0.0,16,4,6504,640,174,44,,,,,,,,,,,,,,,,,,
1.298507416038774,absorbing,,,,,,,R,4,4,617,549,2,4,6,9,1,6,0.02635808294871822,0.02745895803673193,0.05381704098545015,0.05434579198481515,15144,12616,64,27,True,False,False,False,12616,27,False,64,0.005,,176,0,total_elems,15144,12616,1,1,,,,0.0,27,4,12616,828,174,44,,,,,,,,,,,,,,,,,,
