time,stage,rewire_side,rewire_phase,rewire_time_s,remaining_layers_before_rewire,parallel_rewire,adaptive_parallel_rewire,absorb_side,it_left,it_right,layers_left,layers_right,u_consumed_total_left,u_consumed_total_right,u_consumed_total,swap_consumed,u_consumed,u_consumed_after_unswap,probe_left_time_s,probe_right_time_s,probe_total_time_s,probe_wall_time_s,probe_left_total_elems,probe_right_total_elems,probe_left_max_bond,probe_right_max_bond,probe_left_hit_max_bond,probe_right_hit_max_bond,probe_left_over_unswap_threshold,probe_right_over_unswap_threshold,selected_total_elems,selected_max_bond,selected_hit_max_bond,compression_max_bond_limit,compression_cutoff,unswap_trigger_max_bond,cycle_start_total_elems,no_progress_unswap_cycles,absorb_score_mode,probe_left_score,probe_right_score,absorb_lookahead_depth,absorb_lookahead_depth_used,absorb_lookahead_candidates,absorb_lookahead_choice,absorb_lookahead_score,absorb_lookahead_time_s,max_bond,max_links,total_elems,total_shapes,total_links,num_tensors,iteration,side,parity,candidate_pairs,candidate_pairs_total,new_swaps,total_swaps,pair_lookahead_probes,pair_lookahead_candidates,pair_lookahead_current_score,pair_lookahead_best_score,alignment_score,route_proxy_weight,route_proxy_lookahead,route_proxy_rejected_swaps,route_proxy_added_swaps,alignment_weight,alignment_protect_gain,alignment_tie_loss,unswap_cycle,unswap_cycle_time_s,gates_consumed,total_work_gates,remaining_work_gates,cycle_gates_consumed,hit_max_bond,sabre_trials,adaptive_parallel_rewire_probed,cycle_work_consumed_before_rewire,route_candidates,route_score,route_score_lookahead,parallel_route_candidates,route_candidate_workers,route_chosen_seed,route_score_value,route_score_time_s,route_rewire_time_s,route_candidate_scores,route_total_time_s,rewire_wall_time_s,termination_reason,termination_detail,abort_after_no_progress_unswap_cycles,initial_rewire_time_s,initial_rewire_wall_time_s,post_unswap_rewire_time_s,post_unswap_rewire_wall_time_s,absorb_probe_time_s,absorb_probe_wall_time_s,unswap_time_s,accounted_time_s,accounted_wall_time_s
2.158799958997406,rewiring,left,initial,1.844449792006344,1657,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.964061500002572,rewiring,right,initial,1.8050372920042719,1868,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.620237750001252,absorbing,,,,,,,L,1,0,1655,1866,2,0,2,12,2,2,1.6073259999975562,0.03074670900241472,1.638072708999971,1.6387251660053153,264,448,2,4,False,False,False,False,264,2,False,512,0.002,,248,0,total_elems,264,448,1,1,,,,0.0,2,4,264,374,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6853543749966775,absorbing,,,,,,,L,2,0,1655,1866,3,0,3,16,1,3,0.031145291999564506,0.03049479100445751,0.06164008300402202,0.06230916700587841,572,464,4,4,False,False,False,False,572,4,False,512,0.002,,248,0,total_elems,572,464,1,1,,,,0.0,4,4,572,448,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.759384292003233,absorbing,,,,,,,R,2,1,1655,1866,3,1,4,8,1,4,0.0354068329979782,0.03522945899749175,0.07063629199546995,0.0713393750047544,1596,656,4,4,False,False,False,False,656,4,False,512,0.002,,248,0,total_elems,1596,656,1,1,,,,0.0,4,4,656,460,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.835997750000388,absorbing,,,,,,,R,2,2,1655,1866,3,1,4,8,0,4,0.03689087500242749,0.03620158299600007,0.07309245799842756,0.07380933300009929,1660,1112,4,4,False,False,False,False,1112,4,False,512,0.002,,248,0,total_elems,1660,1112,1,1,,,,0.0,4,4,1112,502,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.92028770899924,absorbing,,,,,,,L,3,2,1655,1866,5,1,6,17,2,6,0.040269750003062654,0.03903837499819929,0.07930812500126194,0.0806116249950719,2524,1936,16,16,False,False,False,False,2524,16,False,512,0.002,,248,0,total_elems,2524,1936,1,1,,,,0.0,16,4,2524,612,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.044303333997959,absorbing,,,,,,,L,4,2,1655,1866,7,1,8,18,2,8,0.07525970799906645,0.04429587499907939,0.11955558299814584,0.12028470799850766,11172,4752,32,16,False,False,False,False,11172,32,False,512,0.002,,248,0,total_elems,11172,4752,1,1,,,,0.0,32,4,11172,872,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.122033958999964,absorbing,,,,,,,R,4,3,1655,1866,7,2,9,6,1,9,0.034037916993838735,0.039803416999347974,0.07384133399318671,0.07459899999957997,16836,22400,32,64,False,False,False,False,22400,64,False,512,0.002,,248,0,total_elems,16836,22400,1,1,,,,0.0,64,4,22400,1000,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.218847374999314,absorbing,,,,,,,R,4,4,1655,1866,7,2,9,8,0,9,0.041267207998316735,0.05140166600176599,0.09266887400008272,0.09362270800193073,32100,32808,64,64,False,False,False,False,32808,64,False,512,0.002,,248,0,total_elems,32100,32808,1,1,,,,0.0,64,4,32808,1180,246,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
