center_layer,span,adjoint_right,score,null_mean,null_std,z,support
89,8,False,0.8322200334115232,0.3667712066022739,0.028632898122572473,16.255735790933336,1.4722222222222223
89,8,True,0.8371943728350463,0.3771022919559537,0.04565977036985302,10.076530765535114,1.3611111111111112
105,8,False,0.8148508249324578,0.315820037053872,0.050095047684003705,9.961679067089413,1.2777777777777777
105,8,True,0.789368632348114,0.32251753202635236,0.04949866761292033,9.431589229280638,1.2777777777777777
121,8,False,0.7473262606577249,0.32639653673079755,0.043869252434244006,9.595096806307845,1.1388888888888888
121,8,True,0.7473748085460766,0.3198129910506582,0.042008626772207736,10.177952728944874,1.25
137,8,False,0.3602564704129376,0.09328810298323387,0.02649223125762996,10.077232258525408,0.4722222222222222
137,8,True,0.36235682235911293,0.0917112801501447,0.03962320664056535,6.830480548030341,0.5
153,8,False,0.555583914418416,0.16132479063195193,0.028841288949407337,13.669955059153684,0.8333333333333334
153,8,True,0.5569661293753927,0.17733524184187435,0.03882858049125659,9.7770993101075,0.8055555555555556
169,8,False,0.2707960882211656,0.043754441502063424,0.01804290518997395,12.583430679736889,0.3888888888888889
169,8,True,0.27412055314541245,0.058623233392580215,0.02013974447742299,10.700101979665558,0.3888888888888889
185,8,False,0.5610555035363235,0.2584699517335597,0.035214879902221545,8.59254816835752,1.1666666666666667
185,8,True,0.5572309321545449,0.24830500418340196,0.025659128477795348,12.039611097410354,1.1388888888888888
201,8,False,0.8031329998505211,0.3909071240187928,0.031024559467828092,13.287082327766784,1.6666666666666667
201,8,True,0.7661230852151175,0.3764602774228342,0.03682727012614927,10.580822484466546,1.6111111111111112
217,8,False,0.8008971072994504,0.3583908381152039,0.03838641471165995,11.527679063234691,1.1944444444444444
217,8,True,0.8199581307180515,0.3300602461456948,0.03503399069016936,13.9835021623678,1.1944444444444444
89,16,False,0.7465630989524625,0.4221434017405336,0.025603644064847348,12.67084077525287,2.9444444444444446
89,16,True,0.742881216660138,0.428893006170367,0.01966833969187588,15.964144173260621,2.8055555555555554
105,16,False,0.7400687998617239,0.4268040930444029,0.029700089322188424,10.547601504460337,2.8333333333333335
105,16,True,0.742288110936392,0.43577048130677226,0.022687448846692916,13.5104493987344,2.8055555555555554
121,16,False,0.7907064769144713,0.39409591168752034,0.029141438004833608,13.609848805716666,1.9722222222222223
121,16,True,0.7956081607369461,0.38346489885797164,0.02824482987978292,14.591812506329815,1.8611111111111112
137,16,False,0.7038230288615908,0.23668172766591528,0.030421310646941785,15.3557256824711,1.1388888888888888
137,16,True,0.7410474465887016,0.2682387833679576,0.05386517452052449,8.777631696720626,1.1111111111111112
153,16,False,0.6584712123386552,0.18779490673476626,0.03855550677511683,12.207758241882498,1.0
153,16,True,0.6724544967499644,0.1973982674555292,0.0454137017028147,10.460636580633363,0.9444444444444444
169,16,False,0.6570017415549848,0.1774438440712821,0.03930168198796374,12.201968802011294,0.8888888888888888
169,16,True,0.6331264248512245,0.1780958523657843,0.029075050843497763,15.650207283720075,0.9444444444444444
185,16,False,0.7368718517206937,0.3484799260368915,0.03621625977386936,10.724241766236544,1.7777777777777777
185,16,True,0.753018621584259,0.3543652743894472,0.03284246102712769,12.138351838661736,1.6944444444444444
201,16,False,0.7262576669274694,0.43469845442286825,0.031412384909417064,9.281664329065162,3.111111111111111
201,16,True,0.7261270980252387,0.42029394921631646,0.030276301459337455,10.101403872585658,3.1666666666666665
217,16,False,0.7394081265835166,0.4192586713193007,0.02494057830074247,12.836488849766775,2.9722222222222223
217,16,True,0.7276174628277405,0.42963065830680786,0.024853409049342655,11.989775886653026,2.9166666666666665
89,32,False,0.6464879259713837,0.4248737622419331,0.024343668464594768,9.103564816114895,5.666666666666667
89,32,True,0.6517611470912248,0.4306217875035392,0.016512849320984003,13.391956487283437,5.833333333333333
105,32,False,0.6582647443799158,0.42301850074232306,0.01566931929454611,15.013175698032583,4.972222222222222
105,32,True,0.6672718285994478,0.4376424569361332,0.02115344870554212,10.855410616953094,4.944444444444445
121,32,False,0.7290046538153337,0.41317388721590703,0.0283418501619634,11.14361852859176,3.1944444444444446
121,32,True,0.7282274133846607,0.4134180960122719,0.027143167378835445,11.59810544505051,3.2222222222222223
137,32,False,0.8074558449463434,0.36452838905459317,0.03714560159645891,11.924088905696292,1.9444444444444444
137,32,True,0.8245122168874034,0.36305167023875906,0.02994163571069782,15.412001906220825,1.8333333333333333
153,32,False,0.8130131361092807,0.3469217260669979,0.04908990139170507,9.494649547636701,1.5277777777777777
153,32,True,0.839824914055467,0.3597549295692351,0.02931349148290132,16.37710010649051,1.3888888888888888
169,32,False,0.7672690755813644,0.37649897891316264,0.04357687923701964,8.967372228349772,2.4444444444444446
169,32,True,0.7620348318746881,0.3828594424288825,0.03195070267564589,11.867513315593786,2.1944444444444446
185,32,False,0.7535293180090411,0.404081772405109,0.028299416197907264,12.348224541457984,2.3333333333333335
185,32,True,0.7686860579787796,0.398007433299399,0.027079751756164526,13.688405566531758,2.4444444444444446
201,32,False,0.6792235661071846,0.4314961723747694,0.021487884935966,11.528700682763521,4.666666666666667
201,32,True,0.6760620887385516,0.4286249849860702,0.02059273331154881,12.015748468597598,4.694444444444445
217,32,False,0.6124788056093319,0.42525274401042634,0.011760793904836041,15.919508760536832,7.583333333333333
217,32,True,0.6212433450802899,0.42842993808334684,0.014966427808791913,12.883061306297572,7.527777777777778
