time,stage,rewire_side,rewire_phase,rewire_time_s,remaining_layers_before_rewire,parallel_rewire,adaptive_parallel_rewire,absorb_side,it_left,it_right,layers_left,layers_right,u_consumed_total_left,u_consumed_total_right,u_consumed_total,swap_consumed,u_consumed,u_consumed_after_unswap,probe_left_time_s,probe_right_time_s,probe_total_time_s,probe_wall_time_s,probe_left_total_elems,probe_right_total_elems,probe_left_max_bond,probe_right_max_bond,probe_left_hit_max_bond,probe_right_hit_max_bond,probe_left_over_unswap_threshold,probe_right_over_unswap_threshold,selected_total_elems,selected_max_bond,selected_hit_max_bond,compression_max_bond_limit,compression_cutoff,unswap_trigger_max_bond,cycle_start_total_elems,no_progress_unswap_cycles,tail_virtual_swaps,absorb_score_mode,probe_left_score,probe_right_score,absorb_lookahead_depth,absorb_lookahead_depth_used,absorb_lookahead_candidates,absorb_lookahead_choice,absorb_lookahead_score,absorb_lookahead_time_s,max_bond,max_links,total_elems,total_shapes,total_links,num_tensors,fid10,fid10_retained_fraction,fid10_svd_events,fid10_svd_fallbacks,termination_reason,termination_detail,unswap_cycle,gates_consumed,total_work_gates,remaining_work_gates,abort_after_no_progress_unswap_cycles,hit_max_bond,initial_rewire_time_s,initial_rewire_wall_time_s,post_unswap_rewire_time_s,post_unswap_rewire_wall_time_s,absorb_probe_time_s,absorb_probe_wall_time_s,unswap_time_s,accounted_time_s,rewire_wall_time_s,accounted_wall_time_s
0.3046649579773657,rewiring,left,initial,0.2558448749477975,619,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5478144999942742,rewiring,right,initial,0.2429251249996014,551,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6145324999815784,absorbing,,,,,,,L,1,0,617,549,0,0,0,10,0,0,0.02921687497291714,0.025379333004821092,0.05459620797773823,0.05497449997346848,176,360,1,4,False,False,False,False,176,1,False,64,0.01,,176,0,False,total_elems,176,360,1,1,,,,0.0,1,4,176,262,174,44,,,0,0,,,,,,,,,,,,,,,,,,
0.6576990419998765,absorbing,,,,,,,R,1,1,617,549,0,2,2,7,2,2,0.02107145800255239,0.019032042007893324,0.040103500010445714,0.04051554203033447,468,360,4,4,False,False,False,False,360,4,False,64,0.01,,176,0,False,total_elems,468,360,1,1,,,,0.0,4,4,360,308,174,44,,,0,0,,,,,,,,,,,,,,,,,,
0.7004786669858731,absorbing,,,,,,,R,1,2,617,549,0,2,2,8,0,2,0.02137245802441612,0.018336082983296365,0.03970854100771248,0.04015433299355209,868,828,4,4,False,False,False,False,828,4,False,64,0.01,,176,0,False,total_elems,868,828,1,1,,,,0.0,4,4,828,356,174,44,,,0,0,,,,,,,,,,,,,,,,,,
0.7437716670101508,absorbing,,,,,,,L,2,2,617,549,2,2,4,8,2,4,0.02116345800459385,0.019043082953430712,0.04020654095802456,0.04061666701454669,1384,1788,8,16,False,False,False,False,1384,8,False,64,0.01,,176,0,False,total_elems,1384,1788,1,1,,,,0.0,8,4,1384,414,174,44,,,0,0,,,,,,,,,,,,,,,,,,
0.7851717500016093,absorbing,,,,,,,L,3,2,617,549,2,2,4,10,0,4,0.018429207964800298,0.01963329198770225,0.03806249995250255,0.03849245799938217,2100,2488,16,16,False,False,False,False,2100,16,False,64,0.01,,176,0,False,total_elems,2100,2488,1,1,,,,0.0,16,4,2100,470,174,44,,,0,0,,,,,,,,,,,,,,,,,,
0.8278933329856955,absorbing,,,,,,,R,3,3,617,549,2,3,5,10,1,5,0.018945374991744757,0.020523999992292374,0.03946937498403713,0.039905707992147654,4908,3372,16,16,False,False,False,False,3372,16,False,64,0.01,,176,0,False,total_elems,4908,3372,1,1,,,,0.0,16,4,3372,542,174,44,,,0,0,,,,,,,,,,,,,,,,,,
0.8728448749752715,absorbing,,,,,,,L,4,3,617,549,2,3,5,10,0,5,0.020097624976187944,0.0212174589978531,0.041315083974041045,0.04176141700008884,6504,7116,16,16,False,False,False,False,6504,16,False,64,0.01,,176,0,False,total_elems,6504,7116,1,1,,,,0.0,16,4,6504,640,174,44,,,0,0,,,,,,,,,,,,,,,,,,
0.9221476250095293,absorbing,,,,,,,R,4,4,617,549,2,4,6,9,1,6,0.021940624981652945,0.02358174999244511,0.04552237497409806,0.04601600003661588,15144,11720,64,20,True,False,False,False,11720,20,False,64,0.01,,176,0,False,total_elems,15144,11720,1,1,,,,0.0,20,4,11720,814,174,44,,,0,0,,,,,,,,,,,,,,,,,,
0.9780489999684505,absorbing,,,,,,,L,5,4,617,549,2,4,6,10,0,6,0.024750875018071383,0.02756429195869714,0.05231516697676852,0.05277408397523686,20232,22980,64,64,True,True,False,False,20232,64,True,64,0.01,,176,0,False,total_elems,20232,22980,1,1,,,,0.0,64,4,20232,948,174,44,,,0,0,,,,,,,,,,,,,,,,,,
1.0445271669887006,absorbing,,,,,,,R,5,5,617,549,2,6,8,7,2,8,0.032829167030286044,0.029751458030659705,0.06258062506094575,0.06305716600036249,59688,37700,64,64,True,True,False,False,37700,64,True,64,0.01,,176,0,False,total_elems,59688,37700,1,1,,,,0.0,64,4,37700,1250,174,44,,,0,0,,,,,,,,,,,,,,,,,,
1.139390291995369,absorbing,,,,,,,R,5,6,617,549,2,6,8,10,0,8,0.04647437500534579,0.0445159999653697,0.09099037497071549,0.09145758301019669,108260,99776,64,64,True,True,False,False,99776,64,True,64,0.01,,176,0,False,total_elems,108260,99776,1,1,,,,0.0,64,4,99776,1634,174,44,,,0,0,,,,,,,,,,,,,,,,,,
1.3060580830206163,absorbing,,,,,,,R,5,7,617,549,2,6,8,11,0,8,0.08413237502099946,0.07882466597948223,0.1629570410004817,0.16344479203689843,106816,104032,64,64,True,True,False,False,104032,64,True,64,0.01,,176,0,False,total_elems,106816,104032,1,1,,,,0.0,64,4,104032,1760,174,44,,,0,0,,,,,,,,,,,,,,,,,,
1.4426629170193337,absorbing,,,,,,,R,5,8,617,549,2,6,8,8,0,8,0.08069791604066268,0.052091041987296194,0.13278895802795887,0.13323633297113702,144032,115360,64,64,True,True,False,False,115360,64,True,64,0.01,,176,0,False,total_elems,144032,115360,1,1,,,,0.0,64,4,115360,1848,174,44,,,0,0,,,,,,,,,,,,,,,,,,
1.6054394170059822,absorbing,,,,,,,R,5,9,617,549,2,6,8,8,0,8,0.08815162495011464,0.07044883299386129,0.15860045794397593,0.15908704098546878,105160,82784,64,64,True,True,False,False,82784,64,True,64,0.01,,176,0,False,total_elems,105160,82784,1,1,,,,0.0,64,4,82784,1778,174,44,,,0,0,,,,,,,,,,,,,,,,,,
1.7176124170073308,absorbing,,,,,,,L,6,9,617,549,2,6,8,9,0,8,0.05218083300860599,0.055875041987746954,0.10805587499635294,0.10853283299366012,102432,125344,64,64,True,True,False,False,102432,64,True,64,0.01,,176,0,False,total_elems,102432,125344,1,1,,,,0.0,64,4,102432,1890,174,44,,,0,0,,,,,,,,,,,,,,,,,,
1.8558206669986248,absorbing,,,,,,,L,7,9,617,549,3,6,9,8,1,9,0.08390091598266736,0.05007108300924301,0.13397199899191037,0.13446754100732505,96912,112864,64,64,True,True,False,False,96912,64,True,64,0.01,,176,0,False,total_elems,96912,112864,1,1,,,,0.0,64,4,96912,1866,174,44,,,0,0,,,,,,,,,,,,,,,,,,
1.9801112079876475,absorbing,,,,,,,R,7,10,617,549,3,7,10,6,1,10,0.07406908296979964,0.04593983304221183,0.12000891601201147,0.12053449999075383,94864,88256,64,64,True,True,False,False,88256,64,True,64,0.01,,176,0,False,total_elems,94864,88256,1,1,,,,0.0,64,4,88256,1864,174,44,,,0,0,,,,,,,,,,,,,,,,,,
2.184350292023737,absorbing,,,,,,,R,7,11,617,549,3,7,10,6,0,10,0.07066920801298693,0.1292804169934243,0.19994962500641122,0.2004481250187382,97260,95648,64,64,True,True,False,False,95648,64,True,64,0.01,,176,0,False,total_elems,97260,95648,1,1,,,,0.0,64,4,95648,1986,174,44,,,0,0,,,,,,,,,,,,,,,,,,
