bond_dimension,logical_qubit,p0,p1,margin,confidence,predicted_bit,sample_standard_error
16,0,0.8561629803183759,0.14383701968162405,-0.35616298031837595,0.7123259606367519,0,
16,1,0.32321208088306885,0.6767879191169311,0.17678791911693115,0.3535758382338623,1,
16,2,0.9804806552065559,0.019519344793444082,-0.4804806552065559,0.9609613104131118,0,
16,3,0.3158375204131748,0.6841624795868252,0.1841624795868252,0.3683249591736504,1,
16,4,0.931259578228833,0.06874042177116702,-0.431259578228833,0.862519156457666,0,
16,5,0.7863572151573,0.2136427848427001,-0.2863572151572999,0.5727144303145998,0,
16,6,0.47884315519769227,0.5211568448023077,0.021156844802307728,0.042313689604615456,1,
16,7,0.336060368384805,0.663939631615195,0.16393963161519498,0.32787926323038996,1,
16,8,0.25824087234118287,0.7417591276588171,0.24175912765881713,0.48351825531763426,1,
16,9,0.4814577721450398,0.5185422278549602,0.01854222785496018,0.03708445570992036,1,
16,10,0.08996089020679943,0.9100391097932006,0.4100391097932006,0.8200782195864011,1,
16,11,0.7365132731032472,0.2634867268967528,-0.2365132731032472,0.4730265462064944,0,
16,12,0.917443451576933,0.08255654842306709,-0.4174434515769329,0.8348869031538658,0,
16,13,0.6086039302727746,0.39139606972722535,-0.10860393027277465,0.2172078605455493,0,
16,14,0.6673659016417841,0.33263409835821595,-0.16736590164178405,0.3347318032835681,0,
16,15,0.7266131536168783,0.2733868463831217,-0.22661315361687828,0.45322630723375656,0,
16,16,0.44840144816241145,0.5515985518375885,0.05159855183758855,0.1031971036751771,1,
16,17,0.6106811407412911,0.3893188592587089,-0.1106811407412911,0.2213622814825822,0,
16,18,0.7093460830971694,0.2906539169028306,-0.2093460830971694,0.4186921661943388,0,
16,19,0.9650087499383193,0.03499125006168069,-0.4650087499383193,0.9300174998766386,0,
16,20,0.4354223333035012,0.5645776666964988,0.06457766669649878,0.12915533339299756,1,
16,21,0.8720279774328343,0.12797202256716572,-0.3720279774328343,0.7440559548656686,0,
16,22,0.8360726221302186,0.1639273778697814,-0.3360726221302186,0.6721452442604372,0,
16,23,0.7441464522893331,0.255853547710667,-0.24414645228933302,0.48829290457866603,0,
16,24,0.6968749599888296,0.30312504001117035,-0.19687495998882965,0.3937499199776593,0,
16,25,0.9371112709906309,0.06288872900936915,-0.43711127099063085,0.8742225419812617,0,
16,26,0.5580770161537895,0.44192298384621054,-0.05807701615378946,0.11615403230757892,0,
16,27,0.1006537729336433,0.8993462270663567,0.3993462270663567,0.7986924541327134,1,
16,28,0.3508595514973347,0.6491404485026653,0.14914044850266528,0.29828089700533056,1,
16,29,0.6793004722805591,0.3206995277194409,-0.17930047228055912,0.35860094456111824,0,
16,30,0.7845035986336538,0.21549640136634618,-0.2845035986336538,0.5690071972673076,0,
16,31,0.27283462220459964,0.7271653777954004,0.22716537779540036,0.4543307555908007,1,
16,32,0.5821852928633453,0.41781470713665475,-0.08218529286334525,0.1643705857266905,0,
16,33,0.43411800368490405,0.565881996315096,0.06588199631509595,0.1317639926301919,1,
16,34,0.40200026313721304,0.597999736862787,0.09799973686278696,0.19599947372557391,1,
16,35,0.7331254468542763,0.2668745531457237,-0.23312544685427627,0.46625089370855255,0,
16,36,0.8573978394114319,0.14260216058856817,-0.35739783941143183,0.7147956788228637,0,
16,37,0.7961700981541656,0.20382990184583438,-0.2961700981541656,0.5923401963083312,0,
16,38,0.19935796541541173,0.8006420345845883,0.30064203458458827,0.6012840691691765,1,
16,39,0.7376109192398215,0.2623890807601786,-0.23761091923982142,0.47522183847964283,0,
16,40,0.1483510236888459,0.8516489763111541,0.3516489763111541,0.7032979526223082,1,
16,41,0.5171182646730521,0.48288173532694784,-0.017118264673052164,0.03423652934610433,0,
16,42,0.47110215332490646,0.5288978466750935,0.02889784667509354,0.05779569335018708,1,
16,43,0.3571775065181543,0.6428224934818457,0.14282249348184572,0.28564498696369145,1,
16,44,0.5327572585904397,0.4672427414095603,-0.03275725859043971,0.06551451718087942,0,
16,45,0.3191853540443864,0.6808146459556136,0.18081464595561358,0.36162929191122717,1,
16,46,0.4635355200953316,0.5364644799046684,0.03646447990466839,0.07292895980933678,1,
16,47,0.6197337983404732,0.38026620165952685,-0.11973379834047315,0.2394675966809463,0,
16,48,0.5676514916155777,0.4323485083844223,-0.06765149161557771,0.13530298323115542,0,
16,49,0.22531569987756606,0.7746843001224339,0.27468430012243394,0.5493686002448679,1,
16,50,0.778838516678789,0.221161483321211,-0.278838516678789,0.557677033357578,0,
16,51,0.7226572653444845,0.27734273465551545,-0.22265726534448455,0.4453145306889691,0,
16,52,0.5930653656585826,0.4069346343414174,-0.09306536565858259,0.18613073131716518,0,
16,53,0.4985189745228831,0.5014810254771169,0.0014810254771169262,0.0029620509542338525,1,
16,54,0.9219953638147489,0.07800463618525105,-0.42199536381474895,0.8439907276294979,0,
16,55,0.17203139433869896,0.827968605661301,0.32796860566130104,0.6559372113226021,1,
32,0,0.6552366490415475,0.34476335095845245,-0.15523664904154755,0.3104732980830951,0,
32,1,0.6224567606661652,0.3775432393338348,-0.12245676066616518,0.24491352133233035,0,
32,2,0.033610441826966486,0.9663895581730335,0.4663895581730335,0.932779116346067,1,
32,3,0.387925583769855,0.612074416230145,0.11207441623014502,0.22414883246029005,1,
32,4,0.23554090975045683,0.7644590902495432,0.26445909024954317,0.5289181804990863,1,
32,5,0.30822512794108003,0.69177487205892,0.19177487205891997,0.38354974411783993,1,
32,6,0.23666223128825692,0.7633377687117431,0.2633377687117431,0.5266755374234862,1,
32,7,0.474030123773472,0.525969876226528,0.02596987622652802,0.05193975245305604,1,
32,8,0.6781213781085802,0.3218786218914198,-0.1781213781085802,0.3562427562171604,0,
32,9,0.5241329254280277,0.4758670745719723,-0.024132925428027696,0.04826585085605539,0,
32,10,0.2877631481605235,0.7122368518394765,0.2122368518394765,0.424473703678953,1,
32,11,0.2695181280363771,0.7304818719636229,0.2304818719636229,0.4609637439272458,1,
32,12,0.22132781262142587,0.7786721873785741,0.27867218737857413,0.5573443747571483,1,
32,13,0.30421751508291883,0.6957824849170812,0.19578248491708117,0.39156496983416234,1,
32,14,0.7937214173301024,0.20627858266989757,-0.29372141733010243,0.5874428346602049,0,
32,15,0.72608398956742,0.2739160104325799,-0.2260839895674201,0.4521679791348402,0,
32,16,0.695353526355512,0.30464647364448805,-0.19535352635551195,0.3907070527110239,0,
32,17,0.5823308980102513,0.41766910198974866,-0.08233089801025134,0.16466179602050268,0,
32,18,0.838500285469562,0.161499714530438,-0.338500285469562,0.677000570939124,0,
32,19,0.0014012568719279361,0.9985987431280721,0.49859874312807206,0.9971974862561441,1,
32,20,0.8719964462203676,0.12800355377963235,-0.37199644622036765,0.7439928924407353,0,
32,21,0.8519858414359107,0.14801415856408928,-0.3519858414359107,0.7039716828718214,0,
32,22,0.9395013634642726,0.060498636535727346,-0.43950136346427265,0.8790027269285453,0,
32,23,0.821524121773054,0.178475878226946,-0.321524121773054,0.643048243546108,0,
32,24,0.49361910066827286,0.5063808993317271,0.006380899331727141,0.012761798663454282,1,
32,25,0.4223914663654793,0.5776085336345207,0.0776085336345207,0.1552170672690414,1,
32,26,0.7825561138449769,0.21744388615502308,-0.2825561138449769,0.5651122276899538,0,
32,27,0.3133659617749791,0.6866340382250209,0.1866340382250209,0.3732680764500418,1,
32,28,0.6908668363477857,0.3091331636522144,-0.19086683634778562,0.38173367269557124,0,
32,29,0.5207609214882547,0.47923907851174535,-0.020760921488254647,0.04152184297650929,0,
32,30,0.07478708765210607,0.9252129123478939,0.42521291234789393,0.8504258246957879,1,
32,31,0.4919186747443074,0.5080813252556926,0.008081325255692606,0.016162650511385213,1,
32,32,0.7070485239187595,0.2929514760812405,-0.2070485239187595,0.414097047837519,0,
32,33,0.5622957743893852,0.43770422561061484,-0.06229577438938516,0.12459154877877032,0,
32,34,0.2934185438823399,0.7065814561176601,0.2065814561176601,0.4131629122353202,1,
32,35,0.8600798516607256,0.13992014833927435,-0.36007985166072565,0.7201597033214513,0,
32,36,0.2584094223618669,0.7415905776381331,0.24159057763813307,0.48318115527626615,1,
32,37,0.5386596167440398,0.4613403832559601,-0.03865961674403989,0.07731923348807979,0,
32,38,0.697525204780908,0.30247479521909204,-0.19752520478090796,0.3950504095618159,0,
32,39,0.2193902087730053,0.7806097912269947,0.2806097912269947,0.5612195824539894,1,
32,40,0.14369497285971733,0.8563050271402827,0.35630502714028267,0.7126100542805653,1,
32,41,0.5797579186249269,0.4202420813750731,-0.07975791862492693,0.15951583724985385,0,
32,42,0.5434513152145766,0.4565486847854234,-0.043451315214576625,0.08690263042915325,0,
32,43,0.4816701520377066,0.5183298479622934,0.018329847962293422,0.036659695924586844,1,
32,44,0.6710922830394889,0.32890771696051113,-0.17109228303948887,0.34218456607897774,0,
32,45,0.7707963448358195,0.2292036551641805,-0.2707963448358195,0.541592689671639,0,
32,46,0.37958828016664103,0.620411719833359,0.12041171983335897,0.24082343966671793,1,
32,47,0.4627865925061535,0.5372134074938465,0.037213407493846495,0.07442681498769299,1,
32,48,0.5902725936922679,0.409727406307732,-0.09027259369226798,0.18054518738453595,0,
32,49,0.4344513582817088,0.5655486417182912,0.06554864171829122,0.13109728343658245,1,
32,50,0.2762491000537153,0.7237508999462847,0.22375089994628472,0.44750179989256944,1,
32,51,0.7998051466728602,0.20019485332713982,-0.2998051466728602,0.5996102933457204,0,
32,52,0.8191960762049788,0.1808039237950212,-0.3191960762049788,0.6383921524099576,0,
32,53,0.4649281440649242,0.5350718559350758,0.03507185593507578,0.07014371187015156,1,
32,54,0.7799720718497621,0.22002792815023786,-0.27997207184976214,0.5599441436995243,0,
32,55,0.5205185728735782,0.47948142712642183,-0.020518572873578167,0.041037145747156334,0,
64,0,0.8596612800342165,0.14033871996578345,-0.35966128003421655,0.7193225600684331,0,
64,1,0.5333421526458231,0.466657847354177,-0.03334215264582302,0.06668430529164604,0,
64,2,0.06268516302579141,0.9373148369742086,0.4373148369742086,0.8746296739484172,1,
64,3,0.283668134972049,0.716331865027951,0.216331865027951,0.432663730055902,1,
64,4,0.27972053886192294,0.7202794611380771,0.22027946113807706,0.4405589222761541,1,
64,5,0.16957732927856717,0.8304226707214328,0.33042267072143283,0.6608453414428657,1,
64,6,0.5636181255383212,0.4363818744616788,-0.06361812553832119,0.12723625107664238,0,
64,7,0.532093868095008,0.467906131904992,-0.03209386809500803,0.06418773619001605,0,
64,8,0.5628661577220283,0.4371338422779717,-0.0628661577220283,0.1257323154440566,0,
64,9,0.032208346355863116,0.9677916536441369,0.4677916536441369,0.9355833072882738,1,
64,10,0.6509258618059826,0.34907413819401745,-0.15092586180598255,0.3018517236119651,0,
64,11,0.5213028855606682,0.47869711443933183,-0.021302885560668172,0.042605771121336344,0,
64,12,0.3510182286571186,0.6489817713428814,0.14898177134288138,0.29796354268576275,1,
64,13,0.274635356346674,0.725364643653326,0.22536464365332598,0.45072928730665196,1,
64,14,0.4959056823134388,0.5040943176865612,0.004094317686561211,0.008188635373122422,1,
64,15,0.4796751496091721,0.5203248503908279,0.020324850390827875,0.04064970078165575,1,
64,16,0.5505206535225848,0.4494793464774152,-0.05052065352258478,0.10104130704516956,0,
64,17,0.29108217936455616,0.7089178206354438,0.20891782063544384,0.4178356412708877,1,
64,18,0.36201440563131604,0.637985594368684,0.13798559436868396,0.2759711887373679,1,
64,19,0.9958754749745427,0.004124525025457293,-0.4958754749745427,0.9917509499490854,0,
64,20,0.46826393342779205,0.531736066572208,0.031736066572207955,0.06347213314441591,1,
64,21,0.35818494270068746,0.6418150572993125,0.14181505729931254,0.2836301145986251,1,
64,22,0.28647707206479556,0.7135229279352044,0.21352292793520444,0.4270458558704089,1,
64,23,0.8432576895154011,0.15674231048459886,-0.34325768951540114,0.6865153790308023,0,
64,24,0.4352258518690313,0.5647741481309687,0.06477414813096871,0.12954829626193742,1,
64,25,0.28311314215917216,0.7168868578408278,0.21688685784082784,0.4337737156816557,1,
64,26,0.5838460798822016,0.4161539201177984,-0.08384607988220161,0.16769215976440321,0,
64,27,0.24037716830997968,0.7596228316900203,0.2596228316900203,0.5192456633800406,1,
64,28,0.7215884414081847,0.2784115585918153,-0.22158844140818468,0.44317688281636936,0,
64,29,0.7613289355694235,0.23867106443057656,-0.26132893556942344,0.5226578711388469,0,
64,30,0.7955965972466679,0.2044034027533322,-0.2955965972466678,0.5911931944933356,0,
64,31,0.5698425472773372,0.4301574527226628,-0.06984254727733719,0.13968509455467437,0,
64,32,0.553907107693044,0.4460928923069561,-0.05390710769304391,0.10781421538608782,0,
64,33,0.6467052536916251,0.3532947463083749,-0.14670525369162513,0.29341050738325025,0,
64,34,0.23945542517041418,0.7605445748295858,0.2605445748295858,0.5210891496591716,1,
64,35,0.5580449243181658,0.4419550756818343,-0.058044924318165714,0.11608984863633143,0,
64,36,0.8035341113113788,0.1964658886886212,-0.3035341113113788,0.6070682226227576,0,
64,37,0.29308752471440136,0.7069124752855986,0.20691247528559864,0.4138249505711973,1,
64,38,0.18040286936835348,0.8195971306316465,0.3195971306316465,0.639194261263293,1,
64,39,0.16698402178551253,0.8330159782144875,0.3330159782144875,0.666031956428975,1,
64,40,0.294354828594516,0.705645171405484,0.205645171405484,0.411290342810968,1,
64,41,0.6557509076905672,0.3442490923094328,-0.1557509076905672,0.3115018153811344,0,
64,42,0.6029798740835096,0.3970201259164904,-0.10297987408350961,0.20595974816701923,0,
64,43,0.27303987955655007,0.7269601204434499,0.22696012044344993,0.45392024088689986,1,
64,44,0.4937405517434337,0.5062594482565663,0.0062594482565663245,0.012518896513132649,1,
64,45,0.028358295079575546,0.9716417049204245,0.47164170492042445,0.9432834098408489,1,
64,46,0.6240533366151553,0.3759466633848448,-0.12405333661515522,0.24810667323031044,0,
64,47,0.5598947607514995,0.4401052392485006,-0.05989476075149941,0.11978952150299882,0,
64,48,0.5322523515525499,0.4677476484474501,-0.03225235155254991,0.06450470310509981,0,
64,49,0.5242268346596259,0.47577316534037406,-0.02422683465962594,0.04845366931925188,0,
64,50,0.6437455076307046,0.3562544923692954,-0.1437455076307046,0.2874910152614092,0,
64,51,0.8063944413189555,0.19360555868104445,-0.30639444131895555,0.6127888826379111,0,
64,52,0.8147030053940808,0.1852969946059192,-0.3147030053940808,0.6294060107881616,0,
64,53,0.4153428670122302,0.5846571329877698,0.08465713298776978,0.16931426597553956,1,
64,54,0.8031999190289117,0.19680008097108825,-0.30319991902891175,0.6063998380578235,0,
64,55,0.631206484079062,0.368793515920938,-0.131206484079062,0.262412968158124,0,
