time,stage,rewire_side,rewire_phase,rewire_time_s,remaining_layers_before_rewire,parallel_rewire,adaptive_parallel_rewire,absorb_side,it_left,it_right,layers_left,layers_right,u_consumed_total_left,u_consumed_total_right,u_consumed_total,swap_consumed,u_consumed,u_consumed_after_unswap,probe_left_time_s,probe_right_time_s,probe_total_time_s,probe_wall_time_s,probe_left_total_elems,probe_right_total_elems,probe_left_max_bond,probe_right_max_bond,probe_left_hit_max_bond,probe_right_hit_max_bond,probe_left_over_unswap_threshold,probe_right_over_unswap_threshold,selected_total_elems,selected_max_bond,selected_hit_max_bond,compression_max_bond_limit,compression_cutoff,unswap_trigger_max_bond,cycle_start_total_elems,no_progress_unswap_cycles,absorb_score_mode,probe_left_score,probe_right_score,absorb_lookahead_depth,absorb_lookahead_depth_used,absorb_lookahead_candidates,absorb_lookahead_choice,absorb_lookahead_score,absorb_lookahead_time_s,max_bond,max_links,total_elems,total_shapes,total_links,num_tensors,termination_reason,termination_detail,unswap_cycle,gates_consumed,total_work_gates,remaining_work_gates,abort_after_no_progress_unswap_cycles,hit_max_bond,initial_rewire_time_s,initial_rewire_wall_time_s,post_unswap_rewire_time_s,post_unswap_rewire_wall_time_s,absorb_probe_time_s,absorb_probe_wall_time_s,unswap_time_s,accounted_time_s,rewire_wall_time_s,accounted_wall_time_s
1.4534303339896724,rewiring,left,initial,1.2416846669948427,1355,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.766620916998363,rewiring,right,initial,1.3128408330085222,1561,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8484624169941526,absorbing,,,,,,,L,1,0,1353,1559,0,0,0,11,0,0,0.036081541009480134,0.02660258300602436,0.0626841240155045,0.06325479100632947,224,512,1,4,False,False,False,False,224,1,False,4096,0.002,,224,0,total_elems,224,512,1,1,,,,0.0,1,4,224,334,222,56,,,,,,,,,,,,,,,,,,
2.909435791996657,absorbing,,,,,,,R,1,1,1353,1559,0,0,0,12,0,0,0.028578124998603016,0.02792770799715072,0.056505832995753735,0.05708170900470577,520,512,4,4,False,False,False,False,512,4,False,4096,0.002,,224,0,total_elems,520,512,1,1,,,,0.0,4,4,512,406,222,56,,,,,,,,,,,,,,,,,,
2.9679222919949098,absorbing,,,,,,,L,2,1,1353,1559,1,0,1,11,1,1,0.028312583002843894,0.027706167005817406,0.0560187500086613,0.056616709000081755,844,1168,4,4,False,False,False,False,844,4,False,4096,0.002,,224,0,total_elems,844,1168,1,1,,,,0.0,4,4,844,450,222,56,,,,,,,,,,,,,,,,,,
3.0308852919988567,absorbing,,,,,,,R,2,2,1353,1559,1,1,2,10,1,2,0.02907587500521913,0.03125329200702254,0.06032916701224167,0.060954500004299916,1864,1456,16,4,False,False,False,False,1456,4,False,4096,0.002,,224,0,total_elems,1864,1456,1,1,,,,0.0,4,4,1456,504,222,56,,,,,,,,,,,,,,,,,,
3.090847458995995,absorbing,,,,,,,L,3,2,1353,1559,1,1,2,14,0,2,0.028329916996881366,0.028919375006807968,0.057249292003689334,0.05790833399805706,2464,2732,16,16,False,False,False,False,2464,16,False,4096,0.002,,224,0,total_elems,2464,2732,1,1,,,,0.0,16,4,2464,576,222,56,,,,,,,,,,,,,,,,,,
3.18659245899471,absorbing,,,,,,,R,3,3,1353,1559,1,1,2,13,0,2,0.032528166004340164,0.058390000005601905,0.09091816600994207,0.0921897079970222,5280,4316,16,16,False,False,False,False,4316,16,False,4096,0.002,,224,0,total_elems,5280,4316,1,1,,,,0.0,16,4,4316,700,222,56,,,,,,,,,,,,,,,,,,
3.27030995899986,absorbing,,,,,,,R,3,4,1353,1559,1,1,2,13,0,2,0.05281437499797903,0.028380290998029523,0.08119466599600855,0.08182766599929892,10116,9464,16,16,False,False,False,False,9464,16,False,4096,0.002,,224,0,total_elems,10116,9464,1,1,,,,0.0,16,4,9464,844,222,56,,,,,,,,,,,,,,,,,,
3.3343014999991283,absorbing,,,,,,,R,3,5,1353,1559,1,1,2,13,0,2,0.03256995799893048,0.029081833010422997,0.061651791009353474,0.062207291994127445,26420,13496,64,16,False,False,False,False,13496,16,False,4096,0.002,,224,0,total_elems,26420,13496,1,1,,,,0.0,16,4,13496,988,222,56,,,,,,,,,,,,,,,,,,
